x,y,frame,label,DBSCAN,HDBSCAN
20957.89935807957,-20121.539886178343,101.0,0,0,18
20074.332655245795,-20532.90418175885,101.0,0,0,18
21617.620589797243,-19832.884944531277,102.0,0,0,18
20236.85207425577,-20227.850787975705,102.0,0,0,18
21244.17479611214,-20594.376451126514,103.0,0,0,18
19577.99325815201,-20599.191219860688,103.0,0,0,18
21848.93270376365,-19140.300038731,103.0,0,0,18
20028.06790848195,-20207.390299344144,103.0,0,0,18
21834.564594906147,-20167.36551657012,104.0,0,0,18
19741.362406933906,-21237.30145924288,104.0,0,0,18
21958.26118745085,-19516.978320054164,104.0,0,0,18
20655.07373117952,-20377.793408680976,104.0,0,0,18
20940.077213605266,-21242.75277144614,104.0,0,0,18
20027.98356001185,-19209.455909730576,104.0,0,0,18
21755.79725898079,-19763.736626923564,104.0,0,0,18
19976.03789970381,-20007.672699082425,104.0,0,0,18
21827.0352556356,-19275.58865239749,105.0,0,0,18
19936.48226250177,-20344.484453965364,105.0,0,0,18
21154.781591807783,-20676.96998798741,105.0,0,0,18
19986.758951176947,-19444.97136232937,105.0,0,0,18
21501.651444014708,-21093.928477900263,105.0,0,0,18
19648.011479004555,-19822.353185731357,105.0,0,0,18
21983.17346232059,-19242.454719108497,105.0,0,0,18
20617.21230595316,-20265.07393395728,105.0,0,0,18
21027.057521090963,-20400.55710421135,106.0,0,0,18
19366.419744859155,-19029.569597198337,106.0,0,0,18
19254.724596570795,-19806.759839534818,106.0,0,0,18
21519.66232440705,-21075.585171054023,106.0,0,0,18
20040.416957361347,-19611.155903491785,106.0,0,0,18
21974.001532310696,-19595.77960305595,106.0,0,0,18
19972.83799885791,-19975.36994543874,106.0,0,0,18
21684.461056709577,-18961.03324203376,106.0,0,0,18
20173.87227424035,-20485.30105577837,106.0,0,0,18
20974.428197641348,-20650.92338175665,106.0,0,0,18
21787.156325754146,-21169.33722048401,107.0,0,0,18
22202.83626693623,-17876.87131487981,107.0,0,0,18
19876.21786605251,-20281.017734875422,107.0,0,0,18
22239.401980821815,-20225.64575756088,107.0,0,0,18
19784.825487475915,-19161.7676890134,107.0,0,0,18
21168.862199447816,-21285.99728344215,107.0,0,0,18
19514.37140765811,-20448.152030831265,107.0,0,0,18
19382.09451724083,-18872.429398327607,107.0,0,0,18
20803.30337385032,-19973.08995034244,107.0,0,0,18
21081.146503606527,-20734.875547559863,108.0,0,0,18
21100.10371946052,-19708.45964823429,108.0,0,0,18
21132.996853487344,-20437.57970561341,108.0,0,0,18
19193.10750038108,-19736.01925631169,108.0,0,0,18
19697.581501863093,-19897.31441907128,108.0,0,0,18
22480.1227177594,-21386.091589547617,108.0,0,0,18
20874.251342725827,-20038.710305590128,108.0,0,0,18
21331.26035325529,-20151.58338370348,109.0,0,0,18
19039.488799925668,-19903.22607870834,109.0,0,0,18
19292.69578109395,-18539.45910931409,109.0,0,0,18
21734.423630786376,-19567.10045377967,109.0,0,0,18
19773.87154041349,-20092.664834793937,109.0,0,0,18
21605.88456694273,-18604.76500825848,109.0,0,0,18
19581.540055448902,-20401.477785440497,109.0,0,0,18
21527.756344322726,-21078.221198118168,109.0,0,0,18
20925.907327635985,-20240.72091196733,110.0,0,0,18
21536.31372026982,-17963.072677338732,110.0,0,0,18
19582.173168840058,-19744.24881079004,110.0,0,0,18
22224.827375382487,-20327.25851325451,110.0,0,0,18
19682.99025268128,-19581.10306751781,110.0,0,0,18
20855.50447226157,-20455.930397530785,110.0,0,0,18
19281.481334442135,-20482.932134573985,110.0,0,0,18
19601.7131038608,-19687.67484740557,110.0,0,0,18
20886.44515206767,-20186.96781000136,110.0,0,0,18
21596.477184369916,-22149.552229076908,110.0,0,-1,18
21440.941936424577,-19997.369586430712,110.0,0,0,18
21387.43056184384,-20612.16852217211,110.0,0,0,18
19591.869382648965,-20256.058099942027,110.0,0,0,18
19493.389628546167,-19741.16014129644,110.0,0,0,18
22033.41676047192,-22246.50072336941,110.0,0,-1,18
20780.51222279605,-20518.70011869321,111.0,0,0,18
21623.724931896497,-20310.716948823152,111.0,0,0,18
18889.218493641976,-19644.201608287287,111.0,0,0,18
19760.37036129367,-18937.85544419746,111.0,0,0,18
22170.77783089383,-20432.353955403494,111.0,0,0,18
20279.333545823243,-20607.404019762944,111.0,0,0,18
22168.80564193993,-17212.991735508993,111.0,0,0,18
19644.89092288582,-21158.218998601547,111.0,0,0,18
21877.79284232149,-20121.45666878849,111.0,0,0,18
20494.457660444292,-20701.91311798163,111.0,0,0,18
22260.130429314944,-16955.88889428572,111.0,0,0,18
20108.85994018172,-18928.976139253937,111.0,0,0,18
22499.092557533,-19879.509288301528,111.0,0,0,18
19929.737361916104,-19922.24698931577,111.0,0,0,18
21608.12613992524,-20037.87131328002,112.0,0,0,18
18849.19692612652,-20662.834740351544,112.0,0,0,18
