x,y,frame,label,DBSCAN,HDBSCAN
-27998.746439678816,39256.72504094467,90.0,0,0,26
-28126.415851425598,39457.23423766185,91.0,0,0,26
-27692.843654412187,39618.15476899731,92.0,0,0,26
-27454.67047800979,39998.75313562392,92.0,0,0,26
-28274.36221197214,39463.58182745497,92.0,0,0,26
-28382.212951913974,38682.57779198806,93.0,0,0,26
-26761.83421911093,39581.50429544674,93.0,0,0,26
-28657.34953933366,39647.3332434856,93.0,0,0,26
-27421.21523559199,39990.84569527717,93.0,0,0,26
-27495.78290072507,39477.41993459946,93.0,0,0,26
-28211.18548435849,39723.60487196938,93.0,0,0,26
-28575.236983550723,39215.335904013344,94.0,0,0,26
-27549.253328122748,39615.54774724909,94.0,0,0,26
-28041.77500556562,38985.63889659087,94.0,0,0,26
-27963.30738418444,38210.37507864929,94.0,0,0,26
-28074.067264319037,38669.99022655448,94.0,0,0,26
-26982.834368271,38911.21627966475,94.0,0,0,26
-27595.8041797735,39804.77223411113,95.0,0,0,26
-29077.177927568733,37763.91748933739,95.0,0,-1,-1
-28296.60026538237,38045.9848038135,95.0,0,0,26
-28521.25712732297,39390.68338523184,95.0,0,0,26
-28070.831223576974,39278.20478969489,95.0,0,0,26
-27667.823543093287,38875.44392833917,95.0,0,0,26
-28053.93909318768,39638.0291492295,96.0,0,0,26
-28673.329426402663,38278.32886064069,96.0,0,0,26
-27825.61794339992,39006.74732349932,96.0,0,0,26
-27818.3135728565,39240.28753221391,96.0,0,0,26
-26690.71618110469,38720.30086542158,96.0,0,0,26
-27988.68782550577,39835.00537354759,96.0,0,0,26
-28762.046518511903,37775.99228282535,96.0,0,0,-1
-28056.01491325367,38873.92921447576,97.0,0,0,26
-28078.405751531653,39143.14083483228,97.0,0,0,26
-29259.555989504872,38268.12165723705,97.0,0,0,-1
-27854.38792997204,39717.48179660777,98.0,0,0,26
-26915.00759571053,39899.46790017741,98.0,0,0,26
-28516.30602116634,39987.62210911299,98.0,0,0,26
-28275.346539214937,39158.39273341201,98.0,0,0,26
-27062.756616488357,39024.62730689296,98.0,0,0,26
-27922.43950987316,39339.12765355583,98.0,0,0,26
-28623.244335546475,38150.52698593174,98.0,0,0,-1
-27243.79590854773,39817.62629243355,98.0,0,0,26
-26939.40464103468,38750.58798884401,98.0,0,0,26
-27836.609298656986,39697.62073724138,99.0,0,0,26
-27428.607508358917,38190.00476180962,99.0,0,0,26
-28495.633179336488,39668.64381116765,99.0,0,0,26
-26953.14017587826,39721.22160133786,99.0,0,0,26
-28750.583963077697,38408.405006285786,99.0,0,0,26
-27298.54958509234,39505.10635299109,100.0,0,0,26
-30081.045300603226,37770.741597567874,100.0,0,-1,-1
