x,y,frame,label,DBSCAN,HDBSCAN
14669.789976244996,10415.138123222088,366.0,0,0,8
15191.59878410986,10269.176154634204,366.0,0,0,8
15430.916525394774,11455.79299653411,367.0,0,0,8
15449.236294961916,10640.074919044608,367.0,0,0,8
14626.21891127875,11010.761272594427,368.0,0,0,8
16198.436621019491,9788.832964237952,368.0,0,0,8
14549.54972888832,11018.823829765102,368.0,0,0,8
15500.102409117088,10563.060311729398,368.0,0,0,8
14918.63138172965,10159.658496052069,369.0,0,0,8
15376.65624345914,9727.8752673059,369.0,0,0,8
15102.135338690718,11505.420715841994,369.0,0,0,8
15721.614179207036,10816.675865069425,369.0,0,0,8
15248.506425230473,10329.483038871542,369.0,0,0,8
16343.42346440986,9671.528858759695,369.0,0,0,8
14569.315315648506,11518.97274324541,369.0,0,0,8
15181.110734096954,10933.810998167217,369.0,0,0,8
15753.058858426528,10027.732056113697,370.0,0,0,8
15173.963503452596,9955.591873194084,370.0,0,0,8
14780.637155555316,11935.018027438133,370.0,0,0,8
14872.067140159385,11212.445563168669,370.0,0,0,8
14764.062015344298,10740.87673100133,370.0,0,0,8
16916.128222699797,10027.086758316727,370.0,0,0,8
14556.519360501225,11123.38251535099,370.0,0,0,8
14928.771630239658,10929.086692030394,371.0,0,0,8
13495.114596952586,9857.932235965583,371.0,0,0,8
15112.933185728658,11705.454686842866,371.0,0,0,8
15193.373775072132,12577.254552518156,371.0,0,0,8
15073.995097031311,10715.170095808697,371.0,0,0,8
16886.787688236058,9578.4035698869,371.0,0,0,8
15054.762286497726,10261.24588436179,371.0,0,0,8
14359.806090074931,11147.826621927894,371.0,0,0,8
16266.303875692884,9280.955875544783,371.0,0,0,8
15405.841010534026,9564.78782834466,371.0,0,0,8
14602.188501273567,10576.524375247544,372.0,0,0,8
14085.98842651981,10690.810988223951,372.0,0,0,8
15153.203494903668,9759.02278825228,372.0,0,0,8
16805.20379808244,9406.457847416994,372.0,0,0,8
14740.253599692349,10788.87836571569,372.0,0,0,8
15629.899564209032,12394.711139606165,372.0,0,0,8
15663.773820265533,11361.3756384781,372.0,0,0,8
13817.218923813583,9662.758684249224,372.0,0,0,8
15821.805213917492,10427.870599686095,372.0,0,0,8
15119.899516676094,11128.113615358645,372.0,0,0,8
17498.17719465728,9886.557127640366,372.0,0,-1,8
14107.866004133495,10964.692667086512,372.0,0,0,8
14557.50040334594,11419.172479473753,372.0,0,0,8
14570.035727412169,12429.868743661313,372.0,0,0,8
15223.166187522276,11135.888773427365,373.0,0,0,8
15829.905663287083,12747.453749628594,373.0,0,0,8
15122.65945461442,12120.525890222729,373.0,0,0,8
15489.564528254885,10571.096588432603,373.0,0,0,8
16689.881083914002,8937.7072553028,373.0,0,-1,8
15235.627197190708,10556.250698979453,373.0,0,0,8
13835.060385340528,11774.511666769236,373.0,0,0,8
16282.249090119616,9037.59851296672,373.0,0,0,8
15931.053511110971,9630.622772642368,373.0,0,0,8
15369.993540392084,10212.72110619764,373.0,0,0,8
15002.281297540252,10470.191492439126,374.0,0,0,8
14265.835620750502,10800.211567305409,374.0,0,0,8
15900.595642796932,9824.48823356132,374.0,0,0,8
17479.30379637991,10020.83873410059,374.0,0,-1,8
14162.826039874168,10989.352555165353,374.0,0,0,8
16415.101670414842,12140.761837336746,374.0,0,0,8
16529.14317239233,11512.747268486297,374.0,0,0,8
13795.826572981094,9813.888291431584,374.0,0,0,8
17073.343838341472,10329.658688641848,374.0,0,0,8
15798.024832112178,10003.18214751894,375.0,0,0,8
17716.158242741123,10720.751716073011,375.0,0,-1,8
14510.460491149432,12072.545764066514,376.0,0,0,8
13980.242856293744,10534.903527801174,376.0,0,0,8
14247.242250582542,10935.078730247114,376.0,0,0,8
13863.134242694838,12190.100386916609,376.0,0,0,8
16296.741489609662,12823.528678378314,376.0,0,0,8
14515.117410321984,12089.14847701302,376.0,0,0,8
15962.09820471442,10763.03908682084,376.0,0,0,8
17609.81409892395,8865.884283244533,376.0,0,-1,8
15940.553558263691,12830.922078641172,377.0,0,0,8
13889.319029001275,12765.553814116429,377.0,0,0,8
16174.494812848365,9827.306074917007,377.0,0,0,8
15912.062439554473,9869.145623183173,377.0,0,0,8
15355.595938105962,10721.525210400208,377.0,0,0,8
15396.155178875648,9844.565356880004,377.0,0,0,8
14414.791043421064,10806.209040202888,377.0,0,0,8
15271.616721751758,9760.655191719645,377.0,0,0,8
14689.840291940154,11582.062770459312,378.0,0,0,8
14629.287879241128,10986.204501165586,378.0,0,0,8
16768.847036951945,13115.501225024009,378.0,0,0,8
