"frame","x [nm]","y [nm]","intensity [photon]"
1.0,819.758281207602,79449.07047893258,59214.45312402154
1.0,1143.677353280641,48501.670164296556,65242.678630741786
1.0,2190.834830756033,48120.2538802708,92277.32302237122
1.0,4120.847097963251,13940.828184325826,138421.60527912507
1.0,4808.140148638323,77000.45024670346,88414.8372961342
1.0,5450.065255663065,20515.950670581366,49034.867937255105
1.0,7482.712664609495,55900.125624454544,55135.061526317106
1.0,9794.911519365052,58101.38303580417,62028.99057968743
1.0,11078.638235332648,33288.35506897329,66940.50341389688
1.0,11851.508258535545,42954.48253272164,53017.04259542586
1.0,14226.308679104075,71467.94838645092,83359.96231213765
1.0,14419.117469391203,1838.8299990301005,95315.58166224786
1.0,14871.678722756598,70162.9542496122,1346653.595490649
1.0,15925.622897904104,14454.684956144847,102359.5129407457
1.0,16341.433675146483,78897.25537444702,142622.32325508978
1.0,16579.32515824084,63963.31840822453,267314.0962452296
1.0,19061.55114425876,38719.77456758044,54075.97654132661
1.0,22940.431847369415,28734.752750398467,51827.291272659066
1.0,23348.39122610029,46353.86207618357,82450.7407084379
1.0,23678.55755126693,13255.503595733748,107559.6129912595
1.0,24392.840571661873,29276.776944706155,56482.396972725786
1.0,25173.24519962266,55251.60030144191,466350.60121745185
1.0,24864.113910401204,57041.89250555796,157312.74255407945
1.0,25065.460459999704,53071.57753978251,61003.94952167059
1.0,25760.59528280383,55719.22023749953,3.058575722944246E7
1.0,25913.550090993245,55516.32956164473,3.006176082047234E7
1.0,26220.733517451677,35272.821310991945,70851.86589347459
1.0,26313.641914413005,58482.33837334887,47219.569364299736
1.0,25986.618249250216,55419.45250339768,3.4890093588092685E7
1.0,26673.33964056315,54285.14543574848,541237.5421351756
1.0,27176.185951363695,24587.39060026168,319798.94532993686
1.0,30401.75827585485,49187.361740396234,149442.73231471618
1.0,32251.72923172379,628.9393008700628,44120.4040337473
1.0,32504.080705611785,36237.00495503072,89031.21916277321
1.0,32594.59342837763,72917.72421215828,230212.81718249014
1.0,33194.24231115956,56862.10833662199,62127.180644608794
1.0,34601.556815728254,16123.059871759828,104556.99520750545
1.0,34833.53774214394,11058.82879768531,156194.12978945067
1.0,34850.28268210729,55605.90019432623,68987.58231142818
1.0,35253.23525587818,52350.80345548146,104309.57661863344
1.0,35594.90649059356,18010.87524918298,188789.61101726608
1.0,35655.31088150486,29627.194950780606,92541.94775323695
1.0,36238.556005760336,45949.09549147446,40752.919412504685
1.0,38591.086369019264,36749.78805615681,1194264.0421236434
1.0,38815.02978847824,63055.08028038288,282556.9922177686
1.0,39403.45951150718,21784.863483093664,53639.926756750705
1.0,40670.801681172255,65720.83206045101,68106.60697965871
1.0,41845.58992902869,70267.43683811744,520991.085347295
1.0,42633.707856912966,68789.70859990141,162926.44482987133
1.0,45326.94561430367,72163.94243577191,97895.89046213719
1.0,45616.4979529497,28305.927350064678,190914.59423142992
1.0,46480.40008376665,68344.47727038452,35092.31228561568
1.0,48444.511574054144,68074.41007036224,63898.81050602209
1.0,53045.36378231379,43680.716697221054,80417.54895396
1.0,53778.306244044434,7075.393381857881,231524.05980973167
1.0,54894.3093784817,69387.74662631724,130902.3843442934
1.0,55601.64334653769,60778.80034452414,34157.32465413236
1.0,56130.40976544203,59844.35082449516,60807.07388547754
1.0,56937.123790119695,53719.49555149914,69187.04644870007
1.0,57560.79387540512,70470.9458488827,83633.60310633681
1.0,59077.895130091325,74881.28719496119,80513.2565864516
1.0,61359.44877580251,78244.713681368,106174.32040964648
1.0,65022.79665154506,15979.090590442847,108672.4845627906
1.0,66953.52120667232,47935.42273713582,327318.36579872307
1.0,66847.01644068473,57248.310131246704,56392.075119104935
1.0,67178.4259783537,66201.3954810823,59915.978884235476
1.0,67142.7350574991,47913.21776359068,210650.35953208932
1.0,67788.56131561291,19157.590977154752,88451.72001504556
1.0,69708.62178151366,55477.89458413912,57398.423996846504
1.0,72621.07185035056,57704.367153626015,82587.80494095755
1.0,76243.59562247926,42408.843565142095,79526.74506585492
1.0,77080.06942555642,49572.82981354609,61864.792981928214
1.0,77201.0755963779,73638.83352385402,30182.606925142194
1.0,78213.28454977872,54070.792451053625,85409.66946676387
1.0,78777.84145745548,66066.64895315497,219733.95543828135
2.0,3345.127335673089,3782.985784751042,55138.10683661949
2.0,4077.412272863792,56038.27055418969,94243.4281880788
2.0,4393.282176049591,60410.924999295385,90501.83183825751
2.0,4882.424066976012,76867.1116256338,55169.67441484587
2.0,7893.345991974382,13145.847254810282,108610.67057104896
2.0,13241.332440139984,69757.11260804016,67012.81174360863
2.0,15939.576376007164,14161.518897367609,315991.2059796423
2.0,16512.607344688004,63837.549199412126,195060.19386255383
2.0,18973.413990618144,52231.686669970106,2127180.9797279015
2.0,19205.506830304643,27316.405348885488,63423.796462874285
2.0,19782.734346873476,59715.84742539522,101007.71888929773
2.0,20692.895506092584,63732.831036993695,60591.90197560514
2.0,21096.92264291791,52164.37023073454,449328.1220744317
2.0,21715.450575558796,56001.59011781924,351168.8330522613
2.0,22513.422624355506,76979.70081097273,36755.627891462005
2.0,23539.934284208393,55721.83200780967,1999296.3251704029
2.0,23655.32154388907,13175.418967165726,113634.74411508822
2.0,24481.83077345693,55999.91328851314,2220596.1361324587
2.0,24731.39670880985,52875.02372538448,39985.97229312543
2.0,24961.476283051998,27389.63904777491,145709.31096335908
2.0,25279.67914839886,48057.33557070667,110573.42137215797
2.0,25499.435601184283,55911.64558292619,5112367.485480892
2.0,25690.3306421103,55625.662357428504,906061.2090922914
2.0,25699.239571465238,30791.38908167341,131441.39513799924
2.0,26386.022606995262,63082.46154081984,82154.84630002383
2.0,26388.07996836637,79776.80782408515,59976.167459703385
2.0,26472.44269612622,40736.62130825695,97161.75800074138
2.0,26765.384236847713,54723.23311259149,2191179.874250554
