frame,x [nm],y [nm],intensity [photon]
1,1897.467462,15339.39461,726.8161498
1,1977.973738,63010.30414,755.3540503
1,2762.1863,56224.59719,6631.268459
1,3280.13239,61348.64764,624.5809796
1,3286.155252,77472.45558,1064.198453
1,3552.287069,44537.68637,667.8600224
1,4688.248337,56072.90694,649.3055768
1,6678.641435,60989.39178,321.1108659
1,6824.061744,66610.91876,245.6380407
1,6830.356318,75845.01118,437.1957096
1,6934.716386,63724.44256,1259.650242
1,8378.257693,49180.21939,747.6125378
1,9009.363922,21872.9109,327.3693549
1,9154.6587,28545.47082,1462.092199
1,9311.37669,8264.490399,497.6052417
1,10423.53445,40049.4317,572.4604387
1,10917.95541,29555.99248,1162.832033
1,11201.6086,21542.62197,1142.845328
1,11301.81768,35307.20331,3794.048448
1,11539.42539,55862.43054,824.7733027
1,11670.50649,77572.88515,250.5372184
1,11873.79438,37626.95619,872.2742798
1,11898.73057,39716.27583,883.301691
1,11983.7558,47827.25836,1511.922566
1,12520.6307,34209.97975,1044.573148
1,12597.10758,2275.448056,535.840254
1,12580.15069,27548.64239,978.260965
1,12703.6879,61707.10702,285.3654765
1,13091.78509,45615.65161,236.9062008
1,13907.54248,37265.30813,1746.051084
1,14151.94235,15100.89522,407.9560356
1,14616.88877,6848.379096,1436.534692
1,14913.65601,27544.10474,578.1984804
1,15179.50866,48551.39785,775.2731315
1,15226.32955,66923.65229,511.7250162
1,15396.00782,59747.42897,418.4342309
1,15454.04105,64108.91025,330.8134178
1,15473.42132,80252.86862,644.9266194
1,16206.16155,56941.89862,547.7183885
1,16461.03072,30012.1051,735.2524589
1,16932.5815,25843.11286,309.5023424
1,17321.52028,75398.16096,280.6735627
1,17600.40707,68602.13111,263.7494956
1,17837.7478,31756.71033,204.3698958
1,18205.65315,40100.87064,540.8833187
1,18721.40395,15224.07853,351.5148078
1,19725.40768,10477.50348,882.676619
1,19630.06079,73451.06557,908.0735915
1,20033.4911,32361.20957,5450.760692
1,20994.69364,29271.49884,537.3396735
1,21922.17201,74732.78356,419.3877485
1,22866.20973,75292.2087,370.3516558
1,23056.48339,76376.26568,258.6308355
1,23107.85195,61713.85174,974.579408
1,23308.92353,78860.78195,1364.894055
1,23591.79124,956.8248969,1841.985002
1,23666.76979,44511.65635,390.8838303
1,24522.21317,4918.587123,446.779875
1,24975.28194,59234.2756,1364.727097
1,24870.66912,37781.74551,661.9993672
1,25098.32851,59280.72444,227.8189875
1,25249.433,30964.80737,385.5919385
1,26095.54687,70825.36538,541.4476421
1,26260.35255,14587.39411,819.2104083
1,26465.80395,52916.66664,2030.594862
1,26764.85994,18287.49707,266.3900785
1,27678.43951,71685.44107,2008.418227
1,28296.75968,44855.91132,330.2892011
1,28299.80854,63030.17075,227.9734244
1,28696.81356,35917.99071,313.7442306
1,28554.81509,62168.43965,302.1848436
1,30946.94462,26386.16522,429.4613218
1,30973.39719,29343.89186,464.1313957
1,30938.836,80521.48201,1764.106316
1,33460.60403,54827.26896,255.426958
1,33864.16331,35696.01886,659.7786181
1,34234.89595,40980.02151,905.5192508
1,36062.95775,76964.78907,510.28259
1,36741.93628,4313.606441,485.8158121
1,36940.26137,55846.0021,632.3776221
1,37227.54728,72624.87264,2007.816096
1,38501.2448,41680.11593,294.7310287
1,39104.3601,29914.53679,485.0433778
1,39528.70828,46584.48725,854.6842009
1,40044.51674,10850.14889,368.1806553
1,39907.96502,72791.34168,4410.513855
1,40964.54389,43170.29222,308.5502813
1,40966.85886,61906.36507,460.4963525
1,40978.83217,73271.58194,727.9150155
1,41242.00358,80962.55269,2012.946277
