"frame","x [nm]","y [nm]","intensity [photon]"
1.0,1159.8416475868376,42717.53216896421,77660.45660084915
1.0,3979.867186599588,16787.444698304156,60564.563968354654
1.0,13435.5886833501,58254.16514463305,179824.2064864124
1.0,14679.917207624057,29925.682446759176,216217.7744902655
1.0,16414.46239912768,68540.44872424181,374177.5110271924
1.0,17508.694952902868,71576.5348783701,91298.19600909726
1.0,20592.39720869739,14364.909027410593,80360.82743474157
1.0,22589.800612743624,24910.31669216628,85407.38356225676
1.0,27554.990666982412,77280.8130125534,69829.5858156327
1.0,28375.703924713707,54137.12513741871,99589.29416570999
1.0,28843.16225447543,23906.45035719943,495393.0122683151
1.0,30395.075335751022,40326.60233019114,56595.34452129606
1.0,33314.274239521226,62703.4148057283,88369.10374136434
1.0,35762.36279582495,45314.966920339546,60490.95760547499
1.0,35964.278967616905,33467.116447764456,72473.72660563205
1.0,36378.881618979016,49782.79225855894,496487.94528377295
1.0,37731.36019424003,60878.814724573094,64162.30677040344
1.0,38376.21772478053,41476.908607492005,69241.21566520604
1.0,39290.13333672624,32960.015017305974,127009.10203381332
1.0,39529.08819126241,75573.10500514973,140435.14890039247
1.0,41590.74325929538,10190.826622368966,51565.96657024988
1.0,41920.86555046534,43337.40507338823,54478.96838431089
1.0,46916.957082587025,45188.013784678114,56360.226704282206
1.0,48315.45307747126,62944.75047546828,56873.33695269201
1.0,49039.74556848326,40126.575023649646,127325.56077176344
1.0,51867.90446033984,16225.488622257568,83544.80233446584
1.0,53718.066356200885,24569.767990508364,65385.12543073063
1.0,56850.425844090285,45124.978632942264,61532.574315832826
1.0,58732.80075504822,51456.045062397214,97112.14145325174
1.0,60218.865325135775,66433.39144932931,61075.23762293504
1.0,62670.32004924079,60013.85689496823,42951.54219716431
1.0,62840.68154361682,75639.35133208851,58036.90348151674
1.0,64171.65388137808,12963.365876854199,57954.613788222625
1.0,72425.97542807079,54688.81702507992,374620.7617844493
1.0,75535.95338167509,60794.943825787646,208967.60240120598
1.0,75555.67694096838,78070.9235665077,274081.3656185013
1.0,76275.13526676915,35184.56242767847,58881.542577424254
1.0,76700.23678169516,58210.997155170306,60283.14275620865
1.0,80540.77731540344,3507.796375525419,70985.885615197
2.0,7443.812230906831,46615.22546989399,87297.06005478812
2.0,11689.653044444698,2311.7749098764325,181980.2305960804
2.0,12352.652145110722,44232.949019893385,54714.59850039834
2.0,13548.309495282681,49134.24544277415,284428.99511203455
2.0,14007.005451593503,76501.20384172419,121186.22610460351
2.0,17074.910785037675,68418.52986186928,152482.43171980567
2.0,17659.722325916526,69072.002286746,180911.81623749158
2.0,18274.736447024723,36934.54792638888,84262.2876862983
2.0,18846.04801954195,49799.05079464071,86902.0295175827
2.0,21673.38808375962,29956.87935599215,62013.274611031055
2.0,22425.543533602697,28964.348214109177,50712.433798107515
2.0,22766.94805454306,35169.5959957433,70509.50436750255
2.0,23315.710533104284,36322.04608877362,93475.1699247312
2.0,24765.769909506216,33083.61330096185,56436.289458465115
2.0,24758.278398748753,67830.36798740219,60853.31741055596
2.0,24838.247263840967,80589.5821192138,118129.14282113404
2.0,25276.792618162424,47068.58250490365,56211.15511846992
2.0,25443.733553382037,32678.93590580314,53538.8624016359
2.0,27712.289723986756,27773.30110791368,81101.9587941333
2.0,28549.77559431077,27744.683719907545,100205.72770944926
2.0,28569.738540406084,60671.90344967668,51107.40076962018
2.0,29598.088858856605,23855.68715875206,185277.23150669792
2.0,31662.360980490703,37747.97527219942,360199.3967557969
2.0,32144.280939898017,75426.46948411147,156753.03762564893
2.0,32732.378659168862,35017.63955199844,61780.072254332794
2.0,33649.028233991565,65645.06818370029,56286.80255342957
2.0,35071.95597472753,50106.41350101719,69811.93583020783
2.0,37039.59047254058,49719.66012818731,330324.74067033513
2.0,38702.00940675484,33536.48176875967,57701.23556837188
2.0,40140.66434949836,11072.53811835216,81388.24642808789
2.0,46239.61768584223,51346.45505506142,81526.50183629892
2.0,47488.82619130708,64333.10078493316,57711.41974673455
2.0,47801.41998546351,75023.4519191961,61077.00381509864
2.0,48582.964171333406,44794.06674702684,71318.22737049694
2.0,49560.33356748547,33760.7300281312,66252.11127395803
2.0,50583.68921045936,35914.272019390264,536718.8819569354
2.0,50451.304977035325,78634.03466794547,103668.85251684434
2.0,52667.22279652559,25327.06145445562,56391.842584888596
2.0,53153.10621836506,1452.570944549051,59444.5912182136
2.0,53417.81565528406,45011.05284282199,57178.3311170256
2.0,53703.221587062835,48073.59798033533,46877.39869981617
2.0,54397.13335235167,37251.880932377244,64404.798154768905
2.0,55797.59937642298,66339.43412217245,83297.80949354495
2.0,55953.712088699394,45553.15752992241,66915.7093370922
2.0,56236.93414795009,55621.250127662664,175508.65293239264
2.0,61148.787709734235,72859.294007827,91397.61641574178
2.0,61569.834756802346,29578.041912206096,117808.58235705644
2.0,62754.497518613134,47575.62202518999,174707.78025891192
2.0,66409.85150212352,63157.86135782782,79633.87399588167
2.0,67468.40473203783,5593.188460917054,640457.6703347068
2.0,68152.55196876613,73833.84192563345,367563.74608512
2.0,71687.41245594462,74382.83724919251,57319.40943943357
2.0,73098.31602992579,54587.716666015665,442542.555224869
2.0,73300.88159159035,48483.00558429014,188329.253421285
2.0,76546.304527182,23398.10857785375,59469.76872529104
2.0,76892.28214834978,35052.931416995125,147965.16386812762
2.0,81321.8036741912,36680.357520200385,57791.90758785857
3.0,849.3134362476584,81149.75329918634,304028.5405941076
3.0,4091.883950738428,75520.63951236075,53106.114738538585
3.0,4515.031383874595,28179.278071975277,71760.16961831662
3.0,4941.578677630456,73713.4068801614,48256.93054316317
3.0,6308.505643822224,41100.51924888358,79737.05681746708
3.0,9588.961894483511,25232.167667826256,60091.019161768825
3.0,9870.80463788052,74901.38219324478,45488.11236644304
3.0,14178.476074205284,52208.88036693701,43083.427322503834
3.0,14681.715553609294,64974.490818849335,194343.4592297278
3.0,14895.729124204507,71289.42241175118,342022.86072694615
3.0,17295.82684684919,46534.41418202292,113666.4225182735
3.0,17805.41541672555,69073.67323829752,178432.73822642784
3.0,17847.750781359297,78124.18818261186,1.4313109628363019E7
3.0,19379.149362691274,39629.14552446822,108756.11448059829
3.0,19740.787265945724,2370.9807647615,62486.620297444046
3.0,21908.610112041402,47056.36426402114,61486.856315994344
3.0,23350.12512488013,47888.52332791633,57975.71650605657
3.0,23880.646383623713,80045.20110795765,49398.6350300389
3.0,27007.49384058477,48255.34191350053,39959.63112164458
3.0,28615.889202396902,59538.67035297314,61953.49355316416
3.0,30548.489434784024,53546.62012067349,213505.08016857793
3.0,31258.651608771353,47088.44538636419,50242.18770442402
3.0,32591.121856300633,65304.55590998896,69146.95867492947
3.0,32538.717882377834,66645.00242548136,41886.379499273666
3.0,33263.663955532626,2915.609403195926,55798.36638617964
3.0,33460.45754916329,53743.40442734269,40650.73005606412
3.0,34172.63447139399,43860.92150601278,93416.31520277965
3.0,34247.61448150316,77820.872533619,44830.13194156888
3.0,35223.234126824755,44735.92508777664,1938434.0811637947
3.0,37133.43248081445,39371.2752896199,119063.01929177518
3.0,37181.11235820043,43120.3329786283,34783.93194085322
3.0,38597.52970066707,58171.09735872227,152088.1556267392
3.0,40099.58885959317,6637.999437659017,144062.27829040753
3.0,41792.41709271492,19286.1114689594,138295.55071457496
3.0,41911.442351080455,31127.746297902737,68325.77074342428
3.0,42248.04099742816,23288.122483933144,118290.84658582057
3.0,42434.92886289506,60268.56170659123,496210.9576374232
3.0,42580.264962428475,59201.89673540647,48282.14799374666
3.0,46860.98873516454,55575.411348682836,6737826.513599443
3.0,47330.43808960116,46795.78567981982,73044.99094491705
3.0,47475.39125944013,39622.72712058875,50811.852566548616
3.0,47465.63641405966,45132.66515011999,178852.4955505107
3.0,47825.858016251026,26363.20670186235,47192.752239244364
3.0,48350.65670824416,29912.884824535522,77319.6263938802
3.0,49378.13843981718,47574.71072660524,56870.53353438767
3.0,51296.86739424363,79054.16028070108,87960.55001343263
3.0,52625.589521134105,58889.14782862467,67222.80329504007
3.0,54328.61734399071,58191.245785647676,49587.99634785988
