frame,x [nm],y [nm],intensity [photon]
1,777.6358436,54046.008,283.0845969
1,2032.855942,80678.83303,273.1337977
1,2419.128553,47216.74575,607.6666554
1,2901.587873,66388.74196,1882.067976
1,2982.420314,4814.179537,982.2991345
1,3294.965268,22423.17936,290.446547
1,4905.784377,78014.37153,271.7536754
1,5667.1189,7095.865699,276.7463491
1,6900.076998,19430.49007,899.5093591
1,8160.327814,39760.96385,312.3763093
1,8381.842474,54388.21731,853.4663034
1,8505.387518,1523.928473,304.5395399
1,9093.040089,52850.48248,289.4766729
1,10167.62926,27090.89506,1251.727429
1,11034.20603,55497.09023,659.7061542
1,11684.26928,80792.29753,435.8326381
1,12012.8805,5509.806379,550.482189
1,13891.78592,41652.23058,804.4919131
1,14117.17682,65442.93025,375.4111699
1,14731.91541,50811.73356,598.78102
1,15185.70719,26687.96616,287.3562043
1,15313.59429,62125.49088,334.8348727
1,16351.41932,74485.25015,789.3542324
1,17075.44129,18935.35586,656.5443077
1,18650.17403,37593.40725,808.7079675
1,19121.43275,41186.72293,2515.487769
1,19412.92311,49843.52263,1437.226821
1,20097.33235,19314.54299,421.4002011
1,21109.99523,54866.25138,286.8770778
1,21236.81188,13083.57093,696.7857537
1,21647.1129,31720.60208,925.4790429
1,22227.36151,23909.65911,837.7402382
1,22416.02523,1958.194296,678.368858
1,22637.31761,42330.2017,438.7347609
1,22943.62126,35376.45171,260.1785258
1,23019.07429,50912.99832,678.7305141
1,23943.39445,6909.569961,531.46373
1,24145.79573,61917.51167,569.12514
1,24885.44612,55673.15961,1173.336965
1,25028.84439,48340.22845,273.9119453
1,25282.70067,72071.04324,1392.72891
1,26134.79171,58359.19328,2555.369068
1,26341.07738,45440.0787,502.4534604
1,27088.48682,63446.05038,641.4404331
1,27626.25901,24282.89474,268.8723632
1,28328.67658,49802.01855,1208.383255
1,28412.84096,3453.334686,247.2895566
1,28911.35518,47042.04487,304.4273291
1,29664.45062,58125.44959,617.6484911
1,30603.72978,57431.60566,722.5585599
1,30970.53528,41874.01566,959.4977255
1,31076.27787,7744.842692,684.2724201
1,31574.47299,52940.71419,659.3897006
1,32349.04699,27781.65411,210.8137698
1,33163.63479,24239.67151,310.626956
1,33433.7319,37586.46952,301.7051476
1,33721.35403,66725.69226,296.4191195
1,34987.88103,18402.80974,721.9419795
1,35066.12504,66804.19044,992.3322394
1,35148.68554,49524.11056,412.9812486
1,35400.09911,13568.92905,1476.738697
1,36411.88167,15746.43407,563.4615803
1,36463.69789,44332.64305,2798.351378
1,36956.84735,45814.55732,223.8775048
1,37030.77225,69524.38653,1278.17205
1,37903.58948,41039.52272,212.1376091
1,38418.73122,33558.37324,262.4133206
1,39290.37374,76467.33926,279.9297677
1,39714.73209,41087.38026,281.9688013
1,39920.41902,35408.90644,344.1047586
1,40293.8981,16225.26571,295.221042
1,40677.38817,55327.19874,848.3803716
1,41586.28662,46336.66406,2122.163005
1,41623.16296,55765.58437,649.1185893
1,41775.82137,25250.6599,3852.124059
1,42136.0566,78811.15745,3092.974991
1,43057.48544,18821.51234,1449.6698
1,43693.18959,42299.12431,1088.439967
1,44667.43515,47484.4783,12851.89009
1,45061.56833,71943.43782,294.9794206
1,45318.22564,32991.23896,526.7975985
1,46162.86571,13883.80683,398.7479326
1,46067.12391,63096.39239,2145.424506
1,46684.44345,35681.32896,664.8773209
1,46627.2448,39861.51374,2997.906025
1,47614.16871,60466.79001,396.8914484
1,47621.12974,54416.35656,252.9239676
1,47672.05298,61831.13539,1209.980822
1,49154.39966,56933.05472,750.5643521
1,50367.66035,38337.3105,518.5516462
1,50591.33207,11163.65396,628.2934862
1,50922.56522,15067.49376,1040.526589
1,51463.95261,56216.9066,2447.265209
1,51827.70804,54230.05199,1000.72962
1,52488.6236,533.9192108,1215.952672
1,52822.0578,38094.12976,505.5695345
1,53052.93688,12561.7332,353.614291
1,53434.34989,70036.09755,647.7912644
1,53791.38894,61278.12168,307.140053
1,53809.49449,79588.30172,244.1117048
1,54353.62774,27772.59026,1929.839063
1,55164.16164,19135.40212,966.2929398
1,55077.16169,65102.869,455.1533911
1,55456.78732,71934.24326,385.0041607
1,57387.74756,75391.24729,299.8082019
1,58556.2365,52299.61959,593.4055538
1,58420.51233,62932.92656,207.6182963
1,59171.96661,17825.47014,1547.897175
1,59216.06547,8312.517537,315.2064526
1,59517.5755,54251.62117,299.2134037
1,60135.91834,46706.31964,246.2487026
1,62049.09585,2029.69681,908.0455363
1,62387.72943,70326.02379,731.858503
1,62860.71925,14327.8373,203.9666242
1,62887.19324,47453.64827,1380.974017
1,63085.65722,562.7238596,357.363249
1,63181.32561,51098.87198,649.595858
1,63190.6936,28670.68272,315.5009065
1,63399.53201,23722.08836,1750.890626
1,63998.59432,51114.05772,978.0808659
1,64646.02473,34864.37972,422.9126251
1,64992.19539,47683.6439,367.4541815
1,65079.9397,79885.96936,505.1660024
1,65754.72294,46125.85475,220.8724123
1,65900.82894,47531.08685,565.6183694
1,65998.42303,50856.04216,235.8822799
1,66400.86557,69819.11021,311.1636843
1,67885.66879,79395.86955,1060.304944
1,68924.02598,23190.71411,332.4092916
1,68824.09829,80345.99013,905.0036309
1,69344.29014,27032.93737,265.233217
1,69390.89372,49046.69355,481.4053909
1,69730.0394,10888.71237,1673.252913
1,70846.99667,37529.33868,666.5713126
1,71817.20416,57772.76233,1248.376119
1,72730.1208,8099.796192,869.419588
1,72812.8698,47904.25102,1137.219053
1,73044.62935,48910.14686,800.9144857
1,73234.02132,4525.930908,866.3945205
1,73299.86385,74232.24553,732.7522711
1,73717.98046,73219.43713,991.7470506
1,73991.40288,29378.87335,505.2696657
1,74245.97764,77123.72999,428.2825302
1,75103.45493,50338.52693,776.5411443
1,77243.9364,68581.37163,328.06211
1,77658.71652,78920.91635,419.7962518
1,77998.26437,24533.47889,1344.150162
1,79165.75733,56593.19127,229.8849923
1,80074.58726,46761.61324,241.4765547
1,81292.28713,64790.53952,213.0242929
1,81327.6952,31167.24906,7336.894663
1,81237.0361,36904.02609,44970.85815
1,81353.42475,42131.68194,33727.79091
1,81303.42656,53994.54369,54075.1805
1,81341.69879,71624.80476,34801.12926
2,652.2946033,54191.55931,317.7683928
2,1972.015787,67177.411,212.9614202
2,2391.876305,34172.16435,216.7581382
2,2567.929499,47254.37286,398.4966764
2,2999.122381,15612.75752,287.9339189
2,3044.353849,4714.157714,800.49855
2,3635.437908,65713.92098,454.4156957
2,6957.621134,19369.90154,508.3158816
2,8116.587872,39684.16741,859.3902545
2,10917.96238,67666.06476,276.0641187
2,12083.61893,5437.143234,582.3992309
2,12044.39616,36820.87699,458.5506006
2,13647.95708,47322.64302,222.76384
2,13911.48431,41597.19045,661.6141593
2,14785.47789,50667.39099,1405.300168
2,15349.33233,62038.54943,584.4110165
2,16393.33907,74419.02353,561.094211
2,16686.52618,46608.27576,23476.58975
2,17499.28309,8509.672238,294.4674031
2,17650.03765,54764.41361,240.909501
2,17798.03555,42881.50212,287.1659992
2,18671.75037,37563.1734,946.598171
2,19474.06796,49791.81789,1522.969278
2,19735.66849,59088.8767,51607.54352
2,20218.38878,19150.87231,724.9165497
2,20909.60609,7242.030249,616.355871
2,20889.5722,46742.36599,461.0474586
2,20992.13205,24851.4917,658.9046398
2,21183.46368,33062.41805,225.9975681
2,21374.76307,13114.19244,359.1975727
2,21664.21576,31629.41319,1600.768528
2,22008.65134,47766.4417,208.2504057
2,22308.76191,23756.43043,379.618323
2,22468.44132,1900.414774,449.4674664
2,22425.13227,69033.72869,296.1847896
2,24079.78511,6921.361556,491.5864219
2,24932.78344,55639.43602,1654.619552
2,25274.02602,72049.67815,848.2857244
2,26161.20862,58268.41165,824.5383552
2,27208.06436,63442.5243,540.5049163
2,27285.43155,57837.70756,353.2960217
2,27623.99421,31969.93892,489.0561307
2,28039.51472,33668.44951,311.3218327
2,28126.46193,48325.52795,462.7745637
2,28329.12788,49665.0315,221.8673588
2,29116.5084,56430.32988,856.6986368
2,29279.43517,53040.86756,443.2814904
2,29632.71277,48300.67028,445.8762662
2,29833.39695,49944.03424,706.7690895
2,30639.53797,57407.32735,569.0160875
2,30586.18916,68081.2379,315.649419
2,31491.02994,81083.90658,337.6686479
2,31565.36732,40780.97328,359.1680851
2,31592.61501,52888.2656,380.4994952
2,31577.78077,63316.0843,1483.957187
2,31987.21328,42131.32162,508.3684723
2,32332.84958,49612.48522,292.129876
2,33028.28786,28617.60512,221.2879548
2,33163.83505,45002.02831,902.7250498
2,33327.73063,23597.67984,257.4989328
2,33504.681,64159.48569,340.9547786
2,33780.39505,33805.18974,437.9017432
2,33655.2951,73979.34326,604.9171516
2,34368.35215,52935.94264,288.5017491
2,34774.23408,41907.26539,3142.5436
2,34936.3698,18362.67565,720.6626663
2,34977.7995,49582.22076,255.1971731
2,35422.12569,13491.40307,752.0952333
2,36486.75876,15697.01181,633.3545822
2,36482.73091,44292.49527,2994.595578
2,37224.84754,69425.23274,478.6766508
2,37574.17142,55647.91559,577.7838403
2,37654.43542,44753.84418,294.6809465
2,38111.70334,49859.12566,387.8877721
2,38788.56489,15907.26018,342.1872631
2,40903.343,36915.66838,2465.760458
2,41635.46862,46273.29111,2169.583652
2,41643.30585,55733.55245,666.3846689
2,42642.05889,5476.648013,389.0872383
2,42757.03138,32305.95847,492.1930906
2,43090.33525,18754.64319,1276.097326
2,43431.74742,576.2375571,3048.66982
2,43731.18709,56187.25684,733.232388
2,45442.71876,50909.39784,559.4299893
2,45803.98967,38662.50968,5931.724671
2,46210.65129,52826.19461,551.9490671
2,46670.17677,39793.37567,2511.024232
2,46821.97654,35690.02731,1005.20874
2,47720.02605,61806.99842,1241.375994
2,48854.33857,56763.56941,285.8772406
2,49907.3497,12615.04617,762.3615422
2,50066.45492,42421.28687,349.5006593
2,50507.08551,20530.39607,495.137656
2,50649.10621,11071.23198,756.0500785
2,50657.18192,58916.87696,416.4025805
2,51489.8308,56156.13728,1973.039504
2,51885.38811,35542.54987,400.2014387
2,51874.61678,54178.0201,1022.677929
2,51953.19786,61842.77203,272.6187712
2,52150.55905,12877.90123,612.8881245
2,52200.06775,64882.18727,239.0131322
2,52581.97453,489.2523644,650.3857891
2,52992.99689,12503.75432,305.3714416
2,52975.19946,38049.01712,693.9430665
2,53249.91506,41451.50229,766.8716704
2,53348.09705,62285.2559,286.4495029
2,53972.94476,59067.92113,272.6827264
2,54141.3257,47086.65105,615.0839913
2,55224.55352,19102.78896,1229.764211
2,55562.18469,71915.08028,667.9286261
2,56074.01224,7851.382237,852.8359651
2,56084.51032,52925.83954,223.94335
2,57248.25768,58053.87573,949.1261683
2,58169.25616,45038.66407,315.0920409
2,58613.81569,52243.02782,904.6362037
2,58811.0879,35132.18425,320.1359177
2,60230.52462,46711.15785,466.0201768
2,62050.5416,34087.15306,359.3040196
2,62070.54678,1969.625736,1209.3998
2,62344.39755,70281.77838,720.802641
2,62920.85331,41314.78737,326.1402858
