frame,x,y,label,DBSCAN,HDBSCAN
39,34989.56325389676,-23761.881915367456,0,0,9
40,34985.17736881936,-23733.250968056756,0,0,9
40,34955.79689727917,-23759.594601271263,0,0,9
40,34988.23794899564,-23746.29578406281,0,0,9
40,35011.91394134866,-23781.64905808673,0,0,9
40,34967.42917207947,-23754.84045324715,0,0,9
40,35004.65727690422,-23759.05270453634,0,0,9
40,34989.67870588989,-23754.314543712724,0,0,9
40,34991.706630494395,-23744.52258218714,0,0,9
40,35007.56670752666,-23759.89304068124,0,0,9
40,34994.04631523448,-23727.368168009223,0,0,9
40,34965.958848979186,-23735.77524901799,0,0,9
40,34987.34925994912,-23756.132939229374,0,0,9
40,34996.8026339775,-23731.4828050288,0,0,9
40,35000.46480884473,-23731.63606095256,0,0,9
40,35023.819091723795,-23750.88776084242,0,0,9
40,34977.80348823855,-23749.57536240284,0,0,9
40,35005.63793663759,-23777.970527592544,0,0,9
40,34967.974226943705,-23745.884426567787,0,0,9
40,34980.919023752875,-23759.91995235208,0,0,9
40,35003.10286400454,-23758.36584397427,0,0,9
40,34982.762422153835,-23733.91114373402,0,0,9
40,34985.588864808546,-23721.99072912358,0,0,9
40,34995.785128029056,-23807.496844183697,0,0,9
40,35017.33017823455,-23786.452463750466,0,0,9
40,34993.69479310454,-23761.3667016072,0,0,9
40,35009.53813922719,-23777.811060720105,0,0,9
40,34984.92654131895,-23755.55051343516,0,0,9
40,34990.62163913244,-23785.840458784864,0,0,9
40,35009.81827835446,-23693.929219704005,0,0,9
41,34974.757012271635,-23774.92428071834,0,0,9
41,35004.60172261681,-23832.671740118447,0,0,9
41,35053.34698307153,-23760.564480184377,0,0,9
41,35094.81717545801,-23831.815560963954,0,0,9
41,34900.02742175772,-23770.84111700205,0,0,9
41,34942.104524490256,-23766.10779319218,0,0,9
41,35049.35871012939,-23811.93435950928,0,0,9
41,34949.94648172671,-23726.478074130257,0,0,9
41,34981.37244637119,-23808.506524511267,0,0,9
41,35040.90880631028,-23725.486151258137,0,0,9
41,35069.00624541622,-23827.794981137584,0,0,9
