frame,x,y,label,DBSCAN,HDBSCAN
52,-24326.61472340971,-32270.13854342057,0,0,6
53,-24289.332117093498,-32276.154829525385,0,0,6
53,-24340.28471484067,-32281.106653766637,0,0,6
53,-24311.477152119867,-32272.75377801493,0,0,6
53,-24331.74797120042,-32246.845242037696,0,0,6
53,-24358.85777537985,-32290.27101713988,0,0,6
54,-24421.89694366876,-32251.41292082092,0,0,6
54,-24224.63328137844,-32263.67439709277,0,0,6
54,-24418.40210029824,-32308.064777703174,0,0,6
54,-24292.78944734556,-32223.246937247324,0,0,6
54,-24315.06349544459,-32323.22112665066,0,0,6
54,-24445.575608636136,-32266.01186460656,0,0,6
54,-24443.503700280024,-32372.943309839564,0,0,6
54,-24384.38508811941,-32265.79924823045,0,0,6
54,-24457.575611397257,-32269.971384291734,0,0,6
54,-24320.214212856037,-32255.06551538079,0,0,6
54,-24369.92848949172,-32316.662912940927,0,0,6
54,-24393.01095983946,-32310.39815143424,0,0,6
54,-24269.97530802629,-32276.86296662332,0,0,6
54,-24356.05920722378,-32293.05033091777,0,0,6
54,-24290.547002657924,-32280.01298852164,0,0,6
54,-24354.107717434144,-32267.94897976512,0,0,6
54,-24314.99526969251,-32296.825313525394,0,0,6
54,-24328.01312359358,-32322.94947505725,0,0,6
54,-24301.276373177207,-32241.25214609972,0,0,6
54,-24333.05034869909,-32237.57900599924,0,0,6
54,-24405.24508792368,-32337.47447406085,0,0,6
56,-24300.776958072514,-32406.460320866605,0,0,6
56,-24339.83340214228,-32318.684707528308,0,0,6
56,-24270.380991784223,-32352.244678535146,0,0,6
56,-24425.51472562892,-32234.9010110692,0,0,6
56,-24168.45315618405,-32265.60975904369,0,0,6
56,-24266.97830770487,-32311.74849820358,0,0,6
56,-24345.609255818577,-32225.60310019729,0,0,6
56,-24323.43922792764,-32353.862795225094,0,0,6
56,-24611.539271755653,-32362.152867384884,0,0,6
56,-24353.603132057728,-32236.61123829504,0,0,6
56,-24313.401523944405,-32409.344679805818,0,0,6
57,-24374.660651099603,-32157.404462499733,0,0,6
57,-24592.522461720127,-32116.67776190098,0,0,6
57,-24519.52119932044,-32088.04218035729,0,0,6
57,-24394.22095370149,-32285.442424788387,0,0,6
57,-24422.78603827828,-32251.99963779907,0,0,6
57,-24383.897512670283,-32123.16273087532,0,0,6
57,-24343.81993643621,-32360.246119433665,0,0,6
58,-24351.84776730324,-31982.732022202883,0,0,6
58,-24060.282532244237,-32076.792714144445,0,0,6
58,-24375.34998365696,-32125.36718639787,0,0,6
58,-24256.57564713633,-32509.82532593232,0,0,6
58,-23925.837307272428,-32028.885838703816,0,0,6
58,-24202.8566069468,-32220.47587154948,0,0,6
59,-23666.10671622123,-32046.101425441764,0,0,6
60,-24462.845182928424,-32611.64626267096,0,0,6
60,-23980.14562518732,-32121.626815693304,0,0,6
60,-24153.413756452333,-32053.167578117525,0,0,6
60,-23906.549369967885,-32135.162801762806,0,0,6
60,-24384.10693407809,-32069.918329110304,0,0,6
61,-23389.61477897109,-32083.69397488849,0,0,6
61,-24368.59103193449,-32082.41683147567,0,0,6
61,-24578.95210740769,-32192.21299306976,0,0,6
61,-24330.52091642141,-32306.97423515069,0,0,6
61,-23884.94935111353,-31998.516562165707,0,0,6
61,-24500.14625559485,-32081.64147719964,0,0,6
62,-24358.86055398864,-32483.201156971176,0,0,6
62,-24276.979337487697,-32332.508643272828,0,0,6
62,-24501.90051440938,-32713.25659150768,0,0,6
62,-24294.74967924503,-31922.43155130147,0,0,6
62,-23965.921654550875,-32112.4591940093,0,0,6
62,-24469.29278680414,-32274.32379187058,0,0,6
62,-24043.541718183795,-32875.77595613827,0,0,6
62,-24862.370227054565,-32609.64235576236,0,0,6
62,-24330.9936080339,-32213.086984064903,0,0,6
63,-24428.0522896646,-32218.159223949588,0,0,6
63,-23906.867113590844,-32456.344436851297,0,0,6
63,-24110.495474270963,-32443.838483010957,0,0,6
63,-24667.723111840005,-32409.05839471795,0,0,6
63,-23972.258196300103,-32225.92690596484,0,0,6
63,-24971.356744516965,-31665.86966204688,0,0,6
63,-24512.111529471003,-31818.85292240908,0,0,6
63,-24133.23777221282,-32480.84619207243,0,0,6
63,-24564.817411325635,-32018.57282551293,0,0,6
64,-24438.389879177616,-32137.26081907453,0,0,6
64,-24406.43724363821,-32549.734955980835,0,0,6
64,-24261.09962549086,-32113.85887762221,0,0,6
64,-24566.544253128683,-32395.536959883328,0,0,6
64,-24438.48402557936,-32204.11220707343,0,0,6
64,-24206.49549617788,-32194.443673542653,0,0,6
64,-24491.68081265244,-32154.69818448803,0,0,6
64,-25078.50741454575,-32478.1255527504,0,0,6
64,-24521.259984201974,-32311.45723218385,0,0,6
64,-24842.16830700619,-32135.81763721833,0,0,6
64,-24188.846417994868,-31948.17108110118,0,0,6
64,-23511.82103834321,-32552.622678523217,0,0,6
64,-24720.272909539384,-31566.78993773545,0,0,6
64,-24444.084910075668,-31946.66702307521,0,0,6
64,-24272.207355530318,-32225.52270345272,0,0,6
64,-24568.94934132025,-32097.681624551948,0,0,6
64,-24305.33636579362,-31992.9618471552,0,0,6
66,-24464.52939337978,-32143.601869461967,0,0,6
66,-24189.344679272574,-33327.40711594404,0,0,6
66,-24259.763480498452,-32063.782697181385,0,0,6
66,-24810.3544784712,-31492.328716631742,0,0,6
66,-24201.9273471078,-32343.190706459834,0,0,6
66,-24574.047840875563,-32113.248597688915,0,0,6
66,-24929.418010255373,-32154.316333975527,0,0,6
66,-23911.652707431836,-32162.56920117915,0,0,6
66,-24407.792849287667,-31757.664633019725,0,0,6
66,-24324.473926922616,-32116.93319902604,0,0,6
66,-24623.280205555,-32200.651674393725,0,0,6
66,-24085.17828077749,-31855.92921050568,0,0,6
66,-24011.90107555528,-32835.67492058248,0,0,6
66,-24476.12194580948,-31808.827910276294,0,0,6
66,-23682.34538359205,-32601.164599227308,0,0,6
66,-24722.08516598752,-31867.031208966902,0,0,6
66,-23736.42331628512,-32384.104951658617,0,0,6
66,-24534.67218151088,-32262.925382082885,0,0,6
66,-25011.177287271577,-32754.334269868665,0,0,6
66,-24420.265214305688,-32453.39635963348,0,0,6
66,-24025.56660598353,-32893.100898618046,0,0,6
66,-24264.84853590953,-32280.907949905377,0,0,6
66,-24264.25829972594,-32921.700158287604,0,0,6
66,-24506.64012313167,-32907.01187115541,0,0,6
67,-23932.660300804386,-31945.61624747407,0,0,6
67,-25146.852774386218,-32187.25516226497,0,0,6
68,-24838.3018588378,-33041.84038150423,0,0,6
68,-24104.91478656937,-32803.233543409384,0,0,6
68,-24487.073476662765,-32268.90242762952,0,0,6
68,-23643.56182572534,-32518.795771799643,0,0,6
68,-24897.301390073048,-32320.765160557738,0,0,6
68,-24301.06655470722,-31920.02380941366,0,0,6
