frame,x,y,label,DBSCAN,HDBSCAN
10,-17704.03222882851,-39796.09648578251,0,0,5
11,-17691.393299768155,-39816.730478532,0,0,5
11,-17692.953104109114,-39791.14207750544,0,0,5
11,-17681.26366433772,-39768.056383142095,0,0,5
11,-17713.068114952577,-39807.64554904376,0,0,5
11,-17705.203775665923,-39776.11132807072,0,0,5
11,-17713.422505164006,-39797.302291482825,0,0,5
11,-17700.271407571436,-39789.74731407477,0,0,5
11,-17695.894738919018,-39774.407057100565,0,0,5
11,-17691.470017345036,-39814.250795531785,0,0,5
11,-17723.952149826247,-39774.99450617131,0,0,5
11,-17704.291306068128,-39835.34841965205,0,0,5
11,-17688.7150409102,-39809.83842192305,0,0,5
11,-17715.84476831271,-39777.17694451686,0,0,5
11,-17710.074414806957,-39806.05426867093,0,0,5
11,-17715.489139144618,-39823.8479594054,0,0,5
11,-17709.0487825575,-39780.89181927286,0,0,5
11,-17699.89627777379,-39798.64655180735,0,0,5
11,-17724.043335107202,-39811.09353386222,0,0,5
11,-17696.012476150005,-39761.68303993456,0,0,5
12,-17772.946619509454,-39773.95514045942,0,0,5
12,-17727.691447639776,-39772.70405496792,0,0,5
12,-17733.354364038274,-39829.5715808557,0,0,5
12,-17677.72393837328,-39799.791863679966,0,0,5
12,-17651.36009253057,-39841.55858067423,0,0,5
12,-17722.171348057986,-39705.429570625165,0,0,5
12,-17693.60252995805,-39779.11142775432,0,0,5
12,-17722.854541286724,-39811.21070341098,0,0,5
12,-17782.205437856843,-39734.577932576765,0,0,5
12,-17707.40487348395,-39764.402109533214,0,0,5
12,-17686.466595261736,-39770.151031500536,0,0,5
12,-17696.47751737673,-39772.66764576068,0,0,5
12,-17729.369484836236,-39743.307306227776,0,0,5
12,-17771.484602208064,-39862.15294740027,0,0,5
12,-17720.223139057547,-39804.86581214804,0,0,5
13,-17647.362630496325,-39863.29750927393,0,0,5
13,-17747.153107153445,-39767.853562682736,0,0,5
13,-17735.50272928977,-39707.5351073811,0,0,5
13,-17733.957778171665,-39861.28235762379,0,0,5
13,-17563.666190832733,-39867.56442707531,0,0,5
13,-17644.22887546603,-39932.4709589106,0,0,5
13,-17757.604069468252,-39797.86131194855,0,0,5
13,-17697.796077734798,-39768.29987502051,0,0,5
13,-17850.966171192387,-39736.32432494807,0,0,5
13,-17663.769142881978,-39838.37924974667,0,0,5
13,-17731.312127064397,-39809.74347218697,0,0,5
13,-17731.71953937866,-39762.04802072624,0,0,5
13,-17664.29339670522,-39888.34094845325,0,0,5
13,-17675.655081375455,-39793.75042726022,0,0,5
13,-17712.785779261056,-39715.78714684148,0,0,5
13,-17748.30617058952,-39758.45200207584,0,0,5
13,-17614.97673775028,-39787.167200253,0,0,5
13,-17741.946312827684,-39756.00454321315,0,0,5
13,-17723.643168204795,-39733.89650261952,0,0,5
13,-17708.317342283066,-39899.81593687914,0,0,5
13,-17684.730076817577,-39692.20853637056,0,0,5
13,-17735.108094819523,-39751.78772134137,0,0,5
13,-17778.632874108876,-39652.491880128895,0,0,5
14,-17701.007942377324,-39833.72425664108,0,0,5
14,-17757.632767956402,-39916.7900466836,0,0,5
14,-17665.10084922274,-39699.67614830266,0,0,5
14,-17573.07431148953,-39658.43111307163,0,0,5
14,-17584.108959553614,-39668.18008315155,0,0,5
14,-17617.07160957792,-39662.75132234339,0,0,5
14,-17895.57925212923,-39693.94186226038,0,0,5
14,-17878.969100789847,-39662.19426737895,0,0,5
14,-17615.20060133522,-39834.29219204578,0,0,5
14,-17671.503649691433,-39813.11328738843,0,0,5
14,-17611.390580094147,-39775.2461277522,0,0,5
14,-17866.614941843152,-39727.48161741357,0,0,5
14,-17638.71383551798,-39712.55924799962,0,0,5
14,-17783.73216344961,-39969.654137618025,0,0,5
14,-17616.4835341558,-39815.08950042412,0,0,5
14,-17602.806827241413,-39886.55921442722,0,0,5
14,-17655.27076990674,-39776.74329366029,0,0,5
14,-17520.33072153288,-39882.310374693305,0,0,5
14,-17514.528589425947,-39844.50067901236,0,0,5
15,-17786.771094024516,-39879.05776588168,0,0,5
15,-17596.599828510574,-40017.06857998552,0,0,5
15,-17590.51105856833,-39901.1690165422,0,0,5
15,-17949.405876492838,-39749.32338708106,0,0,5
15,-17847.68466644833,-39728.17157941488,0,0,5
15,-17723.21451078765,-39892.81339186035,0,0,5
15,-17753.667350604115,-39635.75329556226,0,0,5
15,-17487.681848889406,-39950.01686445638,0,0,5
15,-17877.98979972947,-39683.66654163042,0,0,5
15,-17880.370143542583,-39803.692156969584,0,0,5
15,-17655.456938738447,-39628.4800172384,0,0,5
15,-17453.565830863623,-39975.09678389643,0,0,5
15,-17669.22449556093,-39863.40373765518,0,0,5
15,-17799.346178689655,-39548.84130734341,0,0,5
15,-17750.91967610939,-39606.69558951126,0,0,5
15,-17856.997481008388,-39743.81887598676,0,0,5
