frame,x,y,label,DBSCAN,HDBSCAN
14,39383.40557801338,27992.499189211565,0,0,2
15,39378.781575910216,28006.564981428477,0,0,2
15,39406.71799949801,28001.254773586275,0,0,2
15,39368.41562066305,28030.964201443487,0,0,2
15,39411.8635696187,27990.26658977607,0,0,2
15,39391.97040887851,27984.636543099037,0,0,2
15,39377.88400046216,27980.70072614417,0,0,2
15,39410.813253761495,27974.49847887204,0,0,2
15,39411.79953722494,28011.78199401296,0,0,2
15,39415.64577882189,28011.44027287475,0,0,2
15,39368.66792290007,28004.29448350773,0,0,2
15,39370.14016677111,27998.101578340164,0,0,2
15,39392.55387208342,27993.97957403838,0,0,2
15,39372.99235816818,27968.135967940296,0,0,2
15,39385.49809513868,28019.49493334659,0,0,2
15,39384.91567830453,27991.81171943117,0,0,2
15,39374.65241346546,28002.825377287056,0,0,2
15,39406.81044133026,27984.3372213194,0,0,2
15,39394.9671924564,27976.491223801502,0,0,2
15,39386.46563901406,27978.377129477907,0,0,2
15,39394.45351022321,28016.60477561318,0,0,2
16,39373.52648779175,27933.45973143466,0,0,2
16,39362.80497388027,27979.238359194347,0,0,2
16,39306.04100610702,27975.07595140719,0,0,2
16,39383.42946899295,27957.67806532426,0,0,2
16,39400.270361970455,27937.18796464274,0,0,2
16,39324.90672250354,27937.72459048318,0,0,2
16,39397.68972452049,27999.686646826158,0,0,2
16,39434.46952329944,28019.67121224149,0,0,2
16,39360.53356332015,28023.54657065113,0,0,2
16,39272.48933831801,27909.65025502172,0,0,2
16,39364.12154660912,27997.795456127104,0,0,2
16,39343.54259852268,28004.07869070106,0,0,2
16,39375.67010062347,27979.52587321316,0,0,2
16,39349.9674682327,27986.349734712083,0,0,2
16,39355.527505908576,27986.45264890865,0,0,2
16,39407.7596939685,28002.400249212835,0,0,2
16,39374.42982536222,28102.213828151554,0,0,2
16,39374.17219950931,28029.854135199574,0,0,2
16,39377.029096978,27983.21280006566,0,0,2
16,39382.45440365245,28025.1343000558,0,0,2
16,39386.02321599421,28058.19938478888,0,0,2
16,39395.39380769978,28032.081555376517,0,0,2
16,39336.38319222643,28057.22626622121,0,0,2
16,39439.07803506475,27993.775097279275,0,0,2
17,39413.40147412392,28017.552291421027,0,0,2
17,39408.28715023387,27993.923295233853,0,0,2
17,39359.813203449165,27994.06748908073,0,0,2
17,39488.418378773335,28026.38459630868,0,0,2
17,39340.13238590317,28071.375838601285,0,0,2
17,39292.62363359811,27962.76616095956,0,0,2
17,39188.67991349975,28053.98312060081,0,0,2
17,39374.83118416885,28000.824369403315,0,0,2
17,39207.869837453145,28086.943103072605,0,0,2
17,39404.66886802501,27876.007385960173,0,0,2
17,39440.388580716426,28129.75163097653,0,0,2
17,39391.77256491406,27995.670586872668,0,0,2
17,39408.1791565824,28129.5294365662,0,0,2
17,39266.79694772964,28014.47302135648,0,0,2
17,39299.73947230695,28088.25846821441,0,0,2
17,39420.18655308122,27976.944265350576,0,0,2
17,39453.51692577329,28018.18538004785,0,0,2
18,39328.8638765465,27938.4506410578,0,0,2
18,39328.19057368581,27934.75870900998,0,0,2
18,39409.33757688706,27939.184610920733,0,0,2
18,39429.201961733466,28032.913074513275,0,0,2
18,39398.26106256316,28037.940086585968,0,0,2
18,39590.84656376136,27958.531081711557,0,0,2
18,39250.47853335639,27826.07629902007,0,0,2
18,39364.96246982705,28120.91180993953,0,0,2
18,39223.11253610012,28018.910211426177,0,0,2
18,39313.78186804716,28022.6442772087,0,0,2
18,39402.704207322575,27951.610410461817,0,0,2
18,39325.79185550622,28102.22732628336,0,0,2
18,39423.08213075322,27996.845473623416,0,0,2
18,39387.43678073532,27966.910145977174,0,0,2
18,39397.1536707892,27912.038587719715,0,0,2
18,39363.4444411195,28018.154380656524,0,0,2
18,39355.15594736843,28164.521068401275,0,0,2
18,39384.36754158698,28108.47121062268,0,0,2
18,39462.11751258125,28130.11556457892,0,0,2
18,39236.52981104205,27967.5445571945,0,0,2
18,39415.56300336821,28083.93408844513,0,0,2
18,39431.68113159402,27884.9074083628,0,0,2
18,39401.6533053944,27915.548872067597,0,0,2
18,39326.77900362789,27966.34360819849,0,0,2
19,39233.28620494042,28159.654644307484,0,0,2
19,39581.20992626031,27892.036996696264,0,0,2
19,39301.97612084599,28101.24268586534,0,0,2
19,39180.80883763885,27898.88424092809,0,0,2
19,39496.22316760416,28037.895564605096,0,0,2
19,39439.214110279005,27999.455017912533,0,0,2
19,39514.59742153231,28204.748730381667,0,0,2
19,39495.27434264706,27986.760999598253,0,0,2
19,39390.16458766042,27881.461013137872,0,0,2
19,39174.81242271827,27980.541307735966,0,0,2
