Unnamed: 0,x,y,frame,label,DBSCAN,HDBSCAN
6719,-2504.9780320536447,26336.42822282556,121.0,-1,-1,-1
6720,-4317.019234387313,-16880.14676777347,108.0,-1,-1,-1
6721,-1835.240250984294,-38797.81218584271,13.0,-1,-1,0
6722,-5999.775089496034,-30463.85155489972,422.0,-1,-1,-1
6723,8378.107101765127,13271.24484158201,312.0,-1,-1,-1
6724,-7360.827395524422,-38430.74628241817,290.0,-1,6,0
6725,-21407.443700291973,-28283.183971932714,71.0,-1,-1,15
6726,-9300.031252695167,9416.12458969198,211.0,-1,-1,-1
6727,20698.13745220725,-22988.568863693432,54.0,-1,-1,-1
6728,13977.495406374195,31916.58701622901,232.0,-1,-1,-1
6729,-115.10472660649975,38565.479170935214,281.0,-1,-1,13
6730,8054.642912711868,-2882.000920419545,116.0,-1,-1,-1
6731,-14554.357843877371,-19428.476176572785,128.0,-1,-1,-1
6732,-12650.156479768835,29369.29034131064,181.0,-1,-1,11
6733,-2186.435265193977,-26337.06290774012,43.0,-1,-1,-1
6734,3047.5682675598077,37290.94698125064,57.0,-1,-1,13
6735,-23272.56530544311,-25671.94594458037,161.0,-1,-1,15
6736,17834.90265517887,-25515.81474450537,29.0,-1,-1,-1
6737,-5700.438276338828,-5015.833658824951,197.0,-1,-1,18
6738,-32223.506751668465,-34611.25900236512,452.0,-1,-1,-1
6739,-17952.861529947244,-6050.195504579999,354.0,-1,5,22
6740,3915.437038185446,-466.26777007130295,473.0,-1,-1,-1
6741,7040.82959881924,26595.071514912648,414.0,-1,-1,-1
6742,-34817.07266916695,-15915.170151497852,179.0,-1,-1,-1
6743,24077.91960017644,-29185.675797465345,389.0,-1,-1,8
6744,37282.49950833824,29243.623924751868,209.0,-1,-1,-1
6745,30413.0913640854,-6500.077290108638,259.0,-1,-1,-1
6746,15639.96398105476,35258.80939433706,446.0,-1,-1,-1
6747,-38556.96443990229,-1502.950639074501,472.0,-1,-1,-1
6748,16396.4318687786,25817.27220217693,243.0,-1,-1,17
6749,-8340.018894971876,24229.05837598993,126.0,-1,-1,-1
6750,-36092.29996757597,31772.528374844813,40.0,-1,-1,5
6751,5371.828644896545,19936.54453183258,320.0,-1,2,17
6752,38033.98224940944,-12014.624992875875,355.0,-1,-1,-1
6753,3267.718341017666,-24334.66072896839,439.0,-1,-1,-1
6754,-34164.6317000495,21429.379977111552,355.0,-1,-1,5
6755,38830.29644140306,-16265.46145434097,383.0,-1,-1,-1
6756,-4594.384649227635,11069.612565841831,152.0,-1,-1,-1
6757,33845.06544412434,26698.31934924559,79.0,-1,-1,-1
6758,-16958.194789801757,1647.9441985034136,323.0,-1,-1,-1
6759,-780.5806050835236,12718.381777908602,235.0,-1,-1,17
6760,-30751.686041869827,39360.76906532164,140.0,-1,-1,-1
6761,-11128.70939813865,-8378.336933581166,21.0,-1,-1,-1
6762,-36196.03306622273,30706.766396305266,403.0,-1,-1,5
6763,-26364.66273335968,-10304.011439145892,482.0,-1,-1,-1
6764,-2048.454756531559,16405.168439479312,283.0,-1,-1,-1
6765,11837.742775820923,4612.322240296133,243.0,-1,-1,17
6766,-25882.191527381587,39692.36176221794,409.0,-1,-1,-1
6767,24123.99701501708,-29716.667208939693,204.0,-1,-1,8
6768,3468.8019913340613,2276.6265013418088,342.0,-1,-1,-1
6769,-8269.478805189658,19815.146677051336,456.0,-1,-1,-1
6770,-8531.096393210024,-10484.734661475024,218.0,-1,8,18
6771,15284.489579288253,37859.488105787634,491.0,-1,-1,17
6772,25629.469982626542,-31937.90810166611,251.0,-1,-1,-1
6773,14939.505137479331,2995.1014586532474,388.0,-1,-1,-1
6774,-37283.29238885442,-7987.9175656755215,52.0,-1,-1,21
6775,-17008.762952332087,5412.625360877071,417.0,-1,-1,-1
6776,-28690.72369113656,-21781.21224988612,122.0,-1,19,-1
6777,29381.68939775416,-22530.005030222143,156.0,-1,-1,-1
6778,27885.97571917868,-6472.973635482245,131.0,-1,-1,3
6779,-28217.421303980183,-11575.268433408211,294.0,-1,-1,-1
6780,15903.849252512366,-37010.75660705647,234.0,-1,-1,-1
6781,-2561.0760625978,35504.55866721527,212.0,-1,-1,13
6782,28699.75204815896,-221.1065343066657,222.0,-1,-1,3
6783,-35715.99318324222,-37094.72552076716,323.0,-1,-1,-1
6784,3544.524022711812,-17590.92431091431,227.0,-1,-1,-1
6785,39750.096073637134,19523.08825352308,46.0,-1,-1,-1
6786,32913.15317838722,-28246.247246447405,401.0,-1,-1,-1
6787,-8295.802580634827,-15068.452913595822,168.0,-1,8,18
6788,-36789.70625272673,13432.724755275893,479.0,-1,-1,-1
6789,19390.48261710757,22625.439571511477,219.0,-1,-1,17
6790,-27191.58514375769,5966.010843962176,355.0,-1,-1,-1
6791,-24907.861338467104,32073.437551816314,410.0,-1,-1,-1
6792,18180.99938195376,-35208.19313210406,358.0,-1,-1,-1
6793,-9626.9709073531,29496.265835992293,202.0,-1,-1,-1
6794,-17300.346280009606,-24948.818305930978,350.0,-1,-1,-1
6795,12959.558184889853,-34082.73428304513,446.0,-1,-1,-1
6796,39086.22635986055,-8382.526000323844,84.0,-1,-1,-1
6797,-3214.671129462294,-12244.734104863946,457.0,-1,-1,-1
6798,9793.113069190396,-17055.16427310947,35.0,-1,-1,-1
6799,-15908.691070870358,21235.108068270303,303.0,-1,-1,-1
6800,-38791.269962854014,8540.670941745266,167.0,-1,-1,-1
6801,37296.68687044564,-31401.56834595552,218.0,-1,-1,-1
6802,-28109.80358598461,-10935.542355588916,409.0,-1,-1,-1
6803,10374.25029708742,-33585.30071666437,440.0,-1,-1,-1
6804,26825.35925637305,-5979.958491070087,19.0,-1,10,3
6805,-29979.87780534535,-32492.517236621225,12.0,-1,-1,-1
6806,30302.81747697899,-11279.449130475845,270.0,-1,-1,-1
6807,-34487.920968254555,-1657.327709783793,97.0,-1,-1,-1
6808,-11667.425864559293,38302.638726781326,261.0,-1,-1,10
6809,-26261.13903078834,466.6226098772313,267.0,-1,-1,-1
6810,15032.428312897646,-3473.131305862,447.0,-1,-1,-1
6811,-6720.012688444956,5313.03233831664,230.0,-1,-1,-1
6812,38915.94139435017,15257.140895891776,442.0,-1,-1,-1
6813,24893.82246378368,12889.837313807904,377.0,-1,-1,-1
6814,35600.05621125111,-39574.579810969095,269.0,-1,-1,-1
6815,-28239.98624881917,-8295.45170524285,9.0,-1,-1,-1
6816,19672.142022860484,16085.644558767592,13.0,-1,-1,-1
6817,12580.4600855318,33345.16704910538,426.0,-1,-1,-1
6818,-15429.233757499484,23945.51415940155,86.0,-1,24,11
6819,-18147.765793039223,-39762.76552595041,415.0,-1,-1,-1
6820,23045.501948121502,-30331.08521363413,444.0,-1,-1,-1
6821,-6825.782488224533,25328.26072330041,333.0,-1,-1,-1
6822,-19248.35455715721,20043.478848061663,139.0,-1,-1,-1
6823,-13453.348415408183,14952.95177047635,383.0,-1,-1,16
6824,1697.034071919792,-23722.655752656887,171.0,-1,-1,8
6825,10573.804148288997,3886.8923178321056,350.0,-1,-1,-1
6826,-7269.82263921621,-20521.27622503658,447.0,-1,-1,-1
6827,-36608.17753716203,-33352.764680484484,105.0,-1,-1,-1
6828,-21696.383268932717,24479.97428833123,293.0,-1,-1,11
6829,-27759.950220950173,25615.01234287281,16.0,-1,-1,-1
6830,-36138.44434985818,-4095.5231996773946,285.0,-1,-1,-1
6831,39663.4607219566,-28769.448932174226,394.0,-1,-1,-1
6832,-11530.61062745433,-14621.226245273472,37.0,-1,-1,-1
6833,35719.37040796217,-6669.425471188275,106.0,-1,-1,-1
6834,24673.0545000256,4658.607417270905,67.0,-1,-1,-1
6835,8960.964233622784,28317.89389565286,44.0,-1,-1,-1
6836,33767.32793651495,22770.640155231704,309.0,-1,-1,-1
6837,19517.85016162246,37092.28092339475,492.0,-1,-1,17
6838,10582.6608489661,15111.080918287576,449.0,-1,2,17
6839,25527.522595553688,29849.08415022955,11.0,-1,-1,-1
6840,-9673.92251624033,-39168.588133324345,442.0,-1,-1,-1
6841,-2320.794398959232,-37985.38650388678,215.0,-1,-1,0
6842,-30458.9386348795,30628.340333925007,133.0,-1,-1,5
6843,-20708.3787230114,26958.01737601917,164.0,-1,-1,11
6844,23571.60252182816,-17772.5704081593,175.0,-1,-1,-1
6845,-7020.161257437459,4337.0705327364485,140.0,-1,-1,-1
6846,35596.55724881268,-33940.54648329506,434.0,-1,-1,-1
6847,8045.186369323055,-2566.3925899469104,159.0,-1,-1,-1
6848,-31599.56350451344,-229.79235093919124,180.0,-1,-1,14
6849,-4684.904679900326,-13904.44693989502,88.0,-1,-1,-1
6850,4219.860806467477,-27182.190391093733,81.0,-1,-1,8
6851,-7278.423258305535,-4561.157037271471,76.0,-1,8,18
6852,-6409.530642083002,-29629.729841682674,215.0,-1,-1,-1
6853,474.854423955745,20622.44257259232,152.0,-1,2,17
6854,-15422.325339208996,-38853.2973386384,108.0,-1,-1,-1
6855,35330.80344360243,-5046.141928460565,225.0,-1,-1,-1
6856,-37200.32984472594,26927.30699157157,18.0,-1,-1,5
6857,7024.662974244631,27478.742759991903,250.0,-1,-1,-1
6858,-29332.65452072642,-14495.438055278162,135.0,-1,18,19
6859,-814.5391930150508,8697.243019926209,267.0,-1,-1,-1
6860,30892.20883973897,-31303.76750666638,74.0,-1,-1,-1
6861,-6187.474718156242,-29897.005421405243,102.0,-1,-1,-1
6862,34662.07395353446,18492.934688158137,65.0,-1,-1,9
6863,-35628.703150961104,19828.025115127573,22.0,-1,-1,5
6864,-26068.00187641294,28312.34149593909,50.0,-1,-1,-1
6865,-830.3547020387923,-2075.04033398012,5.0,-1,-1,-1
6866,4325.158517213393,9755.6546756607,300.0,-1,-1,-1
6867,36750.99455920937,36992.84520292876,362.0,-1,-1,-1
6868,17229.159537331965,-32408.57885490137,117.0,-1,-1,-1
6869,-3262.13532806257,-4078.624241727368,135.0,-1,-1,18
6870,17427.92316600401,-28804.478024879158,272.0,-1,-1,8
6871,-7853.508479958746,23644.85825202628,99.0,-1,-1,-1
6872,4050.505769936928,22993.94181029585,77.0,-1,-1,17
6873,5997.356492738196,32723.57269820702,339.0,-1,-1,13
6874,-9984.052946772865,11236.699111705442,119.0,-1,-1,-1
6875,-24970.396144171296,-29119.778967030783,213.0,-1,-1,15
6876,-20055.929214096705,6980.669119984384,428.0,-1,-1,16
6877,-3465.462365490559,1421.8072529849014,262.0,-1,-1,-1
6878,-8254.974432404455,38935.70006942097,238.0,-1,-1,-1
6879,39571.84405714441,-12494.6778382008,304.0,-1,-1,-1
6880,3318.6904919453955,3977.735121458427,206.0,-1,-1,-1
6881,-26467.88380458628,31442.15773132535,109.0,-1,-1,-1
6882,28472.46881796313,22572.11770029139,479.0,-1,-1,17
6883,7927.99940714558,17921.465555170995,306.0,-1,2,17
6884,2808.925674846796,34498.65556182891,45.0,-1,-1,13
6885,-31312.770709825563,22872.53263120701,420.0,-1,-1,5
6886,-10867.19833395991,-34855.069495127034,492.0,-1,-1,-1
6887,11773.158407833638,-7014.178404858067,149.0,-1,-1,-1
6888,3.947326828121732,4629.157995317109,24.0,-1,-1,-1
6889,-33821.84204219222,-16469.245060422698,30.0,-1,-1,-1
6890,4868.006204604782,-4446.239066780778,482.0,-1,-1,-1
6891,-34295.97191333221,4594.72063393415,237.0,-1,-1,14
6892,29506.89027568762,-16973.377324057627,282.0,-1,-1,7
6893,18324.831883991203,-3729.115031819507,219.0,-1,22,2
6894,-36501.30741421762,-1936.428141543598,400.0,-1,9,-1
6895,8358.346094798588,-3106.200080482268,350.0,-1,-1,-1
6896,30685.042746485444,10355.416308800524,487.0,-1,-1,-1
6897,3938.3057614437785,-19071.338130522778,320.0,-1,-1,-1
6898,35256.91306368778,36922.179521256825,305.0,-1,-1,-1
6899,-13147.032000296693,-6532.827123384421,219.0,-1,-1,-1
6900,-35991.9747759535,-7077.618942341418,378.0,-1,0,21
6901,-2765.434478875948,33810.29047006444,316.0,-1,-1,-1
6902,-4466.06487862474,-16530.28273680415,134.0,-1,-1,-1
6903,4850.052218542471,-22284.771189711315,180.0,-1,-1,8
6904,25309.893599653733,8619.712385571002,6.0,-1,-1,6
6905,1891.926022150976,34775.63804506582,201.0,-1,-1,-1
6906,-14329.809040832712,24912.361136029875,440.0,-1,24,11
6907,-26776.587356592325,-13227.131438972783,44.0,-1,-1,-1
6908,-14625.160066881184,-3648.024656780464,88.0,-1,-1,-1
6909,14924.372324926311,-17561.987390354076,199.0,-1,-1,-1
6910,8265.381766640545,23078.75935238801,40.0,-1,-1,17
6911,35569.664653081854,13824.27712643092,376.0,-1,-1,-1
6912,-26190.55287838523,-11260.075795737415,302.0,-1,-1,-1
6913,8505.437981273382,20794.67646798553,494.0,-1,-1,17
6914,25239.338055413333,30559.993652586403,45.0,-1,-1,-1
6915,-19974.47217610378,-31891.237854376654,270.0,-1,-1,-1
6916,15254.729634049145,21670.82460183672,44.0,-1,-1,-1
6917,26115.651974444874,-28758.69508518541,379.0,-1,-1,8
6918,-8073.382055834274,-20579.5860618308,19.0,-1,-1,-1
6919,19153.634826812515,-14543.106699481294,226.0,-1,-1,-1
6920,-6190.987286837881,36502.78394866784,67.0,-1,-1,-1
6921,30558.584392925768,21798.625346115536,433.0,-1,-1,-1
6922,20409.14301417125,28175.40233018092,0.0,-1,-1,17
6923,18257.140496653366,24020.75226513129,300.0,-1,2,17
6924,-25483.845504863057,-19337.23880225121,5.0,-1,-1,19
6925,-7299.469995079031,26621.626444503607,101.0,-1,-1,-1
6926,12752.823692437254,-31073.738745237937,349.0,-1,-1,-1
6927,-22513.15136937399,-10417.376364427808,448.0,-1,-1,-1
6928,-38119.386011724,39855.62552691293,263.0,-1,-1,-1
6929,-22850.120533201563,18739.811158562712,205.0,-1,-1,-1
6930,16688.655663039302,9828.326525776987,194.0,-1,-1,-1
6931,25945.82891774758,-8019.826594613678,212.0,-1,-1,-1
6932,34018.45063056878,17729.492606080785,351.0,-1,-1,-1
6933,-26676.38155492054,11680.132715183005,222.0,-1,-1,-1
6934,-32744.862396804885,-8691.88798406352,399.0,-1,-1,-1
6935,-26951.643302199787,8810.298404059395,241.0,-1,-1,-1
6936,-23659.613673374843,-5868.893785885492,266.0,-1,-1,-1
6937,37379.87578236987,17485.1594158804,196.0,-1,-1,-1
6938,20431.02983332514,10603.772789197224,199.0,-1,-1,6
6939,3801.9603571858897,7822.515173231855,103.0,-1,-1,-1
6940,-39389.38048098533,11539.60464327479,425.0,-1,-1,-1
6941,31318.324902807217,-25256.26289541364,477.0,-1,-1,7
6942,931.2472446421962,-4955.976307859426,8.0,-1,-1,-1
6943,-37565.45685788952,2730.0761474963583,131.0,-1,-1,-1
6944,-25750.372816396128,-23505.93876065023,424.0,-1,-1,-1
6945,10743.464374564765,1049.934275069143,470.0,-1,-1,-1
6946,30066.91656518444,-29813.297271772917,234.0,-1,-1,-1
6947,25354.539657118374,-10458.348773546715,482.0,-1,-1,-1
6948,-24498.383781250563,-18540.733043860386,113.0,-1,18,19
6949,-15688.47596822735,-6970.031697460414,299.0,-1,-1,-1
6950,-14088.750774864326,33734.128937236004,280.0,-1,-1,-1
6951,38853.28392817808,-23806.0052520094,441.0,-1,-1,-1
6952,28508.358339559,-14624.206731755632,229.0,-1,-1,-1
6953,34253.701284020324,-12853.219022509476,83.0,-1,-1,-1
6954,39747.02441245911,9200.247070467718,115.0,-1,-1,-1
6955,-33077.36290231592,6229.553500633687,365.0,-1,-1,-1
6956,31854.90228069581,-36787.5810835984,86.0,-1,-1,-1
6957,-20669.754790721094,-11002.633723311934,499.0,-1,-1,-1
6958,20154.24246007771,-32415.944123424928,203.0,-1,-1,-1
6959,-5414.303011935845,20527.583807439005,286.0,-1,-1,17
6960,2306.6312543748863,-22792.936812696465,100.0,-1,-1,8
6961,39782.1203106348,24363.36733073597,296.0,-1,-1,-1
6962,15416.63623076446,8095.059836511602,440.0,-1,-1,-1
6963,-12820.246131898655,33922.90830849331,233.0,-1,-1,10
6964,-10092.271427709213,30691.166301724632,212.0,-1,-1,-1
6965,27622.585206598786,-38388.412952257306,452.0,-1,-1,-1
6966,-788.657549236792,6386.056891463471,11.0,-1,-1,-1
6967,10541.063922971089,-9701.661098972814,296.0,-1,-1,-1
6968,-10687.155340755397,30894.221646642796,493.0,-1,-1,10
6969,19937.41478451736,39791.82331914891,88.0,-1,-1,-1
6970,-33239.726534966794,-30668.376886294063,348.0,-1,-1,-1
6971,32247.61965765487,21099.925554008834,209.0,-1,-1,-1
6972,37478.19404756937,-37427.78011090289,385.0,-1,-1,-1
6973,-3768.544941666878,-821.0753258946352,248.0,-1,-1,18
6974,22513.66004635451,30310.572640156417,249.0,-1,-1,-1
6975,-25460.42197687744,-10798.56552158235,15.0,-1,-1,-1
6976,31370.71649094268,23018.735531668677,465.0,-1,-1,-1
6977,-3262.3346325564853,28301.10984546662,213.0,-1,-1,-1
6978,18444.085618998502,-23126.81402880969,255.0,-1,-1,-1
6979,-8725.94964411567,14235.083930969078,146.0,-1,-1,-1
6980,10515.83475197618,27910.149873858754,498.0,-1,-1,17
6981,27637.57092849121,26360.90920339318,313.0,-1,21,17
6982,-25490.68115893201,-4862.787140459652,349.0,-1,-1,-1
6983,7494.828906102964,-31756.86001680587,225.0,-1,-1,-1
6984,25563.55999708391,-4423.756340616579,233.0,-1,-1,3
6985,22477.56621030074,-23390.81651477369,127.0,-1,-1,-1
6986,2751.841707191714,37502.32712246284,64.0,-1,-1,13
6987,4861.6743162543935,-9110.01168801339,224.0,-1,-1,-1
6988,34486.05049838363,-8054.263698925457,440.0,-1,-1,-1
6989,-31456.315230702094,31881.604359679142,181.0,-1,4,5
6990,16773.348645893522,-7960.465522474537,342.0,-1,22,2
6991,-6531.001099801433,21972.485052687764,74.0,-1,-1,-1
6992,37644.39192988,12537.78312437371,421.0,-1,-1,-1
6993,38292.80270901256,31056.373065303924,363.0,-1,-1,-1
6994,-22940.74309708013,14535.105808353896,462.0,-1,-1,-1
6995,-25616.330579888338,-12782.040164752954,348.0,-1,-1,-1
6996,15794.936874205894,-39270.52646054548,107.0,-1,-1,-1
6997,-1986.238662659744,-18891.137375852835,410.0,-1,-1,-1
6998,-12780.940786206836,-12554.030123581822,26.0,-1,-1,-1
6999,-34279.78526432082,25568.497239097225,15.0,-1,-1,-1
7000,-14835.183530093756,16936.273679862024,69.0,-1,-1,-1
7001,14555.651141093804,34089.003515513454,223.0,-1,-1,-1
7002,-37084.23837098933,-22124.996473413063,495.0,-1,-1,-1
7003,-15612.492856917168,17317.4511978433,431.0,-1,-1,-1
7004,39737.65081756134,-9791.04529142554,110.0,-1,-1,-1
7005,32579.673089538177,-36834.12988182014,342.0,-1,-1,-1
7006,10837.046965919806,39182.56521805971,326.0,-1,-1,-1
7007,-10012.868407322352,18267.97985726037,231.0,-1,-1,-1
7008,25763.15330129853,-31685.515139720595,337.0,-1,-1,-1
7009,-33536.76683892366,-19871.65175903452,393.0,-1,-1,-1
7010,23995.82466976729,11081.850600578,44.0,-1,-1,-1
7011,37961.72275694648,-17443.354981912948,1.0,-1,-1,-1
7012,-38454.687769965545,-20630.82161848282,391.0,-1,-1,12
7013,18204.14742300992,37036.27510942002,150.0,-1,-1,-1
7014,31353.94133249554,-16751.559195328526,102.0,-1,-1,7
7015,-4656.088861377371,24796.33728583611,89.0,-1,-1,-1
7016,7000.720375370831,-32334.339356240383,32.0,-1,-1,-1
7017,-1799.1732679844936,38936.5967609237,302.0,-1,-1,-1
7018,-25084.4610943667,10301.174359746205,154.0,-1,-1,-1
7019,238.5638520957145,32692.930052397453,222.0,-1,-1,-1
7020,-13842.70146859384,12303.19928277847,454.0,-1,-1,-1
7021,-1937.7926059949527,25110.43488091694,225.0,-1,-1,-1
7022,-26058.17621599343,37862.77805875207,421.0,-1,-1,-1
7023,-21707.566490319943,22648.753468457617,145.0,-1,-1,-1
7024,-6186.507211740165,-21430.958992145584,64.0,-1,-1,-1
7025,-9097.835469829522,17669.191251776312,334.0,-1,-1,-1
7026,19153.31720281693,23658.238710068566,131.0,-1,-1,17
7027,27009.242575056476,-4850.28105319399,53.0,-1,10,3
7028,25488.80686663583,10893.833629432993,150.0,-1,-1,-1
7029,-34064.14701572391,-17196.287828994493,90.0,-1,-1,-1
7030,-34772.20886182042,-16538.83111388767,447.0,-1,-1,-1
7031,13277.424568154973,34459.07278801425,359.0,-1,-1,-1
7032,16696.921096946353,-13147.512636235231,255.0,-1,-1,-1
7033,-28818.229605441677,-19632.036771691288,46.0,-1,-1,-1
7034,-29300.23564997308,10685.118917800604,386.0,-1,-1,-1
7035,22454.205774910384,28586.431152854653,379.0,-1,-1,17
7036,-11245.189248431452,-26642.827278277025,226.0,-1,-1,-1
7037,30058.009129924558,-36523.641918896814,101.0,-1,-1,-1
7038,1840.077967960504,22174.590193267133,57.0,-1,-1,17
7039,11551.6125266441,23723.66934362903,220.0,-1,2,17
7040,-21017.409352094262,15920.740859584148,23.0,-1,-1,-1
7041,5989.679353014129,28241.654006792145,477.0,-1,-1,-1
7042,29692.140065998377,27002.11351451902,48.0,-1,-1,17
7043,-33720.47900801457,12280.999719890598,421.0,-1,-1,-1
7044,-6581.771743502308,30876.35766577253,382.0,-1,-1,-1
7045,-33774.86075678644,-784.0900942670633,387.0,-1,-1,14
7046,24276.876125078503,15958.7102211385,350.0,-1,1,17
7047,841.662823018065,-18496.84405064045,329.0,-1,-1,-1
7048,13633.201558049775,6223.792623788162,196.0,-1,-1,-1
7049,-737.414381198927,-4586.282560856489,35.0,-1,-1,-1
7050,334.7034047912166,-24441.496025980072,40.0,-1,-1,8
7051,26214.61734274361,-22614.191036700744,307.0,-1,-1,-1
7052,-26769.372246289808,4085.656574745452,382.0,-1,-1,-1
7053,-25728.829974586355,-16671.14579051935,394.0,-1,18,19
7054,-16362.691740002463,36006.70296703764,56.0,-1,-1,-1
7055,-22922.039523532138,-37121.12884912577,243.0,-1,-1,-1
7056,20078.6541201412,6751.707669911091,457.0,-1,-1,6
7057,14322.733581004884,-23396.119115325087,246.0,-1,-1,-1
7058,11723.020387974204,-15679.535860257043,253.0,-1,-1,-1
7059,28444.880412128437,-19716.00137750034,485.0,-1,3,7
7060,-23529.71800218928,-16679.07028292194,338.0,-1,-1,-1
7061,-30449.02542469445,30656.86439266833,372.0,-1,-1,5
7062,-28579.00874244797,-11370.594722714548,113.0,-1,-1,-1
7063,-2738.3511909915032,24057.803388876287,29.0,-1,-1,-1
7064,-5375.727368534775,30146.447884726003,465.0,-1,-1,-1
7065,16010.885240563875,18517.99900498145,196.0,-1,-1,-1
7066,-10303.396688411438,29576.70659415564,193.0,-1,-1,-1
7067,-3255.018130564167,2035.2812296447155,69.0,-1,-1,-1
7068,-16763.643527907847,-34740.40480430703,96.0,-1,-1,-1
7069,-23626.69156527305,52.556112586244126,72.0,-1,-1,-1
7070,-10026.6315667025,2967.114972567433,32.0,-1,-1,-1
7071,-20816.12314057704,19280.59307808242,110.0,-1,-1,-1
7072,13176.111469017427,-35060.738231603944,166.0,-1,-1,-1
7073,-6425.308360255367,-16868.50511451821,367.0,-1,-1,-1
7074,30155.08643445083,38023.34904878434,393.0,-1,-1,17
7075,23150.09308035655,-9778.395217125828,405.0,-1,-1,-1
7076,30490.319115127568,-22657.51341336093,449.0,-1,-1,-1
7077,11333.092193735169,-30569.568885255583,344.0,-1,-1,8
7078,-14880.919682254116,20322.91703163903,172.0,-1,-1,-1
7079,-31438.478941355454,-30088.617613729068,379.0,-1,-1,-1
7080,12142.478588233424,5261.735042458684,280.0,-1,-1,17
7081,24185.08086088209,29292.751672928847,122.0,-1,-1,17
7082,-24052.59339884337,-36015.58873179521,48.0,-1,-1,-1
7083,8632.860630090574,-10468.53271151198,370.0,-1,-1,-1
7084,-23783.700093785745,-23950.629354996123,400.0,-1,-1,-1
7085,38886.38997845943,-33941.9680906508,188.0,-1,-1,-1
7086,3835.477378656986,10905.976676229577,120.0,-1,-1,-1
7087,28698.48781022044,-24286.08177367298,325.0,-1,-1,-1
7088,3261.7642131018947,-38668.3311326992,136.0,-1,-1,-1
7089,-22295.64137728518,4261.504246323282,286.0,-1,-1,-1
7090,-7886.077967919817,-38248.00969584778,443.0,-1,6,0
7091,7055.179225249587,23098.588483860105,56.0,-1,-1,17
7092,-10796.91694717778,-16845.64901309142,365.0,-1,-1,-1
7093,22980.09640949189,35234.98686033217,417.0,-1,-1,-1
7094,-17907.228031636554,-8692.910641713443,174.0,-1,-1,-1
7095,24640.35901678483,-6509.560298730059,47.0,-1,10,3
7096,-38223.41390813815,-23190.535327566176,450.0,-1,-1,12
7097,22536.24916558114,29612.02884702239,192.0,-1,-1,-1
7098,-31440.75092548536,21055.55395908281,36.0,-1,-1,-1
7099,-12839.952687598648,1231.2503501573956,371.0,-1,-1,-1
7100,5201.063024354087,3628.8797177675806,146.0,-1,-1,-1
7101,4262.471071597036,-4372.339715229689,455.0,-1,-1,-1
7102,23746.240037965457,24883.2957536174,276.0,-1,-1,17
7103,-10766.819184518834,-32247.73987104525,61.0,-1,-1,-1
7104,16832.214350157687,12819.8738298979,46.0,-1,-1,-1
7105,-26935.445113674403,-25300.655286140856,254.0,-1,-1,15
7106,7125.588753809017,13066.196675735904,230.0,-1,-1,-1
7107,18190.298346787364,-13459.550192437977,482.0,-1,-1,-1
7108,-19478.923041397466,-10834.02575995991,317.0,-1,-1,-1
7109,20686.722278078523,-13529.572652582723,304.0,-1,-1,-1
7110,29659.070817832835,-10845.013459805788,45.0,-1,-1,-1
7111,-17599.969031858487,-14909.793107537447,133.0,-1,-1,23
7112,-15927.44971492606,39805.14089023959,63.0,-1,-1,-1
7113,-3969.7968627602895,-6536.860101882674,479.0,-1,-1,-1
7114,39321.80300197723,-33567.7812211921,164.0,-1,-1,-1
7115,17086.230182012514,-17299.497605451445,104.0,-1,-1,-1
7116,-4475.400741888734,32744.103626862736,341.0,-1,-1,-1
7117,28886.469620780237,1851.9688388729264,425.0,-1,-1,-1
7118,291.6529226326238,5385.296385713882,4.0,-1,-1,-1
7119,35141.199549663754,-22792.610429816174,246.0,-1,-1,-1
7120,-17684.61261723636,-37593.41806900294,202.0,-1,-1,-1
7121,-6913.672944226266,8792.827689051206,144.0,-1,-1,-1
7122,-28958.11624700068,10928.610335693054,397.0,-1,-1,-1
7123,-30693.375501668444,-11518.777396451318,91.0,-1,-1,-1
7124,757.1567238103162,13170.629983743776,145.0,-1,-1,17
7125,-36435.82227691692,32333.48414396636,22.0,-1,-1,5
7126,-14116.342295821189,-31842.67840444691,99.0,-1,13,1
7127,17249.00726522199,36026.208858690865,38.0,-1,-1,-1
7128,-17427.602069291916,-29846.58628074696,429.0,-1,-1,1
7129,-22368.649508407223,19573.65836019707,316.0,-1,-1,-1
7130,-5020.477775892883,-39786.07904317318,302.0,-1,6,0
7131,-34627.79517783302,-12223.54929484422,354.0,-1,-1,20
7132,34502.439793031095,-14957.10251459248,405.0,-1,-1,7
7133,-15347.365993059557,-32948.40457045352,317.0,-1,-1,1
7134,8662.436799263705,-6855.350235011276,74.0,-1,-1,-1
7135,12134.431409350977,-2056.732058384521,308.0,-1,-1,-1
7136,31049.44134470068,-9965.919879971974,465.0,-1,-1,-1
7137,-13912.826588184838,26110.32266236958,6.0,-1,-1,11
7138,8873.605154745157,-2206.0098412330262,380.0,-1,-1,-1
7139,-22786.58343465837,18434.72194191865,299.0,-1,-1,-1
7140,17201.87154391282,2178.04897561048,6.0,-1,-1,-1
7141,-5621.62033670026,-23387.012734089687,337.0,-1,-1,-1
7142,-7874.470784937479,-11938.402207099984,57.0,-1,8,18
7143,14398.101613932233,-35737.45097759699,110.0,-1,-1,-1
7144,31802.483609914416,24383.67123409173,200.0,-1,-1,-1
7145,-32970.41750438061,25077.082836269816,431.0,-1,-1,-1
