frame,x,y
389.0,9161.957719698848,1207.11618633927
296.0,9492.08163652687,9910.476024184893
226.0,15981.239008040357,6850.099932323115
379.0,9201.40039355468,11341.204594558583
260.0,11163.45343959338,5137.580927165865
325.0,12317.256276275575,2269.4806681184277
304.0,9877.934248900354,2250.6907045329426
257.0,9236.364102823776,7938.72056202931
446.0,13103.579588478118,6061.813963499233
271.0,12187.521833545909,3550.9152466960804
202.0,13390.720056150334,6848.98788900175
306.0,13050.17829139679,11185.166189484102
379.0,9469.762089781616,3555.7883124926448
371.0,7619.981324009488,11618.322567279378
280.0,9852.772428695733,7915.3330627895775
264.0,9316.355046089484,1690.5380031711684
303.0,16484.528691921347,3256.6278459790046
366.0,9227.267039024557,10508.062132170751
267.0,12735.111317022864,6438.468497487433
369.0,16904.285949170342,2210.573055661145
319.0,12701.629301931673,5185.345741502009
93.0,11927.05909186606,5853.902778561198
211.0,11732.963495504846,5724.884233360739
317.0,9908.159508149089,1955.918573792464
456.0,9892.768859998258,6933.666229178678
256.0,9561.389845186102,-789.9516801594436
119.0,12037.084846308937,4722.451323321133
331.0,10353.02924677515,8405.022168366282
197.0,14786.130621010678,6921.704745466937
410.0,11767.456542019696,10194.44584591881
365.0,9629.510994474862,6828.326232650506
462.0,11369.69538746534,3699.265790643112
94.0,11966.66327707401,5788.524025574552
258.0,10289.92536225952,11517.824024956331
306.0,11147.392301032298,6768.460918459881
394.0,9430.692542010518,10007.59807665513
296.0,12565.18294388325,6637.920570023103
180.0,11923.637842595686,6639.73604797593
411.0,9845.408959735723,2525.602522160844
108.0,11956.84072280588,4194.557581891197
443.0,12998.217811963965,6148.811398257472
279.0,15796.765685676932,2967.912258006014
243.0,14026.272572523536,6623.068665124985
335.0,12057.101189758005,11078.110120969804
44.0,11188.02353753728,4971.836316550602
217.0,12396.850632331189,9069.169286535893
244.0,10164.261279689228,11409.616848779646
334.0,11654.69767598369,3740.158745076915
268.0,11727.073614336456,12648.529124865388
185.0,12283.874419019812,5707.896268069257
386.0,12826.102142632182,6350.621128559236
249.0,11783.546572641964,3863.9291686365177
458.0,13936.364630256452,9863.633279614718
437.0,13970.851662633591,8969.966403404127
178.0,9303.426481737952,6139.334988334114
306.0,12401.606925775171,5625.4574561990885
366.0,17199.162298803996,2271.8996467051256
310.0,11152.679276900926,7137.631348967923
282.0,12105.716744831574,7469.6822697564785
342.0,13990.783785104606,6152.410958161294
261.0,8852.342561391299,3805.315906112104
439.0,9409.984092057071,8739.755531001923
406.0,9407.633175637406,9159.828257058509
205.0,13360.093235726708,7019.26839435468
443.0,13396.903603593084,5035.078172948604
296.0,11452.27817635904,12110.44141040586
166.0,12238.560564073525,6174.646721817095
450.0,15672.863247164343,5580.622488420973
422.0,13795.940095093489,6495.954982681687
299.0,11471.18198066485,12102.634421537225
212.0,12321.081247953996,6024.652298615052
250.0,11310.908799958344,12543.50795708388
357.0,13017.384951299697,9474.069742622734
404.0,9604.537882763078,5377.048396323815
423.0,9625.674653233618,8758.47698985054
417.0,9661.000283676498,9987.753368802909
347.0,10103.412406219162,6778.50889921045
187.0,13752.94467622578,5247.988823157764
468.0,13644.819367339873,5167.021610726297
330.0,8851.493216952345,2774.370400404092
235.0,13652.830581255032,6446.724435782831
299.0,16393.767383095153,3104.5111460786798
359.0,10625.243711734533,9582.552408803494
