,x,y,frame,label,Rough_label,Final_label
0,29345.919633944504,-25743.07644331061,16.0,0,40,78.0
1,29561.051842429228,-25125.357348806825,16.0,0,40,78.0
2,28981.24827626649,-25476.2563549098,17.0,0,40,78.0
3,29711.040964458807,-25465.45306499173,17.0,0,40,78.0
4,28778.80743730701,-25598.075943788957,18.0,0,40,78.0
5,29914.056466446127,-24565.106094719045,18.0,0,40,78.0
6,28829.301357581317,-25546.949115863332,18.0,0,40,78.0
7,29742.79737658477,-24874.93311542828,18.0,0,40,78.0
8,29179.893454463825,-25934.03885837309,19.0,0,40,78.0
9,29412.792567162163,-25518.10227640836,19.0,0,40,78.0
10,28885.173428887007,-25468.184990844944,19.0,0,40,78.0
11,30199.5012344775,-26088.440362628164,19.0,0,40,78.0
12,28570.398753985755,-24706.7524376846,19.0,0,40,78.0
13,29433.29992587101,-24510.193492964965,19.0,0,40,78.0
14,29076.631760856264,-25084.046078858388,20.0,0,40,78.0
15,30214.62748302612,-25868.209727213794,20.0,0,40,78.0
16,29010.902852382595,-26041.538125715477,20.0,0,40,78.0
17,29484.14412604927,-24915.224118845683,20.0,0,40,78.0
18,29227.78907116138,-24931.226398759,20.0,0,40,78.0
19,29391.57997385684,-24851.417761498116,20.0,0,40,78.0
20,29578.231871152995,-25043.21767108413,20.0,0,40,78.0
21,29700.94684877109,-26230.6676958424,21.0,0,40,78.0
22,29648.5181169827,-24822.15301498045,21.0,0,40,78.0
23,29803.263851743664,-24447.507673753244,21.0,0,40,78.0
24,28760.03994824203,-26570.58087688018,21.0,0,40,78.0
25,30270.272613478308,-26338.221749385983,21.0,0,40,78.0
26,28252.78075177772,-25172.16570273545,21.0,0,40,78.0
27,29840.54741460217,-23761.356922775987,22.0,0,40,78.0
28,27748.042199355357,-26670.892007130635,22.0,0,-1,-1.0
29,29592.42592022467,-24100.230532990543,22.0,0,40,78.0
30,28967.843531019844,-24973.551725695703,22.0,0,40,78.0
31,29928.552727715178,-25976.91471033433,22.0,0,40,78.0
32,29779.79021894788,-25236.55604586995,22.0,0,40,78.0
33,30144.24152644698,-25796.31835846687,23.0,0,40,78.0
34,28157.795057291027,-24780.338173811557,23.0,0,40,78.0
35,29687.99422472405,-25209.463494420925,23.0,0,40,78.0
36,26753.90169487317,-27502.29745305409,23.0,0,-1,-1.0
37,29950.862524957916,-23546.60502396208,23.0,0,40,78.0
38,28313.270701080884,-25768.89563308593,23.0,0,40,78.0
39,30620.51079341365,-27543.95760103568,23.0,0,-1,-1.0
40,28863.541108008187,-25639.903570885675,23.0,0,40,78.0
41,29721.112171630662,-24799.18609599047,23.0,0,40,78.0
42,30253.59946347577,-24639.399557246288,23.0,0,40,78.0
43,29567.321219362348,-26497.292939216502,23.0,0,40,78.0
44,29333.89613130972,-24932.28252145643,23.0,0,40,78.0
45,30555.130216231595,-25638.177834646413,24.0,0,40,78.0
46,29100.02488588641,-26620.29796953481,24.0,0,40,78.0
47,30002.86179880787,-25810.22451842452,24.0,0,40,78.0
48,28202.764224796058,-24577.376220044065,24.0,0,40,78.0
49,29573.427775590637,-23157.203712121067,24.0,0,40,78.0
50,27738.32082878218,-27041.080318208235,24.0,0,-1,-1.0
51,28874.487115678217,-24659.18963136596,25.0,0,40,78.0
52,27665.697999991437,-25912.623569437757,25.0,0,40,78.0
53,29770.578383129032,-24486.846641132262,25.0,0,40,78.0
54,29661.496202835577,-25886.53190511031,25.0,0,40,78.0
55,30456.93515714438,-25790.1290158313,25.0,0,40,78.0
56,29420.079164993127,-24725.8037861712,25.0,0,40,78.0
57,30295.30526467785,-27049.79077698784,25.0,0,-1,-1.0
58,27140.30031147665,-24880.149888103395,25.0,0,-1,-1.0
59,29487.8437749732,-24927.11454393576,25.0,0,40,78.0
60,26253.88232081892,-27676.281506318574,25.0,0,-1,-1.0
61,30722.19402672201,-22986.91589145961,25.0,0,-1,-1.0
62,29157.344848762856,-25819.90683657045,25.0,0,40,78.0
63,29470.05739043735,-25227.848474143,26.0,0,40,78.0
64,28091.994451708742,-26077.631360480027,26.0,0,40,78.0
65,29974.506591382207,-25213.67963820388,26.0,0,40,78.0
66,30448.674023474243,-25321.51177984017,26.0,0,40,78.0
67,30029.348706207787,-25840.798370325432,26.0,0,40,78.0
68,28924.98075298873,-25305.580297281016,26.0,0,40,78.0
69,29861.56825751404,-26156.91345934748,26.0,0,40,78.0
70,28876.99681740837,-26510.931748329534,26.0,0,40,78.0
71,29449.99833909285,-26504.04595151192,27.0,0,40,78.0
72,28270.013796824256,-25231.149789935087,27.0,0,40,78.0
73,28646.679909189414,-22912.71692054196,27.0,0,40,78.0
74,27880.79618218652,-27285.53143493225,27.0,0,-1,-1.0
75,28361.872866329963,-25273.90975680269,27.0,0,40,78.0
76,26899.5585737717,-25601.18367476637,27.0,0,-1,-1.0
77,30616.516310052128,-24879.62804204833,27.0,0,40,78.0
78,28862.693656912958,-25489.83170881605,27.0,0,40,78.0
79,30476.09052945177,-25714.763575918438,27.0,0,40,78.0
80,29414.01148577353,-25084.66372379981,27.0,0,40,78.0
81,29685.07338179367,-26899.135884229054,27.0,0,40,78.0
82,27207.206962466844,-25069.295411974286,27.0,0,-1,-1.0
83,30385.211759795024,-24362.87486897805,27.0,0,40,78.0
84,28654.825486406466,-25420.05468886566,28.0,0,40,78.0
85,30641.173696336704,-23435.712986591498,28.0,0,-1,-1.0
86,28820.505224878416,-26085.66073485244,28.0,0,40,78.0
87,28797.962938787547,-23944.35792933142,28.0,0,40,78.0
88,28068.783474780557,-25719.48627360173,28.0,0,40,78.0
89,29855.323796890243,-25607.281051862297,28.0,0,40,78.0
90,29858.19532046773,-24028.05583041053,28.0,0,40,78.0
91,30459.25540666031,-25673.86435327255,28.0,0,40,78.0
92,29231.36923314194,-24698.58471466368,28.0,0,40,78.0
93,29925.704342622917,-26644.30757652966,28.0,0,40,78.0
94,28758.520436128885,-27596.040095985627,28.0,0,-1,-1.0
95,28451.99988083913,-26149.023038785017,28.0,0,40,78.0
96,28815.19266970988,-27262.31404104469,29.0,0,-1,-1.0
97,28479.72232785301,-25203.88614677884,29.0,0,40,78.0
98,27726.67197082349,-23038.160726485698,29.0,0,40,78.0
99,28561.029706059617,-28026.25541963991,29.0,0,40,-1.0
100,28336.269035445643,-25635.80888217172,29.0,0,40,78.0
101,26781.78900864211,-26553.227895020085,29.0,0,-1,-1.0
102,31243.13808767263,-25218.199007881423,29.0,0,40,78.0
103,31404.97832609767,-24687.950096066492,29.0,0,40,78.0
104,28862.540739612465,-25505.10786480751,29.0,0,40,78.0
105,29170.345030131244,-27341.16930221085,29.0,0,40,78.0
106,27893.27404313942,-25070.90106416633,29.0,0,40,78.0
107,30955.39541416816,-26086.68365033018,30.0,0,40,78.0
108,29428.35098747891,-24207.61092572064,30.0,0,40,78.0
109,28535.662253366703,-25125.689824806912,30.0,0,40,78.0
110,31514.182040078093,-23938.1287801273,30.0,0,-1,-1.0
111,28649.487689621867,-25929.009587701858,30.0,0,40,78.0
112,29064.464143675217,-23851.55664908935,30.0,0,40,78.0
113,28569.52433414175,-26661.01570943263,30.0,0,40,78.0
114,29383.88441621828,-24099.61761991577,30.0,0,40,78.0
115,31122.738891774883,-24903.971247255857,30.0,0,40,78.0
116,29413.291988592096,-24529.217627919305,30.0,0,40,78.0
117,29844.51870732256,-27250.993710593124,30.0,0,40,78.0
118,27891.57696033414,-27955.64887980901,30.0,0,-1,-1.0
119,28240.41285006238,-26187.156821942568,30.0,0,40,78.0
120,28810.821518896155,-27003.014479705576,30.0,0,40,78.0
121,28292.758762948484,-24510.89973721923,30.0,0,40,78.0
122,27669.66239014375,-22783.86250281528,30.0,0,-1,-1.0
123,28354.34903684325,-29116.04784253167,30.0,0,-1,-1.0
124,28223.2540132075,-25830.93395777725,30.0,0,40,78.0
125,27546.174177923003,-26083.90367503128,30.0,0,40,78.0
126,31249.53983197664,-25702.34854129298,30.0,0,40,78.0
127,31629.35047849421,-25089.885425544937,30.0,0,40,78.0
128,27884.99924964298,-25623.84917667194,31.0,0,40,78.0
129,29582.14244017665,-26650.51898503867,31.0,0,40,78.0
130,27543.832188487024,-25157.724055804498,31.0,0,40,78.0
131,31390.36147525021,-25911.443551696608,31.0,0,40,78.0
132,30859.21910726901,-23423.164577298103,31.0,0,40,-1.0
133,28052.91955312781,-25747.01497186354,31.0,0,40,78.0
134,31617.20107510569,-23621.82414076921,31.0,0,-1,-1.0
