,x,y,frame,label,Rough_label,Final_label
0,-30716.511634049668,-3958.505744346308,239.0,0,15,44.0
1,-31269.934182350164,-4781.673358541835,239.0,0,15,44.0
2,-31313.18108095264,-3634.3684685542457,240.0,0,15,44.0
3,-30963.317390322965,-5097.765415218655,240.0,0,15,44.0
4,-29972.64892005358,-4593.802107265256,241.0,0,15,44.0
5,-31233.04445649476,-4681.673460849662,241.0,0,15,44.0
6,-31552.22321326083,-3543.8249203950454,241.0,0,15,44.0
7,-30202.33441399212,-4849.492288442849,241.0,0,15,44.0
8,-30163.01044044308,-3552.3087622876947,242.0,0,15,44.0
9,-31300.65719728053,-5394.022876172929,242.0,0,15,44.0
10,-31637.160367100605,-3979.379304217352,242.0,0,15,44.0
11,-30721.1889625114,-4907.44744661377,242.0,0,15,44.0
12,-31304.083154681477,-4398.246182965368,242.0,0,15,44.0
13,-31519.65313726512,-4588.783723846525,242.0,0,15,44.0
14,-31985.89464659804,-3277.857904164761,242.0,0,15,44.0
15,-30254.77726826125,-4180.132378189804,242.0,0,15,44.0
16,-30590.703948746184,-4230.123423526159,243.0,0,15,44.0
17,-30653.161167184742,-5871.559690665425,243.0,0,15,44.0
18,-32281.510574821023,-3804.6021231223726,243.0,0,15,44.0
19,-30027.97486198896,-5252.933095241315,243.0,0,15,44.0
20,-30206.01332336705,-4762.041305110755,243.0,0,15,44.0
21,-30462.31155921336,-5032.529515946894,243.0,0,15,44.0
22,-31813.90399729388,-3493.3106176348097,243.0,0,15,44.0
23,-30662.26366480456,-5019.280640145699,243.0,0,15,44.0
24,-29351.91945069242,-3563.070197411045,243.0,0,15,44.0
25,-31773.27487323968,-4749.24567457593,243.0,0,15,44.0
26,-31626.09834798605,-3134.817953451932,243.0,0,15,44.0
27,-30491.866268968148,-5228.764403484242,243.0,0,15,44.0
28,-31774.002992277627,-4943.729555470612,243.0,0,15,44.0
29,-30548.69043890564,-3710.9773285752776,244.0,0,15,44.0
30,-31419.40580754897,-4037.72213704913,244.0,0,15,44.0
31,-31632.46845846012,-4455.784554691969,244.0,0,15,44.0
32,-29949.018419073403,-3891.242744447746,244.0,0,15,44.0
33,-31551.603945028008,-3776.809367393543,244.0,0,15,44.0
34,-30064.192025346085,-4745.192467674919,244.0,0,15,44.0
35,-30872.545715333406,-3824.06004084438,245.0,0,15,44.0
36,-30664.604703343462,-5488.78544339431,245.0,0,15,44.0
37,-30100.81734196773,-4028.4192542937617,245.0,0,15,44.0
38,-30727.20457030659,-6172.851572918438,245.0,0,15,44.0
39,-31774.563121145628,-3776.083408077949,245.0,0,15,44.0
40,-30194.985218739657,-5758.99786373473,245.0,0,15,44.0
41,-28497.78220660453,-3700.443210741092,245.0,0,15,44.0
42,-32221.120135930127,-3529.8408396163723,245.0,0,15,44.0
43,-31790.297314644096,-4600.772375007393,245.0,0,15,44.0
