,x,y,frame,label,Rough_label,Final_label
0,5099.573012464076,31723.896292220845,274.0,0,17,41.0
1,5408.056225274172,32414.881265774315,274.0,0,17,41.0
2,5125.345093869498,32057.71031729601,275.0,0,17,41.0
3,5396.655849884079,32246.19186098808,275.0,0,17,41.0
4,5097.945831974137,32202.99173383401,276.0,0,17,41.0
5,5880.5695637585295,32443.81219221738,276.0,0,17,41.0
6,5347.242244716712,32624.54056896003,276.0,0,17,41.0
7,6082.163966981322,31460.510336313426,276.0,0,17,41.0
8,5296.180234000353,31917.52945728045,277.0,0,17,41.0
9,5667.916143804533,33066.730581514355,277.0,0,17,41.0
10,4081.2515312094247,32031.550666617502,277.0,0,17,41.0
11,5484.87237658628,33209.59068246582,277.0,0,17,41.0
12,5426.371727259443,32530.234317826307,277.0,0,17,41.0
13,6508.814880153317,33226.05097201924,277.0,0,17,41.0
14,5395.62062452284,33029.264516491254,277.0,0,17,41.0
15,5470.678848418747,30927.71793436944,277.0,0,17,41.0
16,4474.229192635365,31610.080784805126,278.0,0,17,41.0
17,5125.182331325957,32529.58289324575,278.0,0,17,41.0
18,4176.60376393389,32803.42769552052,278.0,0,17,41.0
19,4981.418672430028,32323.74556157681,278.0,0,17,41.0
20,5210.309187214418,30991.095192113982,278.0,0,17,41.0
21,5705.933423925359,32584.840299379644,278.0,0,17,41.0
22,5424.253677186815,32886.83642439651,278.0,0,17,41.0
23,6458.09167424889,31440.330094960384,278.0,0,17,41.0
24,5695.031791436337,31944.093936719124,278.0,0,17,41.0
25,5205.688147660071,32111.89753406406,278.0,0,17,41.0
26,4599.205040898612,32328.70538920664,278.0,0,17,41.0
27,5534.321162000912,33346.591673531046,278.0,0,17,41.0
28,4994.141666847993,32057.3875223513,278.0,0,17,41.0
29,5258.840910843303,31630.94674419652,279.0,0,17,41.0
30,4686.147018043751,31782.58773198628,279.0,0,17,41.0
31,5762.847158361192,32449.919032411817,279.0,0,17,41.0
32,5907.394621229548,31267.235075695236,279.0,0,17,41.0
33,6458.509098147601,30705.612510430867,279.0,0,17,41.0
34,5983.594168262629,32352.346640705127,279.0,0,17,41.0
35,5000.026409084519,32759.377769195064,279.0,0,17,41.0
36,5779.572532110234,31353.97595972688,279.0,0,17,41.0
37,4956.839350250621,32271.529681346947,279.0,0,17,41.0
38,3684.796322282383,32788.3827765829,279.0,0,17,41.0
39,5248.840134911723,32561.834645317755,279.0,0,17,41.0
40,4233.283662969923,31657.81707934086,279.0,0,17,41.0
41,5956.315830922327,31111.84507488381,279.0,0,17,41.0
42,6421.500709314239,33841.76191944701,279.0,0,17,41.0
43,5195.003207558836,32299.22129654208,279.0,0,17,41.0
44,4675.028029458257,31256.85477383977,280.0,0,17,41.0
45,5691.354398791558,32358.43332280863,280.0,0,17,41.0
46,5495.813609319718,31761.06860312109,280.0,0,17,41.0
47,3792.3847986781648,33021.3109901888,280.0,0,17,41.0
48,5918.2364902409045,32607.57760818577,280.0,0,17,41.0
49,5770.779775592777,32560.77011272306,280.0,0,17,41.0
50,5381.72981028236,31851.713765668963,280.0,0,17,41.0
51,4449.019648767127,31600.570284574016,280.0,0,17,41.0
52,5358.370816012595,32088.70974067779,280.0,0,17,41.0
53,6752.7201160652185,31362.343938392787,280.0,0,17,41.0
54,5982.097148143428,31704.051788334727,280.0,0,17,41.0
55,5372.737364535372,31968.80573010557,280.0,0,17,41.0
56,4537.232451948688,32586.05077360027,280.0,0,17,41.0
57,5552.861555944598,31760.984230662078,280.0,0,17,41.0
58,4536.690010224016,32415.239890587447,280.0,0,17,41.0
59,3975.79504956544,33361.95465835302,280.0,0,17,41.0
60,5312.905192265038,32433.061938451963,280.0,0,17,41.0
61,5596.415771270684,32291.843317209805,281.0,0,17,41.0
62,4464.392971239868,32683.26417571824,281.0,0,17,41.0
63,6019.584530970852,31485.9474139702,281.0,0,17,41.0
64,4600.007145731745,30937.72459918865,281.0,0,17,41.0
65,6073.734978794912,30249.658693217192,281.0,0,17,41.0
66,6783.840343907331,33525.23950770337,281.0,0,17,41.0
67,4302.002420353887,32829.04559160741,282.0,0,17,41.0
68,6060.031790733302,32353.35037318581,282.0,0,17,41.0
69,4258.912451451621,31403.50958649589,282.0,0,17,41.0
70,4527.619681336414,32856.28090646081,282.0,0,17,41.0
71,5791.659379436787,33300.74242735442,282.0,0,17,41.0
72,3034.3147799519284,33091.15737140436,282.0,0,17,41.0
73,5603.804433034689,32943.11389300913,282.0,0,17,41.0
74,5961.646968228627,32412.30135082572,283.0,0,17,41.0
75,4290.591763105288,30672.830972069616,283.0,0,17,41.0
76,4500.791103626367,32068.48686748806,283.0,0,17,41.0
77,5760.288949194403,30862.05878053809,283.0,0,17,41.0
78,5973.724013409364,30936.38773387247,283.0,0,17,41.0
79,4988.546322798352,32193.42563174552,283.0,0,17,41.0
80,4486.285604438099,33454.924691800734,283.0,0,17,41.0
81,5694.346996939743,32598.133664087178,283.0,0,17,41.0
82,4280.044330418892,31089.890888213136,283.0,0,17,41.0
83,4328.151154662578,32922.91301987047,283.0,0,17,41.0
84,4954.522665645428,32619.90639144637,283.0,0,17,41.0
85,5923.639155346613,31992.94738137344,283.0,0,17,41.0
86,4698.762229585489,32296.25942173285,283.0,0,17,41.0
87,5655.74569905997,31943.32093126732,284.0,0,17,41.0
88,5688.229151579535,30868.75353462874,284.0,0,17,41.0
89,4845.97651312901,30775.712240650657,284.0,0,17,41.0
90,5353.071078019862,30777.25992056789,284.0,0,17,41.0
91,6359.343020228026,33433.30540178085,284.0,0,17,41.0
92,3910.854230793421,32670.786482508,284.0,0,17,41.0
93,5293.39719383329,31662.65604418284,284.0,0,17,41.0
94,4867.817788378287,31397.76537598352,285.0,0,17,41.0
95,5097.082034642699,32939.120334666724,285.0,0,17,41.0
96,6094.252946725692,33568.4421597005,285.0,0,17,41.0
97,3411.7751843189462,33409.24619870358,285.0,0,17,41.0
98,5353.974707982303,33261.10231872586,285.0,0,17,41.0
99,5781.586386351401,32922.10228429895,285.0,0,17,41.0
100,3850.785797710911,29337.878050417472,285.0,0,17,41.0
101,4228.847178214986,31591.682762455188,285.0,0,17,41.0
102,5763.469292561198,30431.25153082898,285.0,0,17,41.0
103,6850.50624995815,31182.167965765275,285.0,0,17,41.0
104,5627.974290784681,32817.42968457076,285.0,0,17,41.0
105,6344.6643399511,32521.719675425484,286.0,0,17,41.0
106,4037.690498565984,31479.380935183453,286.0,0,17,41.0
107,5658.033779189491,33132.03272514781,286.0,0,17,41.0
108,4879.181319113413,32535.4801410757,286.0,0,17,41.0
109,6495.57177937453,31508.512057065484,286.0,0,17,41.0
110,4982.998634737895,33361.285820920144,286.0,0,17,41.0
111,5342.22628235645,31787.477751839426,286.0,0,17,41.0
