,x,y,frame,label,Rough_label,Final_label
0,12897.634177956366,-12376.228027460962,166.0,0,28,46.0
1,12502.52039704942,-12861.645120096471,166.0,0,28,46.0
2,13747.603396770472,-12998.517964858756,167.0,0,28,46.0
3,12266.856694662998,-12967.182126968804,167.0,0,28,46.0
4,11673.782816763069,-12508.227638032511,168.0,0,28,46.0
5,11815.952983053712,-13257.091326026355,168.0,0,28,46.0
6,13271.08183182552,-13564.745186061416,168.0,0,28,46.0
7,12809.350710359578,-13101.220104933258,168.0,0,28,46.0
8,13824.137462614395,-11670.97401148665,169.0,0,28,46.0
9,12182.329697360778,-12358.515622411402,169.0,0,28,46.0
10,13689.03045511166,-12602.621602668847,169.0,0,28,46.0
11,11842.13906796362,-12531.429394260618,169.0,0,28,46.0
12,10867.34785442902,-12668.847167561717,169.0,0,28,46.0
13,11491.842595015336,-13980.543207562669,169.0,0,28,46.0
14,13425.32971097247,-13235.897636201847,169.0,0,28,46.0
15,13393.203143848708,-12038.058424575653,170.0,0,28,46.0
16,12426.79372446457,-12280.86025844021,170.0,0,28,46.0
17,13774.105752046818,-13216.301200426384,170.0,0,28,46.0
18,11855.254911338718,-11719.848663331684,170.0,0,28,46.0
19,12618.005649499308,-12648.881542928442,170.0,0,28,46.0
20,11057.565322810144,-13776.176568212137,170.0,0,28,46.0
21,13634.342853814853,-11869.399800759618,171.0,0,28,46.0
22,12568.03807689611,-10786.49610891948,171.0,0,28,46.0
23,14512.432130553172,-13288.492494536084,171.0,0,28,46.0
24,12572.420106498996,-12201.425197509803,171.0,0,28,46.0
25,12980.493887938605,-12076.762993287746,171.0,0,28,46.0
26,12973.176618892056,-12889.34631395195,171.0,0,28,46.0
27,11427.155731739686,-13651.127529529876,171.0,0,28,46.0
28,9941.376315048969,-12916.76434569263,171.0,0,-1,-1.0
29,12910.77159925587,-12942.35313072428,172.0,0,28,46.0
30,13000.910133303329,-12998.543162876003,172.0,0,28,46.0
31,13702.676429553789,-12240.929297773788,172.0,0,28,46.0
32,12897.971397147436,-11941.29715614447,172.0,0,28,46.0
33,13975.864952886332,-13233.151943512885,172.0,0,28,46.0
34,12796.805049571336,-11222.931484489049,172.0,0,28,46.0
35,13288.19074143971,-11986.042791115751,172.0,0,28,46.0
36,10536.44580163076,-13764.876687899688,172.0,0,28,46.0
37,13082.48589328946,-13082.906393940755,172.0,0,28,46.0
38,11591.598158324445,-11885.772664649969,172.0,0,28,46.0
39,12924.936360303804,-11436.515088017555,173.0,0,28,46.0
40,13514.52179229685,-12116.736468513098,173.0,0,28,46.0
41,12836.311977373329,-11670.258363132034,173.0,0,28,46.0
42,13547.844470619904,-13176.539617701028,173.0,0,28,46.0
43,11850.595062216806,-12247.946476011615,173.0,0,28,46.0
44,13100.81907061716,-13110.079341337569,173.0,0,28,46.0
45,11168.338625428736,-14562.519529321104,173.0,0,28,46.0
46,12154.31137661229,-12003.682130252724,174.0,0,28,46.0
47,13070.47765040454,-12338.211855458152,174.0,0,28,46.0
48,12845.718375230132,-12222.121459442274,174.0,0,28,46.0
49,11847.94208094462,-14522.625253771655,174.0,0,28,46.0
50,9887.300783278224,-12672.54487202438,174.0,0,28,46.0
