,x,y,frame,label,Rough_label,Final_label
0,-10980.632022004633,-652.9216724527723,98.0,0,32,83.0
1,-10663.29702194392,-667.3886590516012,98.0,0,32,83.0
2,-11839.232363224402,-1374.574102084608,99.0,0,32,83.0
3,-10628.301904522565,-400.93097384717225,99.0,0,32,83.0
4,-11283.509418704458,81.7523073750557,100.0,0,32,83.0
5,-10081.718002365436,-1024.4194828099294,100.0,0,32,83.0
6,-11764.635732518454,-1815.119274937452,100.0,0,32,83.0
7,-10218.657342913735,-284.575328301304,100.0,0,32,83.0
8,-10120.022981118062,-1222.2928347241018,101.0,0,32,83.0
9,-10402.980540329654,-1986.7774695668013,101.0,0,32,83.0
10,-12952.24030241964,-1753.1390924842783,101.0,0,32,83.0
11,-10250.669351683247,-478.3810465916426,101.0,0,32,83.0
12,-11430.2034422925,-480.0096124543353,101.0,0,32,83.0
13,-10151.45093132502,-1416.618343549953,101.0,0,32,83.0
14,-12233.466772728065,-1953.1647945432185,101.0,0,32,83.0
15,-9502.537619061672,-629.3249750520358,101.0,0,32,83.0
16,-10633.721942248638,-984.407800143322,102.0,0,32,83.0
17,-10677.228559092877,-1952.4305108503431,102.0,0,32,83.0
18,-11650.910685411076,-1681.1455450034314,102.0,0,32,83.0
19,-11068.183537459809,-348.317358774534,102.0,0,32,83.0
20,-12014.602596795963,343.59639807858485,102.0,0,32,83.0
21,-9878.207518649764,-897.8947335356418,102.0,0,32,83.0
22,-11565.419292927909,-1436.0335505541475,102.0,0,32,83.0
23,-9950.999988085465,-1165.8147875369964,102.0,0,32,83.0
24,-9955.798201039148,-933.2163286128324,102.0,0,32,83.0
25,-10523.314837113165,-270.7554352105265,103.0,0,32,83.0
26,-12573.51290081806,-1901.3454210133264,103.0,0,32,83.0
27,-9669.549585140843,-217.47740102126383,103.0,0,32,83.0
28,-11065.580846001902,-567.9979492563384,103.0,0,32,83.0
29,-11575.628319249294,-660.2119171840667,103.0,0,32,83.0
30,-11657.773541762876,-1522.9648788300842,103.0,0,32,83.0
31,-10790.38451246712,-504.93308937669553,104.0,0,32,83.0
32,-10680.593290405524,-609.7730335182787,104.0,0,32,83.0
33,-10264.172353292764,684.0751279990162,104.0,0,32,83.0
34,-13611.719998606544,-2236.990212318856,104.0,0,32,83.0
35,-9754.229789621104,-20.584448830363527,104.0,0,32,83.0
36,-9731.785285715958,-842.2021814898088,104.0,0,32,83.0
37,-10315.781638510289,-1061.6969358957151,104.0,0,32,83.0
38,-11354.988714304682,-1681.485188526185,104.0,0,32,83.0
39,-9542.642708226964,-894.4121745111904,104.0,0,32,83.0
40,-12128.91233554563,876.2565191015533,104.0,0,32,83.0
41,-11025.528210535364,-120.13471499156763,104.0,0,32,83.0
42,-11016.792324724902,-682.8808463649841,105.0,0,32,83.0
43,-10418.200964578442,-630.9154970492135,105.0,0,32,83.0
44,-10827.287023326096,-533.0570894601295,105.0,0,32,83.0
45,-10089.838344842632,-360.2618291640074,105.0,0,32,83.0
46,-11443.19498421761,-1927.7109605872947,105.0,0,32,83.0
