,x,y,frame,label,Rough_label,Final_label
0,-7814.252926149107,-26073.363463222464,147.0,0,30,60.0
1,-7466.319299556874,-26657.163307445306,147.0,0,30,60.0
2,-8618.672783643651,-26433.254192367,148.0,0,30,60.0
3,-8806.635801866649,-26533.6125243864,148.0,0,30,60.0
4,-7363.210715449366,-26797.058887940813,149.0,0,30,60.0
5,-5806.573544853045,-25415.41174621233,149.0,0,30,60.0
6,-9448.187936699314,-26000.75749411689,149.0,0,30,60.0
7,-8657.883706255057,-26810.772824121043,149.0,0,30,60.0
8,-7327.23818234913,-25897.87534716277,150.0,0,30,60.0
9,-6591.941103321695,-26869.306948581256,150.0,0,30,60.0
10,-8117.830306921973,-26186.144834258102,150.0,0,30,60.0
11,-8978.297572307267,-26841.92655080142,150.0,0,30,60.0
12,-7371.904595055563,-27051.74591357635,150.0,0,30,60.0
13,-5477.601469143714,-25766.541785020683,150.0,0,30,60.0
14,-9141.2089481719,-26054.524736789823,150.0,0,30,60.0
15,-8813.701893322901,-26830.32990439865,150.0,0,30,60.0
16,-7674.764676530019,-26162.8538909675,151.0,0,30,60.0
17,-8460.145058669365,-26942.32574331823,151.0,0,30,60.0
18,-9616.873690326122,-25671.28139058194,151.0,0,30,60.0
19,-8386.087295360523,-25843.26107308356,151.0,0,30,60.0
20,-7125.190226153501,-26768.93281910083,151.0,0,30,60.0
21,-6175.492467119202,-26255.82694450381,151.0,0,30,60.0
22,-9095.979044641394,-25721.6096175714,151.0,0,30,60.0
23,-9351.684995956735,-26686.67000914422,151.0,0,30,60.0
24,-7061.442663629937,-25318.64899897565,151.0,0,30,60.0
25,-6633.403295001773,-26934.210602750245,151.0,0,30,60.0
26,-8195.930334725774,-26399.92692790181,151.0,0,30,60.0
27,-9022.39648486119,-27125.775799791205,151.0,0,30,60.0
28,-7626.849819412211,-27344.355176769368,151.0,0,30,60.0
29,-8046.956691309422,-25819.491133187603,152.0,0,30,60.0
30,-8174.390648077489,-27184.799269456125,152.0,0,30,60.0
31,-6882.622971463056,-26305.479302773445,152.0,0,30,60.0
32,-7317.235393112775,-25611.96964512806,152.0,0,30,60.0
33,-9396.951739402746,-26338.83645754369,152.0,0,30,60.0
34,-9531.55535375778,-25544.8565905774,152.0,0,30,60.0
35,-6515.146362043582,-26989.466997034728,152.0,0,30,60.0
36,-6226.273911888203,-26991.385056370877,152.0,0,30,60.0
37,-7986.484239204923,-26272.485859143595,152.0,0,30,60.0
38,-10082.27519341595,-25118.378795706634,152.0,0,30,60.0
39,-8851.967719150574,-27625.946513795006,152.0,0,30,60.0
40,-8093.8975112964945,-26440.34396129165,152.0,0,30,60.0
41,-6865.1609587553085,-25471.904524633163,153.0,0,30,60.0
42,-8689.56957449673,-25802.39075714431,153.0,0,30,60.0
43,-9052.138046666092,-26219.71344611164,153.0,0,30,60.0
44,-7612.617293717147,-25578.684864243125,153.0,0,30,60.0
45,-6199.705366002442,-26968.421369026026,153.0,0,30,60.0
46,-7732.046024284363,-26444.46677142682,153.0,0,30,60.0
47,-8715.757158511553,-26893.127792628376,153.0,0,30,60.0
48,-8143.536649151159,-27287.741337869764,153.0,0,30,60.0
49,-7521.773715148581,-24983.47752679061,153.0,0,30,60.0
50,-7873.305675549633,-26391.36880762727,153.0,0,30,60.0
51,-6700.642289941217,-25890.33398661552,153.0,0,30,60.0
52,-7002.680541005975,-24846.41881352593,153.0,0,30,60.0
53,-9110.427538173131,-27137.156724336965,154.0,0,30,60.0
54,-8961.206336189167,-26721.85454919247,154.0,0,30,60.0
55,-6893.765271458224,-26455.812451821592,154.0,0,30,60.0
56,-7278.50996032469,-25286.00104386248,154.0,0,30,60.0
57,-10064.385726822622,-26286.600731269915,154.0,0,30,60.0
58,-7461.548842997453,-25129.87091400058,155.0,0,30,60.0
59,-6135.784311002077,-26999.5228969126,155.0,0,30,60.0
60,-6364.675804106347,-27085.721844680207,155.0,0,30,60.0
61,-8491.798680521179,-27073.702567492568,155.0,0,30,60.0
62,-10156.747395107675,-24655.67964988429,155.0,0,30,60.0
63,-8755.602170570824,-28316.147887804,155.0,0,30,60.0
64,-8211.50454493844,-26447.26314573753,155.0,0,30,60.0
