,Unnamed: 0,x,y,frame,label,Rough_label,Final_label
42,42,362.5832536210579,13962.184960982628,180.0,0,42,52.0
43,43,452.69719614124745,13920.843690840347,182.0,0,42,52.0
44,44,493.12427664855113,13842.288704215538,183.0,0,42,52.0
45,45,537.4800842199397,13845.405385230652,183.0,0,42,52.0
46,46,408.81895110464,13813.825994334806,183.0,0,42,52.0
47,47,485.1219001010848,13739.716689457864,184.0,0,42,52.0
48,48,570.901855278637,13676.74246827147,185.0,0,42,52.0
49,49,568.1679290413111,13689.833740919468,185.0,0,42,52.0
50,50,547.4205752887145,13593.36844343432,186.0,0,42,52.0
51,51,636.6237451689764,13619.830239308822,186.0,0,42,52.0
52,52,604.7853379896154,13561.928714887512,187.0,0,42,52.0
53,53,576.5255033160075,13472.841270235616,188.0,0,42,52.0
54,54,502.6218389359981,13415.269437656652,193.0,0,42,52.0
55,55,429.5154026158188,13420.282554531008,194.0,0,42,52.0
56,56,496.3411049269736,13341.965959191572,196.0,0,42,52.0
57,57,532.8711852188853,13269.83986124416,197.0,0,42,52.0
58,58,537.6580918017887,13158.705608066452,198.0,0,42,52.0
59,59,492.2280365706778,13050.772635186768,200.0,0,42,52.0
60,60,521.9780101186441,13056.456329119474,200.0,0,42,52.0
61,61,526.5819248745274,12998.873245988709,201.0,0,42,52.0
62,62,521.1986610516419,12976.95816553978,201.0,0,42,52.0
63,63,517.1009772130234,12912.317787632044,203.0,0,42,52.0
64,64,540.9436102951939,12903.149683590318,203.0,0,42,52.0
65,65,499.84926204968986,12847.728586564284,205.0,0,42,52.0
66,66,478.8436166557733,12870.147034981055,205.0,0,42,52.0
67,67,571.4964305657043,12812.132493049829,210.0,0,42,52.0
68,68,524.0715460319085,12735.05139558392,211.0,0,42,52.0
69,69,551.5242795977427,12635.052134732488,213.0,0,42,52.0
70,70,531.7262181663554,12564.48583441296,214.0,0,42,52.0
71,71,624.6136104187625,12523.80456601144,217.0,0,42,52.0
72,72,701.3548132038873,12484.917048947947,220.0,0,42,52.0
73,73,692.9383358026101,12389.575407312424,222.0,0,42,52.0
74,74,726.8169641775485,12291.328787475168,223.0,0,42,52.0
75,75,735.0431450170789,12162.810140201018,225.0,0,42,52.0
76,76,679.5311097741702,12082.396021482118,227.0,0,42,52.0
77,77,687.7652302329022,12112.804751945989,227.0,0,42,52.0
78,78,690.311705150712,11971.59196591546,228.0,0,42,52.0
79,79,710.7447889694475,11866.52303754284,229.0,0,42,52.0
80,80,677.4864505460231,11773.74721858973,230.0,0,42,52.0
81,81,680.9361412902441,11665.179169529843,231.0,0,42,52.0
82,82,689.1293278313804,11660.70326030823,231.0,0,42,52.0
83,83,627.3453273047805,11688.719035659202,231.0,0,42,52.0
84,84,620.1607275623332,11576.083400625528,233.0,0,42,52.0
85,85,711.2800870862584,11516.241772876088,234.0,0,42,52.0
86,86,540.0837147189997,11527.985584232543,234.0,0,42,52.0
87,87,545.9117718583212,11450.792091192368,236.0,0,42,52.0
88,88,652.4491459381607,11419.117431976363,236.0,0,42,52.0
89,89,671.4950540083046,11441.292731974332,236.0,0,42,52.0
90,90,556.3592190854644,11429.16127431265,237.0,0,42,52.0
91,91,654.2198657900443,11384.541198970364,238.0,0,42,52.0
92,92,765.4312570199664,11354.812978082437,239.0,0,42,52.0
93,93,874.8060416085486,11302.104409998672,240.0,0,42,52.0
94,94,716.4799296999215,11289.118342261008,240.0,0,42,52.0
95,95,750.2740756941562,11225.288439970547,241.0,0,42,52.0
96,96,725.25220841294,11148.283695353106,242.0,0,42,52.0
97,97,751.2055503611349,11080.341094350902,243.0,0,42,52.0
98,98,771.3729432829051,10947.81743236425,245.0,0,42,52.0
99,99,841.0736576095082,10907.531560905523,246.0,0,42,52.0
100,100,928.150146898005,10907.031794284718,247.0,0,42,52.0
101,101,977.6247930883268,10923.45058858872,247.0,0,42,52.0
102,102,902.5463485880172,10790.700207607448,248.0,0,42,52.0
103,103,827.8619817641504,10714.09859462017,250.0,0,42,52.0
104,104,990.9195872914048,10727.23318408999,250.0,0,42,52.0
105,105,989.0056351650652,10667.333702961414,251.0,0,42,52.0
106,106,1020.567037017396,10559.680544470451,252.0,0,42,52.0
107,107,1019.6557053770086,10458.59746755178,253.0,0,42,52.0
108,108,1066.6531022479012,10472.70660152104,253.0,0,42,52.0
109,109,1079.936572367849,10376.30225986134,254.0,0,42,52.0
110,110,1134.2717133395354,10363.860242150397,254.0,0,42,52.0
111,111,1040.0443331175325,10380.600634388513,254.0,0,42,52.0
112,112,1046.1585446465192,10274.378271583031,255.0,0,42,52.0
113,113,1058.2138626172025,10195.890736572215,256.0,0,42,52.0
114,114,1053.7257889753807,10153.714736722097,256.0,0,42,52.0
115,115,976.3720631977648,10084.903583668083,257.0,0,42,52.0
116,116,1114.026120587804,10088.0147400721,257.0,0,42,52.0
117,117,1063.8091991252415,9954.14789460578,259.0,0,42,52.0
118,118,1078.7233670507037,9887.971474473525,262.0,0,42,52.0
119,119,1092.3602630139617,9780.253301785666,263.0,0,42,52.0
120,120,1047.488013816342,9690.836755321669,265.0,0,42,52.0
121,121,1056.4305938455218,9608.360472121038,266.0,0,42,52.0
122,122,1100.2668967061795,9611.27880190529,266.0,0,42,52.0
123,123,996.5818320215852,9595.31142196429,268.0,0,42,52.0
124,124,1144.1537033670825,9538.17391625894,268.0,0,42,52.0
125,125,1142.241414573636,9581.28546985495,268.0,0,42,52.0
126,126,1002.2508924139686,9661.873970924404,268.0,0,42,52.0
127,127,1131.976861496992,9530.23547509118,270.0,0,42,52.0
128,128,1121.064831549307,9482.04171675496,270.0,0,42,52.0
129,129,1193.8528747602777,9440.441695947871,271.0,0,42,52.0
130,130,1125.3985320881898,9429.147969190491,271.0,0,42,52.0
131,131,1228.4326237392995,9386.59555420412,273.0,0,42,52.0
132,132,1235.9262209107949,9292.1789372529,274.0,0,42,52.0
133,133,1199.6568628365585,9316.442608902922,274.0,0,42,52.0
134,134,1264.069959368784,9200.322343302973,276.0,0,42,52.0
135,135,1225.0642654536573,9125.326436395047,277.0,0,42,52.0
136,136,1139.056915036968,9060.339050170502,278.0,0,42,52.0
137,137,1331.1791371169777,9083.240546282284,278.0,0,42,52.0
138,138,1287.6807126950875,8984.600972405793,280.0,0,42,52.0
139,139,1310.5117332047996,9064.044035374583,280.0,0,42,52.0
140,140,1197.2798723078745,8975.135162747794,280.0,0,42,52.0
141,141,1378.013127135795,8941.032905709731,281.0,0,42,52.0
142,142,1310.6427289526682,8862.17090624422,282.0,0,42,52.0
143,143,1297.518751856412,8930.841299655594,282.0,0,42,52.0
144,144,1342.880448167772,8829.525031725994,283.0,0,42,52.0
145,145,1328.9594423664223,8793.721065005564,283.0,0,42,52.0
146,146,1310.871726312468,8723.67496925505,284.0,0,42,52.0
147,147,1368.5910882408723,8661.363432122163,286.0,0,42,52.0
148,148,1362.0028637538308,8579.0981403402,287.0,0,42,52.0
149,149,1306.7423304842075,8476.917583397064,288.0,0,42,52.0
150,150,1367.9115813461128,8424.1513556601,291.0,0,42,52.0
151,151,1389.602642373485,8303.06658633604,292.0,0,42,52.0
152,152,1402.8079286160596,8196.773778705707,295.0,0,42,52.0
153,153,1320.2761351212646,8245.587279501922,295.0,0,42,52.0
154,154,1469.1160643091482,8258.903348735457,298.0,0,42,52.0
155,155,1392.6894643350738,8151.868838212179,301.0,0,42,52.0
156,156,1360.3845362529942,8267.717836838903,301.0,0,42,52.0
157,157,1443.3241143578214,8128.621942856999,302.0,0,42,52.0
158,158,1335.4114461115353,8125.746678920903,302.0,0,42,52.0
159,159,1423.9033638148856,8035.149723125726,304.0,0,42,52.0
160,160,1460.3486540881947,7962.738470384703,305.0,0,42,52.0
161,161,1478.0432056981572,7948.814056405008,305.0,0,42,52.0
162,162,1409.0138806413709,7953.194631440969,305.0,0,42,52.0
163,163,1488.69681618575,8022.346627326236,305.0,0,42,52.0
164,164,1438.7846351373578,7872.002154549361,307.0,0,42,52.0
165,165,1381.149298900678,7796.891038392858,308.0,0,42,52.0
166,166,1416.4318992252313,7720.05919015118,309.0,0,42,52.0
167,167,1388.693848396509,7617.963725993184,310.0,0,42,52.0
168,168,1431.050036632476,7519.369858327579,311.0,0,42,52.0
169,169,1396.4044180365822,7440.955738257998,312.0,0,42,52.0
170,170,1362.3782994532305,7466.459896719462,312.0,0,42,52.0
171,171,1349.1131604900213,7350.301185108568,315.0,0,42,52.0
172,172,1330.2839368119703,7261.349000872435,316.0,0,42,52.0
173,173,1351.2926566824733,7132.426382650359,318.0,0,41,51.0
174,174,1388.7851859338418,7180.696577125214,318.0,0,41,51.0
175,175,1294.9378757677923,7103.029613093122,320.0,0,41,51.0
176,176,1324.5907417456472,7031.726331174939,323.0,0,41,51.0
177,177,1354.868385320964,6999.430870679793,323.0,0,41,51.0
178,178,1323.7021839954118,6914.607392376519,325.0,0,41,51.0
179,179,1423.244347058785,6825.862235064977,326.0,0,41,51.0
180,180,1356.3255595396274,6732.237874709921,327.0,0,41,51.0
181,181,1417.2558791173462,6720.153275130274,327.0,0,41,51.0
182,182,1335.8606397464291,6635.233618617561,328.0,0,41,51.0
183,183,1395.8809571446168,6610.160208083119,328.0,0,41,51.0
184,184,1347.530931281236,6510.55782149972,329.0,0,41,51.0
185,185,1445.8541217134914,6564.623187556355,329.0,0,41,51.0
186,186,1322.318904174925,6402.197938623182,330.0,0,41,51.0
187,187,1243.765656397031,6339.926750531632,332.0,0,41,51.0
188,188,1167.475890408913,6279.57535555197,333.0,0,41,51.0
189,189,1156.161897049238,6260.505162795927,333.0,0,41,51.0
190,190,1402.565975749868,6481.308352532462,334.0,0,41,51.0
191,191,1123.3354886628715,6187.9509423508935,334.0,0,41,51.0
192,192,1328.1779401755953,6455.175007442323,335.0,0,41,51.0
193,193,1089.9013676638135,6104.699283281318,335.0,0,41,51.0
194,194,1000.5530300078794,6014.551979553015,336.0,0,41,51.0
195,195,1050.6386411273145,5992.423430142443,336.0,0,41,51.0
196,196,975.545873673959,5892.527725048939,337.0,0,41,51.0
197,197,1435.2759453489757,6411.568959575004,338.0,0,41,51.0
198,198,974.860402457008,5787.361816552953,338.0,0,41,51.0
199,199,998.9769442814662,5752.086297000181,339.0,0,41,51.0
200,200,1519.297271696337,6325.845720437151,340.0,0,41,51.0
201,201,1424.5505178756075,6344.276987000848,340.0,0,41,51.0
202,202,977.00763266867,5655.96029457109,341.0,0,41,51.0
203,203,915.667699872074,5661.632548149569,341.0,0,41,51.0
204,204,898.826405267449,5795.0649250378,341.0,0,41,51.0
205,205,963.9154924311804,5666.828314507493,341.0,0,41,51.0
206,206,1524.6209356411068,6260.014240382902,342.0,0,41,51.0
207,207,1004.124155763902,5593.254010276759,342.0,0,41,51.0
208,208,1571.0649732823915,6172.011984188118,343.0,0,41,51.0
209,209,991.3045497835126,5487.572165370989,343.0,0,41,51.0
210,210,1506.01091300525,6092.66253771719,344.0,0,41,51.0
211,211,1556.0706857571254,6086.09946292105,344.0,0,41,51.0
212,212,892.7278129753267,5457.461888067146,344.0,0,41,51.0
213,213,922.5901109810944,5412.625555194503,344.0,0,41,51.0
214,214,1476.0796120670177,6049.72394900881,345.0,0,41,51.0
215,215,1529.524168789632,5977.474973890117,346.0,0,41,51.0
216,216,1595.9784453617262,5867.632622841949,347.0,0,41,51.0
217,217,1652.3443607559273,5941.293245233412,347.0,0,41,51.0
218,218,1719.9344938268891,5853.643325042702,348.0,0,41,51.0
219,219,831.3282031791596,5350.852587186073,349.0,0,41,51.0
220,220,982.8183732175562,5445.527233630452,349.0,0,41,51.0
221,221,1793.6915271419837,5759.603725511776,350.0,0,41,51.0
222,222,844.0010387437087,5333.192865548114,350.0,0,41,51.0
223,223,794.9715593788105,5323.142657382594,350.0,0,41,51.0
224,224,1685.0890588973134,5722.083778270198,351.0,0,41,51.0
225,225,1733.4783957404074,5691.248902198,351.0,0,41,51.0
226,226,892.2393095064147,5280.127126616146,352.0,0,41,51.0
227,227,1754.0353890544045,5616.180704645745,353.0,0,41,51.0
228,228,972.7004785386262,5193.018506024201,353.0,0,41,51.0
229,229,811.498738396637,5279.506811602103,353.0,0,41,51.0
230,230,866.4360161218468,5169.614934035807,353.0,0,41,51.0
231,231,889.4534356313967,5172.130738684836,353.0,0,41,51.0
232,232,1729.5126540719837,5534.918773308815,354.0,0,41,51.0
233,233,1620.7857593522128,5453.342207505803,355.0,0,41,51.0
234,234,879.1561085122795,5063.616141199805,355.0,0,41,51.0
235,235,1594.6279033223889,5374.123920373509,357.0,0,41,51.0
236,236,1580.476551904308,5360.8007775186215,357.0,0,41,51.0
237,237,777.6114500184228,5039.644635563315,357.0,0,41,51.0
238,238,834.7889714138641,4930.182497210083,357.0,0,41,51.0
239,239,931.1385519765114,4954.966711999617,357.0,0,41,51.0
240,240,1599.9786879768935,5273.960530954497,358.0,0,41,51.0
241,241,782.9170952086035,4894.789792748885,358.0,0,41,51.0
242,242,827.1001346897501,4793.091871822632,359.0,0,41,51.0
243,243,683.160223855536,4822.993602254041,359.0,0,41,51.0
244,244,715.7207273433236,4720.088864237674,360.0,0,41,51.0
245,245,668.6870308232534,4719.4965813960725,360.0,0,41,51.0
246,246,684.7341457131291,4740.948425934676,360.0,0,41,51.0
247,247,778.0893750501937,4726.267346849117,360.0,0,41,51.0
248,248,1612.9687356158545,5237.82820499302,361.0,0,41,51.0
249,249,1548.2865649061457,5198.272823551477,361.0,0,41,51.0
250,250,1590.955599864403,5102.967387853313,362.0,0,41,51.0
251,251,1503.4641350930572,5049.247801415413,363.0,0,41,51.0
252,252,721.6487830397867,4616.505393087698,363.0,0,41,51.0
253,253,1540.9374852720175,4939.074519075271,364.0,0,41,51.0
254,254,1545.8217278448385,4834.661007462002,365.0,0,41,51.0
255,255,1518.0661580792987,4818.9323446736125,365.0,0,41,51.0
256,256,752.6854873118709,4548.3759390205,365.0,0,41,51.0
257,257,703.6886081950964,4508.663014201691,365.0,0,41,51.0
258,258,750.353437692374,4505.037063170728,365.0,0,41,51.0
259,259,1507.4462053818293,4723.425021505655,366.0,0,41,51.0
260,260,1408.4002707263778,4773.831102855414,366.0,0,41,51.0
261,261,1471.3967381367058,4760.719592243147,366.0,0,41,51.0
262,262,1414.2951151541315,4685.040260323811,367.0,0,41,51.0
263,263,796.3588023734353,4484.578288507086,367.0,0,41,51.0
264,264,639.5618141217426,4545.319575151594,367.0,0,41,51.0
265,265,1352.6814824810656,4645.217445503226,368.0,0,41,51.0
266,266,1286.6157823517756,4684.929024257137,368.0,0,41,51.0
267,267,1385.120962684491,4609.737453505764,368.0,0,41,51.0
268,268,660.5300276933497,4581.691871493404,368.0,0,41,51.0
269,269,1248.5045403199456,4582.803488610782,369.0,0,41,51.0
270,270,689.6958482991171,4493.169042669764,369.0,0,41,51.0
271,271,1285.0175768948293,4496.159363917974,370.0,0,41,51.0
272,272,677.9631316793987,4413.180665478824,370.0,0,41,51.0
273,273,1174.6069661808433,4446.887053277699,371.0,0,41,51.0
274,274,637.1239784232263,4367.502579165983,371.0,0,41,51.0
275,275,693.0881174583868,4338.90208863183,371.0,0,41,51.0
276,276,1151.1604615840042,4368.593736526767,372.0,0,41,51.0
277,277,585.439214723898,4245.174124989508,372.0,0,41,51.0
278,278,647.236164651806,4233.697958419239,372.0,0,41,51.0
279,279,1142.331934162291,4306.339520825302,373.0,0,41,51.0
280,280,1200.081626073417,4298.8678805694,373.0,0,41,51.0
281,281,550.8790529876816,4165.758280046169,373.0,0,41,51.0
282,282,529.0764001716318,4198.223044905704,373.0,0,41,51.0
283,283,1241.6537813281902,4233.322063270754,374.0,0,41,51.0
284,284,1178.678377632793,4182.512072217643,374.0,0,41,51.0
285,285,599.3118639341768,4081.767855047206,374.0,0,41,51.0
286,286,1133.7926362248718,4139.147156077103,375.0,0,41,51.0
287,287,1157.2482680579446,4063.4428331541694,376.0,0,41,51.0
288,288,664.5098401328938,4023.8031003102415,376.0,0,41,51.0
289,289,1143.5116453130108,3989.44030784052,378.0,0,41,51.0
290,290,1227.544755914832,4005.862511303151,378.0,0,41,51.0
291,291,646.6723332451568,3935.803512517773,378.0,0,41,51.0
292,292,1184.5404602080853,3870.9798737613455,379.0,0,41,51.0
293,293,1262.6471090242796,3971.152015078697,379.0,0,41,51.0
294,294,570.7990727060374,3918.844894604601,379.0,0,41,51.0
295,295,467.1241274010302,3913.138767523712,380.0,0,41,51.0
296,296,474.80322518931376,3887.074185686795,380.0,0,41,51.0
297,297,1206.1020725529274,3813.4725427179633,381.0,0,41,51.0
298,298,1267.4772604524464,3841.1922103381353,381.0,0,41,51.0
299,299,432.8338963509144,3832.796152841519,383.0,0,41,51.0
300,300,413.12051245965085,3859.2192171250513,383.0,0,41,51.0
301,301,1270.408479000305,3752.291000345874,384.0,0,41,51.0
302,302,1251.2353765783714,3752.972127904943,384.0,0,41,51.0
303,303,1158.2269993387918,3728.030437514705,384.0,0,41,51.0
304,304,1250.8296866948642,3683.2292690157024,385.0,0,41,51.0
305,305,1268.2095218786003,3633.968388731437,385.0,0,41,51.0
306,306,1259.8422161676635,3635.252122223685,385.0,0,41,51.0
307,307,1263.7299433606468,3636.028548364532,385.0,0,41,51.0
308,308,348.5993720974361,3841.06758148046,385.0,0,41,51.0
309,309,387.3683341187307,3737.802072345538,386.0,0,41,51.0
310,310,299.151114875119,3735.987492561299,386.0,0,41,51.0
311,311,300.7412809123696,3752.2460165275393,386.0,0,41,51.0
312,312,319.889595836581,3660.221370515388,387.0,0,41,51.0
313,313,326.223734158814,3646.275602622688,387.0,0,41,51.0
314,314,257.7696920216489,3567.421591779516,388.0,0,41,51.0
315,315,1242.1692347539506,3555.7622773215585,389.0,0,41,51.0
316,316,1232.6611132977855,3462.02831173377,390.0,0,41,51.0
317,317,362.628079670854,3513.838309821052,390.0,0,41,51.0
318,318,134.45733844597942,3561.676318037209,390.0,0,41,51.0
319,319,1173.9436428509005,3391.513985041447,391.0,0,41,51.0
320,320,1284.022898745341,3383.9729524668014,392.0,0,41,51.0
321,321,1113.3663992123709,3324.308674655483,392.0,0,41,51.0
322,322,1307.3699177432247,3367.2825493071828,393.0,0,41,51.0
323,323,253.32434407617257,3441.084889107012,393.0,0,41,51.0
324,324,243.87080499660783,3429.1892759215825,393.0,0,41,51.0
325,325,150.9939600660038,3352.758029517825,394.0,0,41,51.0
326,326,1326.1356882155408,3284.6662186579297,395.0,0,41,51.0
327,327,1326.1775585493365,3264.0425574314663,395.0,0,41,51.0
328,328,49.037905161255935,3333.1424508005284,395.0,0,41,51.0
329,329,126.3119402483038,3261.771600393656,395.0,0,41,51.0
330,330,96.39764770738483,3263.687096750737,395.0,0,41,51.0
331,331,184.77947307913664,3287.834584925266,395.0,0,41,51.0
332,332,188.95713907856933,3240.4759302033285,395.0,0,41,51.0
333,333,140.75404367828622,3239.5995556450557,395.0,0,41,51.0
334,334,1232.6984450911148,3220.251089396506,396.0,0,41,51.0
335,335,1412.4572662254538,3173.886167107916,396.0,0,41,51.0
336,336,1253.4907841178572,3283.5968791807004,396.0,0,41,51.0
337,337,1122.4002805734392,3330.580922680057,396.0,0,41,51.0
338,338,1252.361683327931,3171.406173192358,397.0,0,41,51.0
339,339,1167.8282100762651,3244.4155763359354,397.0,0,41,51.0
340,340,161.8480356518656,3179.84205311071,398.0,0,41,51.0
341,341,1057.458049692979,3244.4825718725183,398.0,0,41,51.0
342,342,1080.513282117179,3182.7062446345026,398.0,0,41,51.0
343,343,1293.630088366458,3064.6796797643287,399.0,0,41,51.0
344,344,123.87716817265618,3119.529791398344,399.0,0,41,51.0
345,345,110.60500795725306,3119.1452638225114,399.0,0,41,51.0
346,346,82.57675534648911,3113.533740989076,399.0,0,41,51.0
347,347,1306.5976251141974,2994.6409695927846,400.0,0,41,51.0
348,348,1358.758826514343,2925.86963744387,400.0,0,41,51.0
349,349,119.57160427735305,2999.0502505765307,400.0,0,41,51.0
350,350,1247.2804907883358,2908.565818869122,401.0,0,41,51.0
351,351,1126.4707266991325,3146.445151822364,401.0,0,41,51.0
352,352,1313.347563829185,2864.7960708765168,402.0,0,41,51.0
353,353,1287.0630807740995,2829.678317523521,402.0,0,41,51.0
354,354,194.00904631540752,2948.778911410486,402.0,0,41,51.0
355,355,107.07183186096272,2920.0734411488297,402.0,0,41,51.0
356,356,144.9195960070932,2848.228454726517,403.0,0,41,51.0
357,357,186.37399768450464,2878.457951930075,403.0,0,41,51.0
358,358,178.0790732751402,2836.7026950248014,403.0,0,41,51.0
359,359,137.73915123696435,2830.8695341835587,403.0,0,41,51.0
360,360,197.77001437467837,2831.720307034091,403.0,0,41,51.0
361,361,1039.6226306055255,3124.788469211713,403.0,0,41,51.0
362,362,81.54353764838152,2871.1380088162678,404.0,0,41,51.0
363,363,186.387546131122,2765.8583053943,404.0,0,41,51.0
364,364,942.0125158981404,3050.000135022217,404.0,0,41,51.0
365,365,1423.9538684327931,2820.406188603796,405.0,0,41,51.0
366,366,866.7271930245133,2988.1389911643137,405.0,0,41,51.0
367,367,112.0734610872528,2768.3801637527595,406.0,0,41,51.0
368,368,149.8026538906415,2706.3652103340683,406.0,0,41,51.0
369,369,868.6721198529657,2879.9559096677567,406.0,0,41,51.0
370,370,1465.245203026003,2733.8787434705177,407.0,0,41,51.0
371,371,149.72904998450304,2648.6194790505647,407.0,0,41,51.0
372,372,770.7341711163955,2833.71749995072,408.0,0,41,51.0
373,373,148.04426131958888,2541.1647109424603,409.0,0,41,51.0
374,374,673.8922138488501,2821.4824328119184,409.0,0,41,51.0
375,375,1516.9420465777544,2667.842423352566,410.0,0,41,51.0
376,376,178.08668711736868,2632.699202612272,410.0,0,41,51.0
377,377,31.077975400586222,2498.8006389781085,410.0,0,41,51.0
378,378,1596.1620971430918,2645.4501734408245,411.0,0,41,51.0
379,379,76.17239900952585,2437.1864788013054,411.0,0,41,51.0
380,380,574.5183701712465,2811.1811715434637,411.0,0,41,51.0
381,381,1563.3716010274711,2556.766479355585,412.0,0,41,51.0
382,382,14.529996552924253,2320.448868462288,412.0,0,41,51.0
383,383,510.57272893754526,2791.8671371306414,412.0,0,41,51.0
384,384,450.8763991836988,2720.637301150415,413.0,0,41,51.0
385,385,411.2411266415052,2776.367650723153,413.0,0,41,51.0
386,386,1609.5809500497508,2497.6046518094536,414.0,0,41,51.0
387,387,1597.8476457392694,2470.4561507745475,414.0,0,41,51.0
388,388,1631.4906734005212,2440.9706688698507,414.0,0,41,51.0
389,389,404.3464375996592,2656.8315496632104,414.0,0,41,51.0
390,390,384.94134353110746,2661.1375715073145,414.0,0,41,51.0
391,391,-33.27124874501494,2244.252198954605,415.0,0,41,51.0
392,392,299.825685118507,2617.431062833304,415.0,0,41,51.0
393,393,1537.8540419685817,2430.7205330817264,416.0,0,41,51.0
394,394,-111.19024846515596,2297.813666359983,416.0,0,41,51.0
395,395,329.26245884450964,2502.08103518716,416.0,0,41,51.0
396,396,-195.7614759720358,2282.981426022895,418.0,0,41,51.0
397,397,1573.1691783846672,2343.0909589654398,419.0,0,41,51.0
398,398,1464.4386602181205,2353.2534716904265,419.0,0,41,51.0
399,399,1509.4755237302145,2340.866099094689,419.0,0,41,51.0
400,400,-284.5438368293247,2238.932526231737,419.0,0,41,51.0
401,401,261.261215139338,2418.761286259149,419.0,0,41,51.0
402,402,1633.0361664110578,2346.904350272712,420.0,0,41,51.0
403,403,-368.0301573903052,2179.593923315953,420.0,0,41,51.0
404,404,-336.0743981107579,2213.6012456100416,420.0,0,41,51.0
405,405,180.75334598048607,2355.339047935036,420.0,0,41,51.0
406,406,339.3539295260008,2421.148996307703,420.0,0,41,51.0
407,407,161.2847635959323,2469.378074683644,420.0,0,41,51.0
408,408,1697.6025276993207,2325.435538455377,421.0,0,41,51.0
409,409,-408.4303082162469,2095.5056613397774,421.0,0,41,51.0
410,410,177.66124509147443,2300.057568173302,421.0,0,41,51.0
411,411,1716.148452886675,2204.27576392793,422.0,0,41,51.0
412,412,1740.027256048545,2190.830086171526,422.0,0,41,51.0
413,413,-408.38776201318126,1959.667045407228,422.0,0,41,51.0
414,414,-496.46598962146754,2046.447584820131,422.0,0,41,51.0
415,415,-380.6235639654415,1958.9608223400876,423.0,0,41,51.0
416,416,132.7073283257442,2249.9174517050096,423.0,0,41,51.0
417,417,155.84159295221818,2192.4771527947046,423.0,0,41,51.0
418,418,119.9076800707666,2240.1861273541053,423.0,0,41,51.0
419,419,45.24336480772601,2201.656145479312,424.0,0,41,51.0
420,420,1762.7883073875364,2115.9110755788697,425.0,0,41,51.0
421,421,-483.4892955720129,1940.020998973104,425.0,0,41,51.0
422,422,-426.0572878835205,1895.470118466836,425.0,0,41,51.0
423,423,-53.72508970693478,2126.6147912046195,425.0,0,41,51.0
424,424,-137.13263092952332,2081.602496157848,426.0,0,41,51.0
425,425,-279.7807987038419,2042.372130084569,427.0,0,41,51.0
426,426,1840.5681921003404,2041.8334482724772,428.0,0,41,51.0
427,427,-395.305022588792,2013.441944469019,428.0,0,41,51.0
428,428,1938.9061742281435,2046.0169227589747,429.0,0,41,51.0
