frame,x,y
194,9060.57108490699,3099.914674245952
194,7431.682810555401,3829.3150572151376
196,7076.741070190161,-1599.1808744490045
212,7874.960440615758,-1647.9453084202737
213,7309.599500904445,-1824.4330430983448
226,8546.342501019677,1288.061312943808
231,180.7292218796518,-1815.2244768544888
234,8663.188222614846,3256.8819880118094
235,6143.123607885187,921.242136412383
250,3803.415987350232,4092.7024165840457
251,8712.708662750587,2317.1351969633533
256,8629.289740350572,3067.7718657788937
260,2381.9150043922,-2556.0825818945077
269,4311.0247593342265,3861.902710009138
284,1124.4055653714531,5451.987039627607
284,4633.039171964359,3753.452229295845
291,6431.949890814456,-877.6806445683537
103,118.7351979909772,2141.249201618363
110,-364.8262196363935,3119.939321561682
110,1349.2999042416004,186.8502893685211
112,3467.3054157827914,2561.8933689420023
115,128.6855129247651,2311.924300773238
116,-47.70698649825408,2672.381905482967
116,-60.68888198261084,3772.916664408213
118,246.493685580836,1518.2678330546944
118,-248.09569571955603,-236.66395955866392
118,2206.5894449014663,1925.5495948309333
120,57.347264240008826,2490.211373897025
122,-313.8905737739062,4127.994478927377
122,3498.4741772227526,304.5066226023281
123,-272.6999553012183,3714.62647203902
123,-63.95352866336589,-191.0421787851637
123,-985.2391616235554,2900.3562363534998
125,-743.3635509682103,4095.8677273542767
126,-742.1916456587699,3277.0414957109992
126,1392.766611150124,4424.194085089497
126,-897.4797732241295,2363.786970786628
127,2745.8508957963527,7384.504517557083
127,-684.2449569117259,4105.315000996026
128,1180.7937543095327,1621.713824362967
128,-468.3443199675478,-597.1715719050449
128,1050.7865581195442,1173.61123742896
129,-963.7018564180868,2580.356185770325
129,261.5096237572993,2608.856967333297
129,-1309.9481229973362,5585.711473641799
130,758.0766595154356,332.07026909774584
130,-769.0413052916056,5988.9891557999
131,-477.0876306235944,601.3924387729645
131,1974.6839848952104,2493.789139867331
132,508.9616255272558,1328.336062245559
133,2624.757879248768,-507.4438420113536
133,-501.67675287416137,2679.324318682293
133,-783.6792093894564,-354.2578508419733
133,168.2212708974548,2415.39983971228
134,-1302.2738283160538,4451.82435665717
134,665.3854434178502,401.4721113266321
135,247.40336584488705,-111.3874770733862
137,-758.4333375359283,750.6962816006392
137,-2.962627137256049,2589.473993121897
137,-1326.1090453494514,3823.688391372942
138,1738.9764756802638,3171.866521704997
139,-1278.5248210806594,6426.531351204394
139,-243.21227737563368,-293.3450596534053
139,1472.468846287724,3043.0217669498634
139,29.52485744104706,4059.6127100742906
139,4995.417911660941,1506.126629765075
140,-126.90879522857269,-706.4621930598032
141,-736.0943072203231,4641.18224296939
141,-64.34563650773498,337.33148179189493
141,-450.1523106386235,1209.4613587501071
142,213.1286137349048,3149.2643820842814
142,76.67166357356155,-1381.2026497777977
142,2922.7046954953066,4424.3070442419685
142,1424.921134065894,-1708.8039334779894
144,-1878.2363455086431,4837.258941648967
144,-1855.88448787382,7082.05245528729
144,-15.525950568733052,1363.95074554408
144,2112.059625712375,-1895.4976296675868
145,-416.2671522487158,2330.18067694574
145,-417.633757220045,2111.940624228824
145,3207.245717330294,-1441.36051858238
145,-922.281414122288,-726.6784081645874
145,-772.1324990984244,2478.7932379947592
146,-799.2288144566073,2333.8293963300425
146,-377.2097032468682,-648.2698772393633
146,-650.7311449625713,3614.7093951048855
147,-1118.5605189814655,4124.315261899599
147,238.41967558052735,2556.565801107554
147,-213.61446466596132,-1384.7713461028964
147,-1054.958912267643,5106.354043699063
147,1271.6537906377555,-897.6607059213316
147,568.8810276298154,4236.956915616562
148,-560.897850395233,3246.240536598169
148,-518.166453180369,5622.46373472965
151,-1962.4148254103188,4618.640696682961
151,5248.328426902808,1302.4811483508463
152,782.1535266254991,1698.9528396050082
153,-1149.0646090459632,5309.918988372643
154,104.58396711387468,2328.181943836207
154,4061.6988834395856,-319.0536949617704
154,-677.1415612092992,6098.55318337781
155,-10.322906580766812,1822.9053693747287
155,-817.2728079663443,1535.314249228275
156,3601.96060994924,-3326.0906491424794
157,360.6771038208298,1267.4113294318645
157,-675.4082432315085,2222.635759536261
157,2252.2640459240297,3500.876066198457
157,2824.4540258338566,198.50952453796023
157,229.78999066951496,2492.819319567121
157,2241.3517502655177,1533.7994675465447
157,975.5519297688534,1562.13757781784
158,-1184.4916788293667,4307.162365484344
158,-438.71011055644703,6750.211045186619
158,1805.35691827016,6525.467196335086
158,-989.3998006675968,-904.1337648527106
159,1577.6581948894325,343.1697668571473
159,2477.319511302303,7387.103014485905
159,-30.473261006196253,-610.6351933853773
160,157.11663484458302,152.89956321120928
160,1395.334794163196,1713.4045208719083
160,148.94320782719933,826.8864543412969
