x_ratio,y_ratio,ratio_sym,x_dist_ratio,y_dist_ratio,N,Area,Density,Cut_distance,Mean_k,Median_k,k_max,L_s_d,L_s_path,L_s_step,L_s_mean,L_s_median,L_l_max,L_s_effectiveness,L_s_ratio,L_l_d,L_l_path,L_l_step,L_l_mean,L_l_median,L_l_effectiveness,L_l_ratio,Ls_ll_d_ratio,Ls_ll_path_ratio,State_diff,mu_1,sig_1,w_1,mu_2,sig_2,w_2,mu_3,sig_3,w_3,mu_4,sig_4,w_4,Variance,Circularity,Convexity,Circ_inertia,Sph_value,Pearson,Spearman,Clust_nr,Ligand,FW
0.9558011049723757,0.6464088397790055,1.1538631376427857,0.9557148913388219,0.5525013220079609,362,3795694.212633566,9.537122321263957e-05,726.3084805845542,30.740331491712706,30.0,47,16203.833912137652,21240.854690631182,263,80.76370604802729,84.73394058911973,141.9980286303135,61.611535787595635,0.7628616714413458,16203.166864207353,21314.661886029673,264,80.73735562890025,84.48216000276345,80.73735562890027,1.31546271569378,1.0000411677504706,0.9965372570396311,8.683747177374975,16.148373374393024,3.0823923574586356,0.039551454854175376,25.85416116087087,2.1082141785900443,0.33530701629265697,32.14508531567113,2.7651879113285447,0.4921337732751009,42.19961490651795,2.0539692544725634,0.13300775557806688,0.5622684164959317,0.02336024851057758,0.408691611354063,0.07007387918113955,0.23496433063746208,0.5682918336793206,0.5325223895340667,45.0,Fib_sim,Fib_25_01310_8_CLF
0.8571428571428571,0.6171428571428571,1.0562003520513847,0.9132578801419866,0.7542336709584688,175,1557477.6172653518,0.00011236116529704502,669.3856840336634,27.65714285714286,28.0,38,7637.360719643627,9928.4262900379,132,75.21535068210532,81.33737708914455,442.83387688990206,57.85879333063354,0.7692418210635145,7146.3847796943855,10231.370818916977,130,78.70285245320754,82.46177215273293,78.70285245320751,1.4316848496582801,1.0687027014476316,0.9703906217220709,4.768805518787537,18.894254461239083,3.226749437608605,0.08454627150941614,23.7097394081009,2.063937529321558,0.18376476681255652,27.485571699497495,1.7384198623522715,0.45316362914285435,33.20067101760169,2.13072780394437,0.278525332535173,0.2540066832600605,0.0573461600099529,0.5182497989723017,0.1276337088693944,0.3623057461478971,-0.6610638110954474,-0.6810725481415136,49.0,Fib_sim,Fib_25_01310_8_CLF
0.9164420485175202,0.5606469002695418,1.0743328046154201,0.8563093602158838,0.709785705275345,371,3944676.6016235827,9.405080250363255e-05,728.5436416452608,32.07008086253369,30.0,56,11225.098093749502,14368.039158309537,181,79.3814318138649,80.35549674195224,157.14166819807002,62.0171165400525,0.7812546980189455,11225.098093749502,14368.039158309542,181,79.3814318138649,80.35549674195224,79.38143181386488,1.2799923028120468,1.0,0.9999999999999997,8.484278402189597,20.936119734123608,4.7720950118973215,0.15587418258529884,28.924661462929688,2.3149711747698896,0.4910277904128194,34.46713035909627,2.251066317972593,0.14896887185299668,46.3889549406924,4.185754977388804,0.20412915514888508,1.0523124543771776,0.06289037507925183,0.3156740341951343,0.03887777003061264,0.0912824312319553,0.011133991231353864,0.13540820187198763,35.0,Fib_sim,Fib_25_01310_8_CLF
0.9227053140096618,0.5869565217391305,1.0935735251521805,0.8794074242402462,0.6207106593720054,414,7847125.046750896,5.2758175450691565e-05,918.09462588414,39.41545893719807,38.0,65,12329.604067134951,16168.370029611788,210,76.99223823624659,80.22790248843224,607.0208046257836,58.712400319690246,0.762575574690196,11393.748864593323,18435.515284804984,213,86.55171495213611,75.6215525090528,86.55171495213608,1.618037706807311,1.0821376013868313,0.8770229516143856,15.755504143029327,3.798041252596429,2.71739087734231,0.025641481457135965,35.80307381294871,9.31847593451664,0.2939783634975343,37.87760799324539,2.386857729160452,0.4512467562028213,51.06455368168441,6.791792767342308,0.22913339884250844,1.071875730599723,0.0983088192691767,0.3678617264391977,0.353994879206645,0.1870724235788241,-0.002214498164733317,-0.15461792427103935,31.0,Fib_sim,Fib_25_01310_8_CLF
0.9681818181818181,0.9363636363636364,1.3469049307809307,0.5373383788315389,0.8598549336709834,220,3167902.7708344166,6.9446575831004e-05,873.3855263238145,39.92727272727273,37.0,64,8648.070103582593,11490.350917449008,152,75.59441393058557,81.0955138654234,640.7325273681441,56.89519804988548,0.7526375970336827,7644.349336344806,11513.462890393548,140,82.2390206456682,81.61562723607511,82.2390206456682,1.5061403376286284,1.1313023153541177,0.9979926132420313,15.204118527397979,11.435185306751317,10.286261104035344,0.06228725987323669,34.82693530151029,2.429239326877094,0.461534859115401,41.101898636384654,4.03170623417839,0.2523332320585646,57.04754088894525,4.504194776960879,0.2238446489527977,1.3531422936154471,0.1584097173245722,0.648848863065104,0.1147246051910185,0.1422102229913119,0.89514879448897,0.9575472070234358,68.0,Fib_sim,Fib_25_01310_8_CLF
0.6268656716417911,0.582089552238806,0.8554465600541552,0.5460073480562524,0.5757124045759996,201,35931423.4385164,5.59398934873645e-06,1722.0909143770725,31.064676616915424,31.0,56,15533.203006592612,22259.786866039456,66,337.2694979702946,321.3058792750684,1380.7187402377847,235.35156070594866,0.6978145433319837,12207.647945860625,25960.90266542753,77,337.1545800704873,305.5355572089465,337.1545800704874,2.126609710614268,1.2724157082085266,0.8574350111363078,11.640989617621855,5.916896634755444,3.802786698417062,0.02875738460774211,18.068206858947935,3.260289977843753,0.18747772035950533,27.02730298187306,3.5488579475429667,0.325914686241434,40.839865487621005,5.998219070286948,0.4578502087913186,0.49416133033489024,0.11504730305073037,0.5956023970735884,0.4004117167743148,0.4042250216409359,0.560407809080167,0.5672410226097238,15.0,Fib_sim,Fib_25_01310_8_CLF
0.9395161290322581,0.5846774193548387,1.106588560132081,0.9470364667081729,0.6669922367832078,248,6545012.502881763,3.789144786061231e-05,918.5563090649571,35.12096774193548,37.0,45,11282.084482434897,14582.82362587208,174,83.80933118317287,83.88690773030753,788.8730022767395,64.83956599100516,0.7736556905494498,10973.135823327946,15073.825630710511,171,88.15102708017842,85.02703852650131,88.15102708017842,1.373702638280012,1.0281550018227381,0.9674268485739883,11.131471606879218,8.662194109556266,5.367022026516719,0.037477459622155825,26.71109232768042,3.641628892812966,0.21416791266545002,36.805225539630825,2.7927238175514684,0.45656276020289716,42.056608930193924,1.3393678648467626,0.2917918675094969,0.6809244009890006,0.08701708369634081,0.6133211418848532,0.07278930202174731,0.2730507816534852,-0.17912029934476234,-0.41739899391217733,61.0,Fib_sim,Fib_25_01310_8_CLF
0.5316455696202531,0.5443037974683544,0.7608637431467705,0.5700430565129402,0.5802832445129467,79,1158824.817662889,6.817251304586896e-05,659.9006515472121,23.265822784810126,24.0,30,3635.8394085667055,4521.959730769632,54,83.73999501425243,84.70397873881157,139.6253475300265,67.33035941790196,0.8040406427829666,3618.90747948079,4625.81510761455,55,84.10572922935543,85.42009816011306,84.10572922935545,1.2782352502358592,1.004678740526504,0.977548740183333,3.559520493575287,17.186301986553783,4.050896961553166,0.2850895518581313,23.03780612524661,0.7535353616826845,0.2394591864214233,24.999999999999996,0.001,0.13920773400269032,27.864863467279644,1.1106169341296503,0.33624352771775506,0.4917500806335514,0.16172193802623938,0.5205571292233009,0.2395803046739043,0.3575273228224733,0.9625059360279375,0.9695228821811102,8.0,Fib_sim,Fib_25_01310_8_CLF
0.9562043795620438,0.9693430656934306,1.3615993516822678,0.8787776039884351,0.8950474812552344,685,9580871.534733828,7.149662716138594e-05,672.8860824245502,40.42919708029197,34.0,87,14149.943233344882,17759.903150462735,213,83.37982699747762,79.44821749407288,654.597890480618,66.43165837251118,0.7967353827025913,8500.99403830888,20157.872948826305,258,78.13129049932682,77.02856844643689,78.13129049932677,2.371237158617788,1.6645045473011248,0.8810405341649307,22.480113153456188,1.2094752832168687,1.4801404263440483,0.02523315199194191,27.81824611552287,6.390536519218048,0.568454600694346,51.05112715162357,5.348747982213473,0.18796812374939223,68.64981474358542,7.629337646958693,0.2183441235643199,1.8806060141356713,0.1623054131719129,0.48716845849672225,0.2969032871904118,0.016442786180843924,-0.3452414950947093,-0.12907686316939376,67.0,Fib_sim,Fib_25_01310_8_CLF
0.6650717703349283,0.7751196172248804,1.0213377897166445,0.6265762746536118,0.5842327323828285,209,6116099.417049205,3.417210639470522e-05,850.9387145169297,41.73205741626794,45.0,54,6962.276346459276,8975.007952283811,113,79.42484913525495,83.44414549421757,423.1463589147798,61.61306501291395,0.7757404097550278,6111.848913708669,10022.212468226015,116,86.39838334677596,83.77487040504309,86.39838334677599,1.639800428598052,1.1391440535846897,0.8955116428371266,10.73012773314043,14.263398569714441,7.355219843953124,0.04954440195655454,25.131443927378076,2.891949250419929,0.11394670954812453,35.47585438967207,2.0561479729029246,0.06351479723419867,46.45378176913573,3.4975078022430175,0.7729940912611222,0.4042705720221708,0.08160272536949939,0.5493254834285546,0.118547214307006,0.3363012127707223,-0.26249041974861864,-0.29227351595772655,63.0,Fib_sim,Fib_25_01310_8_CLF
