,N,Area,Density,Cut_distance,Mean_k,Median_k,k_max,L_s_d,L_s_path,L_s_step,L_s_mean,L_s_median,L_l_max,L_s_effectiveness,L_s_ratio,L_l_d,L_l_path,L_l_step,L_l_mean,L_l_median,L_l_effectiveness,L_l_ratio,Ls_ll_d_ratio,Ls_ll_path_ratio,State_diff,mu_1,sig_1,w_1,mu_2,sig_2,w_2,mu_3,sig_3,w_3,mu_4,sig_4,w_4,label,Umap_label
0,272.0,8747.054186194111,0.031096183264682463,23.805310664180745,43.411764705882355,42.0,82.0,161.00139818835154,287.98184007426005,56.0,5.14253285846893,3.8716627491440256,21.044482608420786,2.875024967649135,0.5590678847903574,66.99343789644266,453.44383086092,99.0,4.580240715766868,3.800477112385285,4.580240715766869,6.768481288597936,2.403241320996615,0.6350992570071808,20.03413743157039,15.995760132784264,7.290553202721947,0.22621555698688253,37.03510094855258,7.163307845237,0.36638958442213204,58.324560831300445,5.480936658961324,0.2688257531019007,76.09817242749543,3.928777344211063,0.1385691054890847,10,1
0,109.0,8066.275160950703,0.013513052533550455,39.151476465657105,50.89908256880734,65.0,78.0,194.80599275618673,381.8143803399548,44.0,8.67759955318079,6.127305507006419,33.70791180348722,4.427408926276971,0.5102112512963445,194.80599275618673,381.8143803399548,44.0,8.67759955318079,6.127305507006419,8.67759955318079,1.9599724574070065,1.0,1.0,22.073460760088224,9.12786301936484,4.279546111319008,0.25538748083707435,44.79213270715008,11.697167976322662,0.1535672771045144,67.63001707445068,4.1513650819977554,0.3685932868881184,75.34824529962951,1.714149448730452,0.2224519551702929,11,1
0,103.0,4836.194433968161,0.021297737592300883,36.36761061639387,38.077669902912625,45.0,64.0,179.66898517180394,354.3003826817581,53.0,6.6849128807878895,5.27773430068317,32.842891023965215,3.3899808522981876,0.5071092043758455,167.32309565995646,389.1280087439823,59.0,6.595389978711564,5.156043266302537,6.595389978711565,2.325608471497506,1.0737847304530959,0.9104982800527776,15.086918851748878,7.159091689595506,3.944216753475937,0.15739640310563272,20.40067180677245,3.0252964266310114,0.0520338225065586,30.867029043836915,3.2467392065912857,0.25760982184875125,52.41984824484214,4.5820363727559075,0.5329599525390574,12,1
0,104.0,12502.183113332889,0.008318547173500421,42.9280235162173,27.557692307692307,28.5,43.0,179.36150264251873,217.19400680103328,22.0,9.87245485459242,6.616004268736854,28.35762556435293,8.152795574659942,0.8258123936487249,31.326487331815496,387.1673126115894,49.0,7.901373726767129,6.3575894628712355,7.9013737267671305,12.35910392731388,5.725554248795631,0.5609822929936359,9.709382260668379,5.401619125732692,3.3416492616375946,0.03673814037418576,18.337247536135983,3.3153121360121762,0.1610771778850943,26.790982898424524,3.1933297121481115,0.42561142864637996,34.52976590773783,3.4861037971561277,0.3765732530943398,13,1
0,170.0,12765.47160166925,0.01331717348991402,38.43851877489074,40.36470588235294,44.0,74.0,213.995058816561,538.085126140064,73.0,7.371029125206354,5.912389977276493,33.266548277747575,2.9314391618706988,0.3976974058949512,166.6197239782291,553.7141714530952,73.0,7.58512563634377,5.958094977444856,7.58512563634377,3.323221034296304,1.2843320929070923,0.97177416414679,16.515230948292782,11.649468913488423,7.278705799254734,0.14990681575480092,27.74890464474503,3.4753030517358754,0.22658141592600203,48.24986664984868,6.339483140858715,0.4499641363301425,61.19516175836677,6.864382739531105,0.17354763198905468,14,1
0,320.0,22298.46859064131,0.014350761295522523,38.08591076879745,39.89375,38.0,75.0,195.18871218260364,321.54988434535227,55.0,5.846361533551861,4.846021241127342,21.70527132225957,3.548885676047339,0.6070246692204259,59.34345707573677,465.73004188119893,73.0,6.379863587413682,4.7209620928365315,6.379863587413684,7.848043656890656,3.289136187895071,0.6904211784288871,16.40273776030852,18.90836755356296,6.130501310567057,0.34875830864994894,35.04479837803732,4.364526742853056,0.1932417078788014,49.79622523623347,6.277140410313284,0.25491917170597883,68.11658083448852,4.437187581012468,0.20308081176527076,15,1
0,181.0,9960.394224130594,0.018171971503045486,31.77876783122296,45.35911602209945,36.0,84.0,172.98090102881685,306.74950202595477,54.0,5.680546333813976,4.796750591921463,22.77373151408433,3.2033500190521638,0.5639158332331393,43.37993430735437,384.6083017099595,58.0,6.631177615688955,5.4485142189230995,6.631177615688957,8.86604158929663,3.98757867642715,0.7975633928392957,23.962370074149586,8.467706914804037,3.8213215206033126,0.13638768916350028,28.577590077746535,7.028371818561242,0.4289165336047836,68.99508246499929,6.896018119909865,0.2626008095529502,80.3548171372528,1.6952208268105038,0.17209496767876586,16,1
0,63.0,6716.865174220207,0.009379375402948142,55.56039686964474,20.53968253968254,22.0,36.0,178.01220014918854,287.708948544281,24.0,11.98787285601171,8.752675697499745,34.2458890557926,7.41717500621619,0.6187231959585395,79.0659503794305,330.8229227674522,33.0,10.024937053559157,6.883146821928746,10.024937053559158,4.184138952100901,2.2514394539612024,0.8696765814699072,6.795428198639303,15.613715404082063,3.878078224214745,0.4268129101330101,22.70441856417308,4.265687913088902,0.22300637256223996,23.459798727075974,0.6356572077134087,0.30256201917719766,35.99999999999997,0.001,0.047618698127552414,17,1
0,268.0,17363.50393515807,0.015434672690536078,35.75789605383651,40.41044776119403,42.0,80.0,320.94213381048576,506.4367289719478,78.0,6.492778576563434,5.003549783244571,24.94196386121495,4.114642741160074,0.6337260223246233,156.13161885512648,595.1777940806022,95.0,6.2650294113747576,5.163794206560141,6.26502941137476,3.8120260229471126,2.055587049976635,0.8508999058915887,18.739320494453267,8.654988743935268,5.182627734219271,0.13720731793860216,29.522669232893488,6.680789856909654,0.3432990479006238,52.2128047535834,7.496484976364504,0.3643930436798956,64.87295022729506,7.74578726183366,0.15510059048087854,18,0
0,328.0,20799.25509307287,0.015769795530285093,33.73422676308005,40.0,36.0,76.0,308.43291756522024,546.477873282961,92.0,5.939976883510446,4.769592786416244,21.016533771514204,3.3525317126654373,0.5644014746879177,217.57897372761144,589.127669458172,100.0,5.8912766945817205,4.769592786416244,5.8912766945817205,2.7076498218789506,1.4175676641960333,0.9276051722126096,19.234195397993947,14.475435385139798,8.405242812284694,0.216787925661253,30.843322129899544,7.956848422291555,0.37374138659928813,59.11631857884359,5.9613749665105065,0.3231056261141253,72.17802157912165,2.1193186670809485,0.0863650616253336,19,0
0,310.0,32266.335604435524,0.009607536591709705,51.28056380123346,39.670967741935485,40.5,73.0,488.18375613628604,824.8121853151712,95.0,8.68223352963338,6.688695560661611,43.58685701837378,5.138776380381958,0.5918726284938974,392.6300809473289,1028.3698518994172,135.0,7.617554458514198,5.580720163169771,7.617554458514202,2.6191825379710845,1.2433681977662217,0.8020579208849118,12.805959440532598,12.087577242296403,4.396963909395492,0.06837674520322126,30.156370171277732,4.494277818186975,0.19906875556228015,39.45249148451687,4.643848357465525,0.37607389374686884,50.5054555638942,6.321584406621288,0.3564806054876297,20,0
0,102.0,11756.808140128389,0.008675824150932017,50.82251862344424,38.549019607843135,43.0,58.0,196.71429310375265,270.1699710016209,22.0,12.280453227346403,13.476693683615359,25.223040677286367,8.941558777443303,0.7281130925633938,96.17241992641857,372.4702800048453,42.0,8.868340000115364,7.291281869544822,8.868340000115364,3.8729427864019845,2.04543353753871,0.7253463846782794,12.547802480051194,15.966839595484046,7.689770875508931,0.2075480271609758,32.007910117382394,2.111047248286153,0.26240921671335043,47.87292583660059,3.345553441832587,0.27534804367266724,53.61024703563763,2.3065774475120273,0.25469471245300646,21,1
0,227.0,21696.9674788229,0.010462291572384989,42.821041283676976,35.09251101321586,34.0,61.0,298.38773950681616,472.87283775156794,70.0,6.755326253593827,5.10359970047673,34.315950818883096,4.2626819929545166,0.631010529015793,268.5326102084664,534.0255875206938,77.0,6.935397240528489,5.188465786619443,6.9353972405284905,1.9886805818709343,1.1111787848603294,0.8854872290800933,14.609809861595517,6.140972901603762,2.8551931151413728,0.07111384381014228,22.996358883000322,3.5322777152506903,0.28639823703205003,33.142708398971905,4.16867756789901,0.23982452431050297,49.97040248639031,3.876436390300692,0.4026633948473047,22,0
0,197.0,21010.25787755578,0.0093763723010009,47.47458877033688,33.70558375634518,28.0,73.0,342.29041053308754,590.9984403210569,68.0,8.691153534133193,6.488090178727424,43.941380600647534,5.033682507839522,0.5791731198937513,171.49448225304658,750.7909921711023,84.0,8.937988002036928,6.809346634295748,8.937988002036931,4.377930894961867,1.9959266679380687,0.7871677290800136,14.797980258277804,11.568618780772914,5.002117112970175,0.1114073285384609,24.962198709876425,3.9673750319865673,0.4875702515175022,41.78975602971095,6.327988563542214,0.15496663843138336,55.962559555606326,7.0249590342747625,0.2460557815126534,23,0
0,248.0,11177.748336058412,0.022186937166940347,28.253369944541177,38.725806451612904,43.0,65.0,190.79803190196574,422.60726696382056,73.0,5.7891406433400086,4.547091273478458,21.97411537983048,2.613671669889942,0.45147835074568177,89.36717011186668,486.69731173687893,91.0,5.348322106998668,4.49284399176749,5.34832210699867,5.446041439240476,2.1349901945326395,0.868316419204495,14.07922624841931,13.330575893690726,6.749683298881281,0.2184552357558425,34.21316628297438,3.868449564199115,0.20078888379056223,44.89221116778561,3.8106659440347457,0.31168304756382864,55.56825463894866,4.419639785945684,0.2690728328897666,24,1
0,142.0,4347.261952872987,0.0326642382123203,26.955788809131505,37.80281690140845,41.0,58.0,128.85300396921272,204.43279473915175,52.0,3.931399898829843,3.024489839272558,15.143660428523866,2.4779423840233217,0.6302951741848666,118.61712726998306,217.65403647265447,53.0,4.106679933446312,2.9756685904842612,4.106679933446311,1.8349292507923807,1.0862934125518982,0.9392557016273677,13.97542699356149,10.315805378593547,4.996305805611073,0.15634685048141497,29.044593293961828,4.108349174169378,0.17017084344572855,41.082598666980715,1.8912594161538128,0.3527662399866848,52.24208635927801,2.978026008129112,0.32071606608617154,25,1
0,211.0,12031.572500357073,0.017537192249287275,31.299676485859333,43.023696682464454,40.0,78.0,191.97816764006018,282.70659252277255,40.0,7.067664813069314,5.702274356819903,28.519241864649366,4.799454191001504,0.6790721289055046,64.08535191695397,490.8624201567991,82.0,5.986127075082915,4.599787207653206,5.986127075082916,7.659510410317962,2.995663781152956,0.5759385540911156,19.706466173626122,12.423267501591363,6.912251306248258,0.182987086771091,37.94605430372046,6.3968514562507135,0.5011399564892819,61.04674971065314,4.405659738276582,0.08234424441020426,71.54266602246973,3.8364873045149612,0.23352871232942285,26,1
0,153.0,8249.371472491408,0.018546867541387634,32.38015040619123,37.189542483660134,44.0,64.0,162.5907848311335,281.46490696751636,53.0,5.310658622028608,4.046418569549242,26.77754711727714,3.067750657191198,0.5776591710237539,101.74449255726917,330.0172181128881,52.0,6.3464849637093845,4.675488020257124,6.346484963709386,3.243588029368081,1.5980303281734451,0.8528794605838912,16.786047496853406,4.179402169996695,1.9784127953448727,0.09485602499699868,21.844001176509927,7.379767013760704,0.3027044181425956,44.5710844651767,3.157554200200878,0.26837501421934323,54.53754466055692,4.2858479422580675,0.33406454264106256,27,1
0,197.0,10740.143298320545,0.01834239958705255,28.244027837643866,33.30964467005076,31.0,64.0,197.92932696491238,346.27001625455483,58.0,5.970172694044049,4.96793153344805,23.028076408327593,3.412574602843317,0.5716040017146845,107.37957820126802,499.94571485921074,84.0,5.95173470070489,5.154305499749498,5.95173470070489,4.655873334891783,1.8432678753302747,0.6926152299396497,14.86452629118905,15.056555206487202,6.813352487391291,0.24531045714143096,29.348453268027423,6.247752305627291,0.4720240314749779,50.05657449823979,4.094130497521663,0.11446185789860289,59.65013408005435,3.35149000580029,0.1682036534849882,28,1
0,125.0,10460.409173613207,0.011949819354611617,40.30379070377551,30.8,34.0,52.0,184.36306508488312,318.1142570118196,45.0,7.069205711373771,6.857563112946903,21.332144745951815,4.096957001886292,0.5795498347564884,61.95578034576866,445.0071217191192,60.0,7.416785361985319,6.784706241525374,7.41678536198532,7.1826570375771475,2.975720167770825,0.7148520585084205,12.298845809860973,10.978969255657551,4.501281237126503,0.18220602709818237,25.887412967486476,3.4440336071601774,0.3046058597196283,38.615340002029335,2.7922662678228285,0.3947048817869791,47.875506685240474,2.1967965497250264,0.1184832313952102,29,1
0,142.0,8072.535363541383,0.017590508261050873,32.744576974208904,38.70422535211268,40.0,67.0,186.17645337743403,264.2877947334468,32.0,8.258993585420212,5.895915092639519,30.86323722644794,5.818014168044813,0.7044458998388721,42.12537274691085,336.95436499272523,48.0,7.019882604015105,5.204974263953645,7.019882604015109,7.998845897866503,4.419579964217332,0.7843429917851122,13.157623507447648,9.991743208323737,7.406031537613238,0.13673957590032818,30.08614363421541,2.937215988889145,0.10866508224901777,39.08008834337761,1.6486726518161006,0.3136514800046668,49.464613730666684,6.874089975326378,0.4409438618459873,30,1
0,76.0,8739.855461823357,0.008695795981063565,40.9565122791731,27.763157894736842,30.0,48.0,171.7363911881662,221.94719144086736,28.0,7.926685408602408,6.7104390438374395,38.42746747535557,6.133442542434508,0.7737714096459803,153.9186307445244,263.4094512973425,29.0,9.08308452749457,7.733286983277836,9.08308452749457,1.7113552142661146,1.1157609079385322,0.842593879406128,13.808243791135041,1.9492102313086637,0.8024161852857251,0.034692094118918174,14.642385917590007,5.095444618064078,0.35194742291762093,31.60251409853422,3.782949264456474,0.3450453267193221,43.373941604713785,3.1673414124424593,0.2683151562441388,31,1
0,146.0,12599.225969306619,0.011588013450641754,35.376057777103824,27.10958904109589,26.5,48.0,173.67351969858422,272.6901434262865,37.0,7.3700038763861215,6.161284644135987,16.94489625068266,4.693878910772546,0.636889612203866,23.82183712420141,414.24167148888057,63.0,6.575264626807628,5.856895836115418,6.575264626807628,17.389157239600067,7.290517469038667,0.6582875702634526,7.86340385883141,13.967346755725156,6.220206712084766,0.14999130049020418,22.89022842381082,3.4184527622352237,0.3151868922561855,27.06836079880273,1.4946777848013595,0.21800453648752255,37.557558332219386,4.744582369031376,0.3168172707660878,32,1
0,76.0,5126.04601282267,0.014826242255705079,43.023889082162384,31.81578947368421,41.0,44.0,155.82918851579853,238.48974297982892,34.0,7.014404205289086,4.018605145297343,23.43872630656328,4.583211426935251,0.6533999599679988,119.61899026145021,251.43004716352934,36.0,6.984167976764704,4.614933734950322,6.984167976764704,2.1019241728590154,1.302712789793694,0.9485331831669105,9.933607709445623,12.516849674726604,2.519503839857304,0.13627221524124586,19.691509006688992,0.8070925656575114,0.18923740825798796,26.613737654113397,6.8916741623958115,0.13749054167266958,42.31767280306347,0.77698570798426,0.5369998348280967,33,1
0,135.0,7812.007469501011,0.01728108946734316,32.715745210677134,35.34814814814815,33.0,61.0,150.9110642366016,274.6124955295367,42.0,6.538392750703255,5.548682638282983,21.664900225849998,3.5931205770619425,0.5495418697011547,129.71569297926155,333.69262243588173,59.0,5.6558071599302,4.498115530332414,5.655807159930199,2.5724923081529636,1.1633986665031244,0.8229504551971414,14.753731573139431,9.622249757545974,3.8946332435776556,0.10047247346431129,20.016546424486833,3.081028020157269,0.21241368558456689,31.046905747206004,4.0457171405306696,0.3019052958863226,53.883444476964264,2.7740725243657582,0.3852085450647993,34,1
0,604.0,75592.26417423878,0.007990235596168824,51.80389848842315,48.95364238410596,49.0,93.0,745.791829259394,1412.5645601780839,182.0,7.761343737242219,5.670256894105195,44.869120497708195,4.097757303623045,0.5279700838348734,594.694825726904,1579.4707175711696,211.0,7.485643211237771,5.29906359224835,7.485643211237771,2.655934858085506,1.2540748582229584,0.8943277925090339,18.78289984262779,22.451388506312167,7.966285020885369,0.29437220936472885,44.45982543075418,7.184821179525778,0.2783341507063395,64.11578425242041,4.790232766930346,0.25203010666865827,78.80008803419554,4.764638035522408,0.17526353326027347,35,0
0,516.0,21157.348600454206,0.02438868923249308,27.003445178553214,43.236434108527135,46.0,77.0,320.2309622853608,693.950358389818,134.0,5.178734017834463,4.539829205821824,20.840295654034588,2.389783300637021,0.46146090770584347,248.06141643423615,758.9533203136809,146.0,5.198310413107404,4.620719987607039,5.198310413107404,3.0595379612971287,1.2909341843182518,0.9143518314183054,16.607794570145895,19.868619136481,9.540183967126563,0.3141698315728824,45.04250969375331,5.808896164693188,0.33796439693576896,57.26037052363017,5.621958247631508,0.1988406282559994,69.69200284691868,3.623756293104722,0.14902514323534932,36,0
0,77.0,10369.081894059993,0.007425922640664072,49.13924317304996,34.77922077922078,41.0,54.0,165.02417138122613,208.0996028747756,22.0,9.459072857944344,6.934498293406311,21.91516932718429,7.501098699146642,0.7930057006429262,103.4765735576162,294.3290840989123,35.0,8.409402402826066,6.973800269724803,8.409402402826066,2.8444030757843812,1.5947974088003596,0.7070303755806939,12.125179149552258,9.505735074219299,3.0333286651734666,0.1245093956127621,18.322509919744313,1.5388552450933939,0.14238249478975734,26.645785892745607,2.923543075808757,0.13771786693098673,45.88127252287607,4.117606028408058,0.5953902426664938,37,1
0,255.0,8550.886523930774,0.02982146930453926,24.053484129484964,53.411764705882355,40.0,104.0,181.9703352716065,333.38645707156877,80.0,4.16733071339461,3.363453841381104,19.344114567349862,2.274629190895081,0.545824017178186,65.608500565726,386.3064068269529,86.0,4.491934963104102,3.4684051790314925,4.491934963104104,5.888054192611134,2.77357863238027,0.8630104269042326,31.088606096136417,6.117092147192271,3.315810540610321,0.0863729800335012,32.397557827989964,8.314762383257388,0.5086522886635719,79.99053734368441,11.421817568699472,0.1981833858018197,99.38291043560152,2.949525861496199,0.20679134550110714,38,1
0,565.0,38029.26001497771,0.014856981171273813,41.400138737272755,53.263716814159295,48.0,124.0,474.22811967993874,713.8274850502934,93.0,7.675564355379496,4.701761181270862,30.35929787752071,5.099227093332675,0.6643455591325774,349.26178972468443,946.6319049932981,111.0,8.528215360299983,6.001370943576029,8.528215360299983,2.710379242285587,1.3578013216211329,0.7540708075493685,28.63371299964953,21.52281378662219,10.115494900517055,0.2479025630053292,44.529443692660365,8.143271782158966,0.32749562562729434,59.40009575985114,11.223513693853885,0.2554448477143544,107.42395278557078,9.226556431881269,0.1691569636530221,39,0
0,66.0,9153.55962992513,0.007210309723031742,50.6255465911119,26.515151515151516,29.0,38.0,175.0463260932578,293.9904709117483,33.0,8.908802148840856,7.294266540705702,29.883854403159273,5.3044341240381145,0.5954149654932326,147.25710239389576,297.7336580402839,34.0,8.756872295302466,7.102993988518657,8.756872295302468,2.021862804578897,1.1887122810893633,0.9874277327152943,8.362933535977898,9.367659307751818,1.8215426762506879,0.1038456140656411,21.08050796178094,2.7855606612480495,0.355125157825451,28.954896614031064,0.4075924229330608,0.10648054278690629,34.456459915685514,1.9818821388479386,0.4345486853220015,40,1
0,132.0,6383.4234057352305,0.020678559388901525,31.812710474912134,32.93939393939394,34.0,56.0,159.8480191214691,256.48395825597856,47.0,5.457105494808054,4.660928670004558,31.615290018199214,3.4010216834355127,0.6232281356245136,104.3698463350721,337.99301840789957,53.0,6.377226762413196,5.089485261180321,6.3772267624131995,3.2384163652286753,1.5315536501633642,0.7588439532394319,12.660379237420136,11.265138934174448,3.9261587304401098,0.18617850418413506,21.743983910653416,1.1127505513944465,0.12383834531043876,33.50340502356064,3.3624711829572784,0.37031191103963257,49.24627664643485,2.461961941114882,0.31967123946579346,41,1
0,288.0,31405.32078595804,0.009170420578183385,42.395330756670276,35.49305555555556,29.0,67.0,220.32888477302305,292.3567156489445,43.0,6.798993387184758,4.606990107009802,26.741802652194693,5.1239275528610015,0.7536303186467217,138.83245518502426,490.2298622289417,66.0,7.427725185286994,5.033867880969122,7.427725185286996,3.5310897698640025,1.5870128096444536,0.5963665989657956,18.091728500265063,5.034826296689259,2.672655913376849,0.024671113276048696,21.559158555603933,5.141704336770972,0.5071575985998051,43.76352268978329,7.515334582434652,0.2143438878083225,59.31001179748445,3.198263340913161,0.25382740031582357,42,1
0,194.0,11809.231328306889,0.016427826215494597,38.412685114509465,42.68041237113402,34.5,77.0,316.82506517314914,428.6507874008775,71.0,6.0373350338151734,4.296011656968803,33.2619966939726,4.4623248615936495,0.7391216218083181,313.00216873131785,448.40542171966655,72.0,6.227853079439812,4.501924681708685,6.2278530794398135,1.4325952549695569,1.0122136420246752,0.9559447023565669,16.821489631217517,21.074173633462006,5.749433712444339,0.3325503649547563,32.33564397520062,4.901717887510742,0.27270080734173785,51.939237331356225,6.5824880080562576,0.07069414806141122,71.53864252711456,3.0647768840872973,0.3240546796420946,43,0
0,360.0,22874.613736019237,0.01573797066715624,35.63188827551989,40.355555555555554,40.0,79.0,357.26473749669515,576.5616879839961,88.0,6.551837363454498,4.971914613588374,34.42080934305154,4.059826562462445,0.6196470298710031,301.80328847140225,699.5334915822178,120.0,5.829445763185144,4.9249338306534955,5.829445763185149,2.317845823103094,1.1837668810906552,0.8242088404944246,16.708170032637522,8.584787660776714,4.1256461284289205,0.06634250459266572,31.013034650373687,6.753090729138597,0.4231053826990143,49.01896579930965,6.010396854398473,0.3415691716089836,58.70929775868928,9.03493867235608,0.16898294109933631,44,0
0,158.0,8489.323072247676,0.0186116135120968,34.40875352366249,44.177215189873415,50.0,72.0,150.41018974652917,265.261238427468,58.0,4.573469628059792,3.499768096085574,17.376062070468535,2.5932791335608476,0.5670266437652056,74.95821312435145,355.5874519375416,69.0,5.15344133242814,4.222050573236304,5.153441332428139,4.743809078634813,2.0065871834085365,0.7459803122469596,14.259262495580648,15.55424083831628,7.583049168141364,0.22952487910587602,36.52947401867473,4.399651653243306,0.0830726798080446,49.606106891893745,3.7914787053217425,0.2893734536028357,58.332028325058225,5.156166921276166,0.3980289874832438,45,1
