frame,x,y
42,38536.33177648271,267.9574109649766
43,38532.67082548865,257.68381151734
43,38550.43932672012,275.2873134302872
43,38543.76284715056,240.3246970500242
43,38544.69087867068,292.2562462949535
43,38526.5694657941,249.7600768558388
43,38544.59440179483,274.8247040970663
43,38588.259675994566,237.10863352781917
43,38535.85830361868,308.8763194463738
43,38527.13225938801,253.8878146907917
43,38535.68567526334,273.7766611568296
43,38553.90058467093,282.18188075613324
43,38556.6318278835,233.5661447392824
43,38502.1167264947,248.38327607916204
44,38558.930000975946,212.3346151253515
44,38559.32103522999,178.0137553993
44,38519.6776908248,363.0988576701007
44,38553.4568488863,259.9005081135619
44,38528.456985867015,240.72208632590423
44,38553.73424198453,212.6558888852048
44,38584.46634494906,224.1555806492777
44,38426.5645065778,267.91375060967613
44,38666.40724584812,274.8114262827912
44,38544.063305580814,224.5654110292607
44,38555.08633841781,277.02260306324223
44,38532.5695929974,326.8078592190936
44,38572.69280503188,212.4446068103428
44,38579.40971040594,388.6457525967282
44,38482.27240083787,295.2174033526586
44,38499.96078936229,244.5310697809581
44,38565.43853267139,231.13390346235312
44,38499.18585889945,363.9761378068406
44,38605.40438460224,266.3255994764937
44,38586.938568023164,244.84254063219495
44,38500.18134401912,304.8102944827324
44,38489.76495992552,286.1780265479839
44,38553.47446554953,253.1376654239845
44,38570.38073794534,223.10070847134995
44,38622.03823648237,337.3414348092685
44,38574.47186199202,253.55334508932236
45,38538.48656814367,281.6241006210365
45,38492.81030710865,275.9995931243472
45,38744.46336380088,111.60166567447492
46,38416.07248801372,137.8413665347077
46,38566.909904665656,184.87434485344895
46,38568.14166445952,138.36462157493511
46,38502.10124190464,202.91806106166516
46,38603.53864716471,350.50819608274554
46,38461.5192174428,154.41295254015262
46,38541.35258543478,301.0084680425373
46,38587.05656480969,295.6367484817723
46,38435.78031001548,255.1318449486903
46,38675.81827169011,331.45887102493293
46,38553.11662256916,350.91296036308773
46,38620.59809507965,263.345318631021
46,38629.93473621959,271.4803505517256
46,38483.21987478106,264.83064838012274
46,38653.42968635135,235.31658527007903
46,38545.514119802494,166.6375203038721
46,38713.22510512534,239.6621348676676
46,38486.07717192907,379.4006905584668
46,38564.41749840849,205.3329848296981
47,38536.59750638343,269.2400369703926
47,38524.53732671592,302.01916834957296
47,38725.590103074464,14.493140010613388
47,38406.06764528427,282.07790719374697
47,38536.82758893171,218.0952378432844
47,38363.045386317,223.3445693922852
47,38360.62022406371,48.54729041009992
47,38386.665389464186,190.4061566733276
48,38665.20952089472,115.44717822086544
48,38711.413382949744,284.1275763428543
48,38655.29325863488,266.3978313321936
48,38525.38201079167,116.94718354595504
48,38670.89571960559,441.6567550403712
48,38549.42301680228,-113.73632830575946
48,38286.83735623915,352.9317006088473
48,38183.841856076215,97.98348551292683
48,38718.27910717474,355.8013263859141
48,38585.834204506034,607.7633650652505
48,38563.59848596338,54.15405340466177
48,38610.08483501877,281.17640255253934
48,38764.06903567129,143.89035195021404
48,38416.47478922226,165.4031476163795
48,38519.44238598895,496.6576365551348
48,39001.778452010505,200.64492418022576
48,38538.98171154135,100.67032005659924
48,38568.61345854357,237.58198521380575
48,38460.11857114978,271.52560289734726
48,38580.57177978815,187.49728717582363
48,38583.72634682393,253.36703725236643
48,38507.59661904339,218.9864409698665
48,38450.81101566187,68.49625690116326
48,38756.41372362576,183.76730407711847
48,38370.37763860659,-124.2253508841211
48,38451.65658116379,458.4788537782706
49,38468.65806837809,130.9919576028537
49,38914.83256322719,-36.85042050950776
49,38371.45585798366,437.7486030093328
49,38472.12574969719,319.90033203405585
49,38318.41321556658,283.2167515207115
49,38280.247714614496,500.6369540745151
49,38403.980739140825,304.57405736870464
49,38262.15999040039,-74.93374389221083
49,38768.05648209864,218.26063518014357
49,38650.19742432912,112.4122062089834
49,38632.542665609406,382.7837327819957
49,38577.01288354245,-22.807384604357537
49,38572.32373954259,19.517630208878813
49,38342.42213382113,449.9980006943221
49,38567.82810850734,103.96020565800828
49,38360.2819858756,254.62712321144895
49,38750.82939370373,619.4801798298402
49,38777.43353347517,-34.84718851409798
50,38572.09679441407,565.274366109495
50,38834.38327424222,19.00476979657583
50,38657.38600561647,1101.3861850296776
50,38424.12851981171,335.75498470388004
50,38804.61832012886,331.50245311484093
50,38468.04066019835,164.55391253808824
50,38798.10999302603,459.6857581612075
50,38122.8322180969,372.0107691654458
50,38325.87841930764,413.94529299562976
50,38729.401099313385,399.5729909366689
50,37959.999560361066,341.06833540469177
50,38760.25902457741,36.53875568291654
51,38560.77146330494,335.3829175162287
51,38705.93977975948,462.9477683270545
51,38734.84992785332,200.22603394434836
51,38982.44493866689,99.39777351976484
51,38306.51370374359,298.07529367800703
51,38339.18686983216,565.3415760664852
51,38276.564554034725,-172.1381127112512
51,38548.85344052994,344.59954939968327
51,38463.29837010661,420.54421687580987
51,38641.13585920766,-202.72583468995376
51,39051.20585181475,579.2323158981794
51,38408.34634514176,679.1301252431201
51,38961.74332430787,466.3161566048637
51,38377.39833942546,12.496739323023746
51,38708.11123253788,422.5874086955893
52,38652.51803328695,334.34708018627794
52,38107.22047695847,793.4285168638646
52,39339.74085880528,52.59324150853264
52,38763.13068094372,-172.5967559851606
52,38823.88852406566,345.5372853203294
52,38329.006041458655,240.61099828618052
52,38406.79168987491,160.76851729428816
52,38607.39555409159,242.20905943279053
52,39090.05690810991,833.5185055284094
52,38295.602644384046,147.4965193235216
52,38433.42157897188,-257.4983318764685
52,38954.41807857733,461.00650047094246
52,38599.51243953057,-160.23516631618546
52,38109.199922389314,-34.04852658722632
52,38641.15437251594,1043.6806430330398
52,38787.13277241643,88.12485996111212
52,38837.338794381394,537.7196471847707
52,38666.01084939219,236.5068604376996
52,38193.866301544906,243.24806327215688
52,38914.298854876906,-124.98501348474343
52,38570.05833317791,134.26597547539433
53,38893.769071436334,621.8245724094542
53,38493.63253003182,292.61905330368734
53,38376.23687515733,575.8049466575263
53,38557.93735264493,-344.9292456178315
53,39024.313534106885,-109.53267096000305
53,38137.52552545321,1056.8050541562468
53,38439.7750853257,65.04637561397632
53,38546.791998606976,65.52974113555686
53,38080.61337516072,543.8976348123011
53,39457.27815950697,343.9921734210425
53,37878.19271771614,-62.7241252693311
53,38574.37063812528,469.90531500018926
53,37997.79940184507,1331.2409149503603
53,38498.91445772663,-118.89182799988944
53,38599.7814750305,354.33013031821804
53,38426.93979044134,160.70248719517082
53,38097.38317182428,389.0579375879214
53,38325.32689738763,968.0936235441602
53,38967.87405532376,1026.5128604137294
53,38366.92512185444,434.25375492742353
53,38091.8033226188,243.0089407094996
53,38065.07420326974,405.6384345287093
53,38915.507587333,682.6771519346307
53,38617.76825083321,-173.78844299738557
53,38738.09739836407,192.62198615760076
53,38071.68125159659,411.3449161724424
53,38362.92362156248,778.0571478889269
53,39097.466836205545,77.45723174184243
53,38995.52623835688,-104.30805732061424
54,38809.68933214563,555.6726563851659
54,38428.49593762191,212.3809761736204
54,38448.0370509541,-183.5136867173472
54,39587.03573526761,-249.6853381248598
