frame,x,y
372.0,-36064.48993655552,-10493.233569026524
469.0,-38973.43767060339,-12579.231979549208
391.0,-38011.42454829824,-13219.940929615426
303.0,-34299.11679575453,-7046.607921477014
304.0,-34347.428849044656,-7137.590710705609
305.0,-34405.30373024629,-7206.627746734122
306.0,-34340.66270469293,-7320.295791370426
306.0,-34429.85958240574,-7275.179507241993
306.0,-34360.01257205554,-7314.852030758259
307.0,-34422.43983108255,-7389.427082581329
307.0,-34421.41830305934,-7230.613369838944
307.0,-34255.03487326494,-7435.599314256467
309.0,-34415.25218494138,-7433.582667110429
311.0,-34516.329542766085,-7364.251495523082
311.0,-34507.37026146344,-7460.262449544426
312.0,-34567.35176956956,-7480.308011886157
312.0,-34535.806105604766,-7483.639857641854
312.0,-34580.55625444947,-7433.818322224342
313.0,-34642.72422593769,-7472.55466038908
314.0,-34761.41328310786,-7516.486619882892
316.0,-34847.02672031247,-7555.038731494805
317.0,-34821.77957714296,-7602.045735819202
318.0,-34887.17068562066,-7694.07797899311
318.0,-34922.2037033385,-7630.540333400103
318.0,-34868.53106741871,-7687.439645062112
319.0,-34995.2001829575,-7708.716847305774
319.0,-34985.10413228795,-7613.601643153796
319.0,-35004.98460793386,-7742.480254861679
322.0,-34993.623302060456,-7755.386887702613
324.0,-35103.22554583653,-7784.347163017803
325.0,-35106.225481357455,-7899.237122905059
325.0,-35168.31735774508,-7862.660387353116
325.0,-35079.80770599973,-7871.153770238502
326.0,-35210.73637051445,-7899.476492978112
326.0,-35218.36796005564,-7982.449446982417
326.0,-35146.716639970306,-7971.91907859555
327.0,-35225.3266381883,-7988.309475910511
327.0,-35162.76054820694,-8062.194525903636
327.0,-35270.65272503283,-7950.045100680415
329.0,-35320.676323333406,-8064.497123855055
329.0,-35255.94373406569,-8095.689949202828
329.0,-35165.72306082511,-8095.268604831578
330.0,-35211.283043994146,-8174.486665439564
331.0,-35256.04587829289,-8281.195576145928
331.0,-35324.41422782693,-8162.208237214715
332.0,-35310.77149548829,-8286.541989784839
332.0,-35368.706601839,-8280.367401632386
333.0,-35406.074568212454,-8332.006002446
333.0,-35354.42925808494,-8370.961681466551
333.0,-35283.596333126334,-8388.568914861218
334.0,-35351.557112384304,-8268.835827946408
334.0,-35444.39679486046,-8415.319090935958
335.0,-35370.74694693745,-8487.24193312751
336.0,-35339.23888073413,-8602.905881327611
336.0,-35465.45905506017,-8489.5809146409
337.0,-35463.90796034488,-8645.394043837792
339.0,-35525.410084060466,-8572.55104329568
339.0,-35518.95372944508,-8701.876204919392
339.0,-35557.434543541785,-8688.80527482796
340.0,-35546.18076324691,-8742.828615605187
341.0,-35568.46746361845,-8828.164475143376
342.0,-35523.096791554795,-8892.961232499285
342.0,-35661.048843898,-8833.510540492507
343.0,-35685.351190701054,-8939.337088076269
343.0,-35636.96805496187,-8959.045968253264
344.0,-35732.05017335268,-9004.78747679298
345.0,-35853.43226333139,-8989.550942736367
345.0,-35800.63219774457,-9026.903330940631
346.0,-35747.62459367777,-9115.427411027227
348.0,-35729.75208185445,-9220.556973026618
349.0,-35645.6223755034,-9305.198720107192
349.0,-35650.44429569225,-9260.121016308336
350.0,-35741.94254946242,-9299.777703594147
352.0,-35828.94595902459,-9337.96235812902
354.0,-35769.70721083952,-9396.091696905178
355.0,-35774.44529824556,-9466.047304675489
356.0,-35885.46464702136,-9448.979063313836
357.0,-35846.048158002646,-9521.0417052749
358.0,-35858.90375561812,-9586.289624505163
358.0,-35933.97904125098,-9560.51914221823
359.0,-35829.70332516725,-9667.48151083068
360.0,-35796.16183738801,-9764.745245966184
361.0,-35792.474668333554,-9863.605605540562
361.0,-35824.965050004655,-9812.804378887024
362.0,-35909.31073434746,-9921.789195133457
362.0,-35845.259483329486,-9912.85537034173
364.0,-35981.40957344901,-9908.59876742187
365.0,-36068.181313172616,-9983.075690331172
366.0,-36123.41450746889,-10082.220909302909
367.0,-36012.451214208595,-10119.85088585443
367.0,-36061.80380861046,-10146.033403094832
367.0,-36212.52526154071,-10057.286412245976
368.0,-36166.51592627021,-10137.6370187979
368.0,-36118.93438864781,-10216.114078833642
369.0,-36206.31468669189,-10234.596221690485
373.0,-36155.96493192298,-10302.817949709584
374.0,-36234.142840493645,-10340.92201336766
375.0,-36235.20608909393,-10416.981462150736
377.0,-36190.03320803178,-10458.571055037037
378.0,-36170.47621866169,-10570.769471280704
378.0,-36179.25827760957,-10571.584251906354
378.0,-36101.83186800834,-10494.9352313481
379.0,-36070.90673671782,-10613.634686622408
379.0,-36144.74727429955,-10684.67658526509
380.0,-36205.80965033845,-10701.43146359614
383.0,-36290.65987233256,-10763.704879920966
384.0,-36391.48021748317,-10845.40489648071
384.0,-36335.667402049854,-10807.401269559376
386.0,-36422.88450854356,-10883.83983559448
387.0,-36510.08105517567,-10883.434266543634
387.0,-36293.68715592898,-10932.746328767904
388.0,-36485.47064697588,-10964.293165201076
389.0,-36563.994812362085,-11002.004946976132
390.0,-36609.41632953999,-11044.024275154145
393.0,-36733.666168027165,-11057.14805475672
395.0,-36712.833510746845,-11150.391179452005
396.0,-36756.25752249392,-11222.663850818491
396.0,-36667.09469907152,-11282.38212524995
396.0,-36733.880244063206,-11220.426988788997
398.0,-36789.44821536096,-11312.703351548456
398.0,-36762.43201100733,-11331.989668008706
399.0,-36797.27983562208,-11363.465719845515
401.0,-36825.29401504074,-11472.139810264416
401.0,-36810.94887746797,-11477.52371823652
401.0,-36834.20311603364,-11454.246065482184
402.0,-36929.38482412352,-11491.41473942336
402.0,-36879.09029105653,-11536.440257032667
404.0,-36911.636078872114,-11581.228247940946
407.0,-36998.91065947504,-11648.18231502341
407.0,-36815.44542842007,-11637.12789914802
408.0,-37005.361927655234,-11647.981667275466
409.0,-36983.41370672992,-11720.3449779095
409.0,-37058.13091527809,-11770.105404396096
411.0,-37091.69051660934,-11831.838864244395
411.0,-37018.5585652906,-11859.78801596231
411.0,-37121.69485622838,-11848.360784111215
413.0,-37167.05741096295,-11912.641891669597
413.0,-37115.56836707069,-11918.075021014238
417.0,-37244.11707011561,-11921.423014606784
421.0,-37245.528732814586,-11996.875898186208
422.0,-37321.188319837136,-12070.978048722754
423.0,-37386.27893000633,-12119.827454823384
424.0,-37436.79832657083,-12250.216088789308
427.0,-37475.39568725832,-12333.154873642465
428.0,-37512.804436727245,-12389.54130669939
429.0,-37636.75000261774,-12354.25125519254
430.0,-37681.20722827575,-12469.126850051432
431.0,-37783.48221049124,-12431.42787632334
432.0,-37874.53257114925,-12502.614324170909
432.0,-37722.162721651664,-12536.535007990276
436.0,-37885.51397143124,-12533.9447838057
436.0,-37815.8646052935,-12611.276406818024
436.0,-37895.68208692617,-12616.917842727333
437.0,-37896.784871395605,-12644.085021222518
437.0,-37918.639694849975,-12661.774450248897
439.0,-37902.43964628887,-12748.105004627476
439.0,-37817.50196058025,-12645.14715880689
440.0,-37959.9236644576,-12655.65014540723
440.0,-37964.28189910137,-12798.0764352732
440.0,-37892.83275925414,-12773.895059847826
441.0,-37967.90763211462,-12849.788598815858
442.0,-37952.203202002216,-12923.362055246773
442.0,-38057.18465859894,-12904.952003580269
442.0,-37914.78913961539,-12923.164621054057
443.0,-37987.7358220833,-13013.662656915158
445.0,-38045.99459052268,-13020.949169157862
445.0,-38059.40288306813,-13003.723610439343
446.0,-38129.151203535526,-13118.617183631242
446.0,-38156.6936888929,-13024.88985197533
446.0,-38122.44437302365,-13100.873159475526
448.0,-38207.58352900943,-13025.397091679508
451.0,-38288.68384275882,-13070.472133604557
452.0,-38339.71268816897,-13126.09074765894
452.0,-38373.97627332077,-13147.671687536043
453.0,-38419.167914099446,-13184.557405971666
453.0,-38440.7393163951,-13136.47509494997
453.0,-38373.36024819347,-13273.572404564966
454.0,-38462.42080958329,-13242.984852097969
456.0,-38493.734447454095,-13309.9738497478
457.0,-38608.833317059936,-13307.185993444244
458.0,-38583.379474147245,-13401.183490206417
460.0,-38587.448556833406,-13493.550633517272
461.0,-38613.34104758799,-13594.458737093091
462.0,-38602.1685327842,-13693.204484916256
465.0,-38637.683245034095,-13783.534438686174
466.0,-38705.02525970867,-13823.318270304211
467.0,-38811.392456385685,-13862.679025698277
468.0,-38886.55875817574,-13949.774446175285
469.0,-38820.66243243696,-14016.491887511149
469.0,-38979.67508419099,-14027.773180054994
469.0,-38997.08562567874,-13925.243561253765
469.0,-38927.24014551178,-14021.64274725992
471.0,-38930.93852414986,-14113.078109563154
472.0,-38993.702083895405,-14012.156001116871
473.0,-39082.19566664726,-14067.456512085286
473.0,-39030.09081876735,-14084.436146557828
474.0,-39006.17806274023,-14148.05305759266
474.0,-39150.76835637004,-14110.013247312265
475.0,-39146.0815947223,-14170.19537425471
475.0,-38972.021852556725,-14184.92398414646
475.0,-39101.191009891,-14169.271555845538
422.0,-37221.34219104585,-13433.211554822552
61.0,-34467.62011284373,-7198.208986289064
424.0,-38433.12643642261,-13509.991914078317
82.0,-35422.25335326261,-7422.263025612425
439.0,-38711.53156135194,-15495.24768107478
326.0,-35847.29579641329,-10085.02363699722
364.0,-37601.37907423527,-12827.807642536389
33.0,-35253.78928168523,-7908.831086782611
11.0,-34546.31466484306,-9119.562355087706
370.0,-36899.0510800382,-10834.583772504231
192.0,-34638.58466886917,-6566.22213169124
459.0,-38356.71590661375,-14993.51338014293
159.0,-33803.46594144834,-7461.900021286336
400.0,-36922.79670082978,-12803.731809586312
290.0,-35341.9207546797,-7848.710081104004
47.0,-35111.888117962495,-8016.015852241373
447.0,-38633.34957504155,-14519.662373301151
72.0,-34857.09061949389,-8652.686045022761
250.0,-34121.14891216278,-8171.834081764118
423.0,-36335.01383302159,-12760.376408129676
439.0,-37652.43474215795,-13849.492821408472
445.0,-36824.04327997738,-11490.111364966497
403.0,-37111.71628804076,-13680.345339807554
434.0,-36183.64577017888,-11265.403976460291
73.0,-34524.305913149845,-7316.152332519392
390.0,-37371.08831603249,-12957.044732541375
