frame,x,y
318.0,1351.2926566824733,7132.426382650359
318.0,1388.7851859338418,7180.696577125214
320.0,1294.9378757677923,7103.029613093122
323.0,1324.5907417456472,7031.726331174939
323.0,1354.868385320964,6999.430870679793
325.0,1323.7021839954118,6914.607392376519
326.0,1423.244347058785,6825.862235064977
327.0,1356.3255595396274,6732.237874709921
327.0,1417.2558791173462,6720.153275130274
328.0,1335.8606397464291,6635.233618617561
328.0,1395.8809571446168,6610.160208083119
329.0,1347.530931281236,6510.55782149972
329.0,1445.8541217134914,6564.623187556355
330.0,1322.318904174925,6402.197938623182
332.0,1243.765656397031,6339.926750531632
333.0,1167.475890408913,6279.57535555197
333.0,1156.161897049238,6260.505162795927
334.0,1402.565975749868,6481.308352532462
334.0,1123.3354886628715,6187.9509423508935
335.0,1328.1779401755953,6455.175007442323
335.0,1089.9013676638135,6104.699283281318
336.0,1000.5530300078794,6014.551979553015
336.0,1050.6386411273145,5992.423430142443
337.0,975.545873673959,5892.527725048939
338.0,1435.2759453489757,6411.568959575004
338.0,974.860402457008,5787.361816552953
339.0,998.9769442814662,5752.086297000181
340.0,1519.297271696337,6325.845720437151
340.0,1424.5505178756075,6344.276987000848
341.0,977.00763266867,5655.96029457109
341.0,915.667699872074,5661.632548149569
341.0,898.826405267449,5795.0649250378
341.0,963.9154924311804,5666.828314507493
342.0,1524.6209356411068,6260.014240382902
342.0,1004.124155763902,5593.254010276759
343.0,1571.0649732823915,6172.011984188118
343.0,991.3045497835126,5487.572165370989
344.0,1506.01091300525,6092.66253771719
344.0,1556.0706857571254,6086.09946292105
344.0,892.7278129753267,5457.461888067146
344.0,922.5901109810944,5412.625555194503
345.0,1476.0796120670177,6049.72394900881
346.0,1529.524168789632,5977.474973890117
347.0,1595.9784453617262,5867.632622841949
347.0,1652.3443607559273,5941.293245233412
348.0,1719.9344938268891,5853.643325042702
349.0,831.3282031791596,5350.852587186073
349.0,982.8183732175562,5445.527233630452
350.0,1793.6915271419837,5759.603725511776
350.0,844.0010387437087,5333.192865548114
350.0,794.9715593788105,5323.142657382594
351.0,1685.0890588973134,5722.083778270198
351.0,1733.4783957404074,5691.248902198
352.0,892.2393095064147,5280.127126616146
353.0,1754.0353890544045,5616.180704645745
353.0,972.7004785386262,5193.018506024201
353.0,811.498738396637,5279.506811602103
353.0,866.4360161218468,5169.614934035807
353.0,889.4534356313967,5172.130738684836
354.0,1729.5126540719837,5534.918773308815
355.0,1620.7857593522128,5453.342207505803
355.0,879.1561085122795,5063.616141199805
357.0,1594.6279033223889,5374.123920373509
357.0,1580.476551904308,5360.8007775186215
357.0,777.6114500184228,5039.644635563315
357.0,834.7889714138641,4930.182497210083
357.0,931.1385519765114,4954.966711999617
358.0,1599.9786879768935,5273.960530954497
358.0,782.9170952086035,4894.789792748885
359.0,827.1001346897501,4793.091871822632
359.0,683.160223855536,4822.993602254041
360.0,715.7207273433236,4720.088864237674
360.0,668.6870308232534,4719.4965813960725
360.0,684.7341457131291,4740.948425934676
360.0,778.0893750501937,4726.267346849117
361.0,1612.9687356158545,5237.82820499302
361.0,1548.2865649061457,5198.272823551477
362.0,1590.955599864403,5102.967387853313
363.0,1503.4641350930572,5049.247801415413
363.0,721.6487830397867,4616.505393087698
364.0,1540.9374852720175,4939.074519075271
365.0,1545.8217278448385,4834.661007462002
365.0,1518.0661580792987,4818.9323446736125
365.0,752.6854873118709,4548.3759390205
365.0,703.6886081950964,4508.663014201691
365.0,750.353437692374,4505.037063170728
366.0,1507.4462053818293,4723.425021505655
366.0,1408.4002707263778,4773.831102855414
366.0,1471.3967381367058,4760.719592243147
367.0,1414.2951151541315,4685.040260323811
367.0,796.3588023734353,4484.578288507086
367.0,639.5618141217426,4545.319575151594
368.0,1352.6814824810656,4645.217445503226
368.0,1286.6157823517756,4684.929024257137
368.0,1385.120962684491,4609.737453505764
368.0,660.5300276933497,4581.691871493404
369.0,1248.5045403199456,4582.803488610782
369.0,689.6958482991171,4493.169042669764
370.0,1285.0175768948293,4496.159363917974
370.0,677.9631316793987,4413.180665478824
371.0,1174.6069661808433,4446.887053277699
371.0,637.1239784232263,4367.502579165983
371.0,693.0881174583868,4338.90208863183
372.0,1151.1604615840042,4368.593736526767
372.0,585.439214723898,4245.174124989508
372.0,647.236164651806,4233.697958419239
373.0,1142.331934162291,4306.339520825302
373.0,1200.081626073417,4298.8678805694
373.0,550.8790529876816,4165.758280046169
373.0,529.0764001716318,4198.223044905704
374.0,1241.6537813281902,4233.322063270754
374.0,1178.678377632793,4182.512072217643
374.0,599.3118639341768,4081.767855047206
375.0,1133.7926362248718,4139.147156077103
376.0,1157.2482680579446,4063.4428331541694
376.0,664.5098401328938,4023.8031003102415
378.0,1143.5116453130108,3989.44030784052
378.0,1227.544755914832,4005.862511303151
378.0,646.6723332451568,3935.803512517773
379.0,1184.5404602080853,3870.9798737613455
379.0,1262.6471090242796,3971.152015078697
379.0,570.7990727060374,3918.844894604601
380.0,467.1241274010302,3913.138767523712
380.0,474.80322518931376,3887.074185686795
381.0,1206.1020725529274,3813.4725427179633
381.0,1267.4772604524464,3841.1922103381353
383.0,432.8338963509144,3832.796152841519
383.0,413.12051245965085,3859.2192171250513
384.0,1270.408479000305,3752.291000345874
384.0,1251.2353765783714,3752.972127904943
384.0,1158.2269993387918,3728.030437514705
385.0,1250.8296866948642,3683.2292690157024
385.0,1268.2095218786003,3633.968388731437
385.0,1259.8422161676635,3635.252122223685
385.0,1263.7299433606468,3636.028548364532
385.0,348.5993720974361,3841.06758148046
386.0,387.3683341187307,3737.802072345538
386.0,299.151114875119,3735.987492561299
386.0,300.7412809123696,3752.2460165275393
387.0,319.889595836581,3660.221370515388
387.0,326.223734158814,3646.275602622688
388.0,257.7696920216489,3567.421591779516
389.0,1242.1692347539506,3555.7622773215585
390.0,1232.6611132977855,3462.02831173377
390.0,362.628079670854,3513.838309821052
390.0,134.45733844597942,3561.676318037209
391.0,1173.9436428509005,3391.513985041447
392.0,1284.022898745341,3383.9729524668014
