frame,x [nm],y [nm],intensity [photon],Rough_label,Final_label
1.0,1356.5967995982344,17717.766454807956,50498.84598203487,-1,-1.0
1.0,2939.0537506203214,59826.98887180736,60075.23480700793,18,-1.0
1.0,4318.833251488473,39305.1684687123,101106.33581717472,-1,-1.0
1.0,4706.66914818552,79040.57266928774,45690.760553942055,-1,-1.0
1.0,5763.162290977904,33334.584511276706,50440.82330320698,-1,-1.0
1.0,5664.766233850125,67195.37247665461,70240.83303823485,-1,-1.0
1.0,6644.764442736145,75726.19659000033,83061.7948504334,-1,-1.0
1.0,7459.16844629123,1498.8932370803304,52890.54801823242,1,-1.0
1.0,8293.002212996349,51017.651793624296,47522.73953219956,17,-1.0
1.0,9057.221224872112,47880.85836179484,50800.65769805389,-1,-1.0
1.0,9204.748526899271,1566.611099607624,68303.44980492798,1,-1.0
1.0,9237.418570576998,28828.96874176428,55460.52176800495,-1,-1.0
1.0,11025.478559008743,46226.23557468991,58839.58169118992,-1,-1.0
1.0,12142.816879319267,58543.64805685971,90749.08432253337,-1,-1.0
1.0,13764.54552488744,52556.73220534996,475193.3751556155,16,-1.0
1.0,14167.218474322452,56742.29867825485,824935.5633648983,-1,-1.0
1.0,14528.484106884012,76495.48855518101,133567.62794405746,15,-1.0
1.0,17450.0571573231,37848.193719638846,75169.64043554458,25,-1.0
1.0,18389.091813343675,51515.48631290841,202131.5642482729,-1,-1.0
1.0,21268.46543870236,51540.02771949008,68238.63734073166,-1,-1.0
1.0,21697.57777004261,16207.477458787744,91663.23172935222,-1,-1.0
1.0,22608.71571482757,62513.12587351311,58641.69451842588,-1,-1.0
1.0,22829.32660214291,30053.03362577792,264967.6587256334,25,-1.0
1.0,23675.57291826363,21698.974568247948,169653.8400084304,25,-1.0
1.0,24302.14498130001,42031.9662920364,86514.0633031256,-1,-1.0
1.0,24367.06781045185,18059.68488078475,131911.54034961815,-1,-1.0
1.0,24866.0131841535,64045.94727548164,46577.80748407254,-1,-1.0
1.0,25260.206816613398,34888.92487778393,238243.98105321536,25,-1.0
1.0,27084.543795107933,43200.28833178817,239057.8939142625,25,-1.0
1.0,27524.22313673935,28761.65266394493,76805.84361881214,25,-1.0
1.0,28532.618926878207,23693.13282963753,282219.214157505,25,-1.0
1.0,29377.60445475726,24875.174657269214,488546.1365032488,25,-1.0
1.0,30794.142396254425,44366.939648918,34371.43706285149,25,-1.0
1.0,32745.725770083776,15672.82865965634,92416.78903370423,-1,-1.0
1.0,33609.63779985773,73308.85508310769,61722.44931991018,22,-1.0
1.0,34869.90476821716,78611.36736113012,375785.8606747339,22,-1.0
1.0,35373.5971551698,47902.96634056231,32435.77558429813,-1,-1.0
1.0,36206.264712284654,81271.82376756064,163920.77206083544,-1,-1.0
1.0,36697.10939394266,23519.34123254166,63408.44142706877,-1,-1.0
1.0,39077.12788361704,73209.7839225673,49962.42840722104,-1,-1.0
1.0,42042.308511231655,1194.81697499736,76761.47650518043,-1,-1.0
1.0,42473.9755352681,42132.37935174596,242021.98445815165,20,-1.0
1.0,43844.095212018,54313.12694490157,557852.6506024739,21,-1.0
1.0,43982.306534667165,34775.91460604508,872593.0955282713,-1,-1.0
1.0,43890.29724962423,45344.34888885436,84621.18898632585,20,-1.0
1.0,44231.90508872586,40082.84865475136,71392.95676524246,-1,-1.0
1.0,44772.28571735398,81368.99105895254,41248.34467188758,-1,-1.0
1.0,47191.0314885882,16359.245846902242,301157.7092831602,8,-1.0
1.0,47213.73661119671,62990.90040587489,541541.9358395479,21,23.0
1.0,48097.44498816655,79334.58140048721,69790.27472375671,-1,-1.0
1.0,48368.04616285206,55635.97914351647,49269.63568737391,21,-1.0
1.0,48403.1468528592,61694.4461663993,68817.80215573948,21,23.0
1.0,49012.66208322643,11216.28666064097,55271.58990602091,-1,-1.0
1.0,52427.76102204631,80225.46669921723,144688.94748151884,-1,-1.0
1.0,53696.63888497972,23146.889701652435,104627.55566139848,-1,-1.0
1.0,60222.67603772396,56838.59454839171,173592.01408891013,-1,-1.0
1.0,60870.63588191812,65821.6358490035,79075.60964892426,-1,-1.0
1.0,63819.33789319782,54411.24822151311,59114.82582188862,-1,-1.0
1.0,64866.777576763954,30446.181062486765,62158.42635446642,-1,-1.0
1.0,65062.44441831874,74874.39908242815,55336.451191633685,-1,-1.0
1.0,68297.65310012577,54087.21476872033,908689.6580179248,19,-1.0
1.0,69331.45194344994,15741.465299402833,65226.38122568872,-1,-1.0
1.0,70006.03565838396,23902.38084048561,63499.69984791101,-1,-1.0
1.0,70214.65523583141,61154.57166998342,81548.93392675187,-1,-1.0
1.0,70416.67325144856,56761.26834281976,92588.62674923756,-1,-1.0
1.0,70735.68586015186,63604.24207876001,104087.2731313952,-1,-1.0
1.0,72322.84673840727,67391.79837958075,53943.4692521078,12,-1.0
1.0,72799.4148596616,25756.006379863717,101185.05883819154,-1,-1.0
1.0,74996.12038054966,81128.67610456822,67379.359967011,-1,-1.0
1.0,78252.65396561906,51255.49702638631,34269.11885749742,-1,-1.0
1.0,78807.48147046573,47184.596722990296,41616.54888664468,-1,-1.0
1.0,80512.40349359397,7330.061925641135,49507.27042304729,-1,-1.0
2.0,6518.0635810781705,75648.45992075834,73748.7548381539,-1,-1.0
2.0,9886.778312199856,37555.31288447539,77318.52729666352,-1,-1.0
2.0,13047.723088547566,16256.513850703175,47182.24244811726,-1,-1.0
2.0,13008.36927973054,42288.76926838341,47783.63405899337,-1,-1.0
2.0,13467.867083344498,52556.57475082453,451110.0510713636,16,-1.0
2.0,14000.508423475878,72341.28615575332,91081.98677764258,15,-1.0
2.0,14484.016090017714,75860.36058397117,97851.47977903276,15,-1.0
2.0,14679.643677477889,60915.32969089095,66687.56459395537,-1,-1.0
2.0,15255.987619211535,23468.6816562852,103400.85932062348,-1,-1.0
2.0,15217.517989614464,55454.10165283076,100270.89155539215,16,-1.0
2.0,17374.320619978756,59709.62209781166,57385.92842063417,-1,-1.0
2.0,17566.109819030546,26182.299479324935,62617.08024722462,25,-1.0
2.0,20547.45122846541,53292.41206423364,303471.9266247145,-1,-1.0
2.0,21669.518050344337,33836.105657688444,305633.735341944,25,-1.0
2.0,24040.154262835906,62622.64331857408,532601.6230127162,-1,-1.0
2.0,26303.066932016936,68331.8002565976,61108.87089610531,-1,-1.0
2.0,27187.0521029853,28768.38245938972,58904.16896653165,25,-1.0
2.0,27151.48272719993,75603.1695052196,73397.16108190162,-1,-1.0
2.0,28277.95313149709,23654.26622818242,268237.665380216,25,-1.0
2.0,28239.83406562887,66321.70648616157,85330.43370573407,-1,-1.0
2.0,29083.7407817358,24899.13247738169,495279.0639013473,25,-1.0
2.0,29248.87351368423,63939.614313833554,144695.12607666387,-1,-1.0
2.0,29609.19902138596,41794.48903104507,31475.33215850717,25,-1.0
2.0,32070.114789931613,75862.7855771311,111979.2424731726,-1,-1.0
2.0,33021.910930702055,15789.015809554494,336295.08424254257,-1,-1.0
