frame,x [nm],y [nm],intensity [photon],Rough_label,Final_label
1.0,819.758281207602,79449.07047893258,59214.45312402154,-1,-1.0
1.0,1143.677353280641,48501.67016429656,65242.678630741786,-1,-1.0
1.0,2190.834830756033,48120.2538802708,92277.32302237122,-1,-1.0
1.0,4120.847097963251,13940.828184325826,138421.60527912507,-1,-1.0
1.0,4808.140148638323,77000.45024670346,88414.8372961342,9,-1.0
1.0,5450.065255663065,20515.95067058137,49034.86793725511,-1,-1.0
1.0,7482.712664609495,55900.125624454544,55135.06152631711,-1,-1.0
1.0,9794.911519365052,58101.38303580417,62028.99057968743,23,-1.0
1.0,11078.638235332648,33288.35506897329,66940.50341389688,-1,-1.0
1.0,11851.508258535545,42954.48253272164,53017.04259542586,-1,-1.0
1.0,14226.308679104077,71467.94838645092,83359.96231213765,-1,-1.0
1.0,14419.117469391203,1838.8299990301005,95315.58166224786,3,-1.0
1.0,14871.678722756598,70162.9542496122,1346653.595490649,-1,-1.0
1.0,15925.622897904104,14454.684956144847,102359.5129407457,-1,-1.0
1.0,16341.433675146483,78897.25537444702,142622.32325508978,13,-1.0
1.0,16579.32515824084,63963.31840822453,267314.0962452296,23,-1.0
1.0,19061.55114425876,38719.77456758044,54075.97654132661,-1,-1.0
1.0,22940.43184736941,28734.752750398467,51827.291272659066,-1,-1.0
1.0,23348.39122610029,46353.86207618357,82450.7407084379,23,-1.0
1.0,23678.55755126693,13255.503595733748,107559.6129912595,2,-1.0
1.0,24392.840571661876,29276.776944706155,56482.396972725786,-1,-1.0
1.0,25173.24519962266,55251.60030144191,466350.6012174519,23,30.0
1.0,24864.113910401204,57041.89250555796,157312.74255407945,23,30.0
1.0,25065.460459999704,53071.57753978251,61003.94952167059,23,30.0
1.0,25760.59528280383,55719.22023749953,30585757.22944246,23,30.0
1.0,25913.550090993245,55516.32956164473,30061760.82047234,23,30.0
1.0,26220.73351745168,35272.821310991945,70851.86589347459,-1,-1.0
1.0,26313.641914413005,58482.33837334887,47219.569364299736,23,-1.0
1.0,25986.618249250216,55419.45250339768,34890093.588092685,23,30.0
1.0,26673.33964056315,54285.14543574848,541237.5421351756,23,30.0
1.0,27176.185951363692,24587.39060026168,319798.94532993686,-1,-1.0
1.0,30401.75827585485,49187.36174039624,149442.73231471618,23,-1.0
1.0,32251.72923172379,628.9393008700628,44120.4040337473,2,-1.0
1.0,32504.080705611785,36237.00495503072,89031.21916277321,18,-1.0
1.0,32594.59342837763,72917.72421215828,230212.8171824901,-1,-1.0
1.0,33194.24231115956,56862.10833662199,62127.1806446088,23,-1.0
1.0,34601.556815728254,16123.059871759828,104556.99520750545,2,-1.0
1.0,34833.53774214394,11058.82879768531,156194.12978945067,2,-1.0
1.0,34850.28268210729,55605.90019432623,68987.58231142818,23,-1.0
1.0,35253.23525587818,52350.80345548146,104309.57661863344,23,-1.0
1.0,35594.90649059356,18010.87524918298,188789.61101726608,2,-1.0
1.0,35655.31088150486,29627.19495078061,92541.94775323696,-1,-1.0
1.0,36238.556005760336,45949.09549147446,40752.919412504685,23,-1.0
1.0,38591.086369019264,36749.78805615681,1194264.0421236434,18,-1.0
1.0,38815.02978847824,63055.08028038288,282556.9922177686,23,-1.0
